id,m1,m2,q0star,alpha,phi0,tc,dist,incl,k,mean_20_300,p95_20_300,max_20_300,n_20_300,status,error_code,wall_time_s,model,score,p95_20_300_circ,p95_20_300_recalc,phi_ref_fpeak,phi_mcgt_fpeak
3593,55.989881,19.729617,0.127895,-0.246703,0.0,0.0,1000.0,0.0,-21,1.503157,2.879886,3.110825,117,ok,,0.001518,default,2.879886,2.879885512110669,2.879885512110669,1.8935677317719524,1.0050537394637509
3594,68.312591,11.395158,-0.002971,0.835537,0.0,0.0,1000.0,0.0,0,0.068338,0.117184,0.123467,117,ok,,0.001229,default,0.117184,0.1171843251423375,0.1171843251423375,-2.876891409201061,-2.800580850074436
3595,62.012525,47.332829,0.267772,-0.808099,0.0,0.0,1000.0,0.0,-378,1.568147,3.016603,3.111534,117,ok,,0.001016,default,3.016603,3.0166029371772622,3.0166029371772622,2.348171864955285,-0.5744028827673908
3596,40.782743,40.529049,-0.163863,0.141079,0.0,0.0,1000.0,0.0,7,1.583362,2.987895,3.111842,117,ok,,0.001533,default,2.987895,2.9878948255346427,2.9878948255346427,-0.3475178250090476,-2.9619647595594394
3597,74.16507,31.806832,-0.079202,0.469449,0.0,0.0,1000.0,0.0,1,1.756551,3.008855,3.125081,117,ok,,0.001748,default,3.008855,3.008854971394391,3.008854971394391,1.497702044313721,2.8289219725292334
3598,57.109132,30.720398,0.051847,-0.573969,0.0,0.0,1000.0,0.0,-30,1.635221,3.014207,3.09448,117,ok,,0.001677,default,3.014207,3.0142072238724054,3.0142072238724054,-2.140793726669064,-2.6052589568464377
3599,78.16004,42.651853,-0.237641,0.538417,0.0,0.0,1000.0,0.0,2,1.558073,2.949319,3.099582,117,ok,,0.001444,default,2.949319,2.9493188121338925,2.9493188121338925,-0.36009259438388064,-1.4700626956902347
3600,22.389578,10.829287,0.193811,-0.387083,0.0,0.0,1000.0,0.0,-55,1.588495,2.985371,3.13899,117,ok,,0.001626,default,2.985371,2.985370568575844,2.985370568575844,0.9014290367371203,3.020902484143189
3601,46.554488,13.820217,-0.026385,0.124122,0.0,0.0,1000.0,0.0,1,1.694917,2.98626,3.124206,117,ok,,0.001392,default,2.98626,2.986259904669508,2.986259904669508,0.9241024384859848,-2.3776621106589886
3602,76.56529,20.830981,0.141981,-0.957096,0.0,0.0,1000.0,0.0,-356,1.461277,2.891455,3.109148,117,ok,,0.001698,default,2.891455,2.891455242616477,2.891455242616477,0.5977151247042158,1.6690474725602549
3603,70.99944,60.118376,-0.187351,0.930634,0.0,0.0,1000.0,0.0,0,2.066273,3.025047,3.131779,117,ok,,0.001392,default,3.025047,3.025046837704101,3.025046837704101,1.7170496630370824,-1.1181765211932024
3604,31.541993,30.340253,0.281784,-0.019474,0.0,0.0,1000.0,0.0,-20,1.531557,2.921452,3.13973,117,ok,,0.002418,default,2.921452,2.92145157651706,2.92145157651706,-1.126049116856965,3.003836491553738
3605,65.873568,40.117324,0.065868,-0.346868,0.0,0.0,1000.0,0.0,-16,1.524497,2.908486,3.082938,117,ok,,0.001627,default,2.908486,2.908485991867209,2.908485991867209,2.047456687147619,1.592609207097805
3606,51.143083,39.011472,-0.10268,0.695528,0.0,0.0,1000.0,0.0,1,1.660102,2.972811,3.122483,117,ok,,0.001861,default,2.972811,2.9728114821345843,2.9728114821345843,-0.14698828074560666,-2.090597457182181
3607,67.66548,52.856688,0.207906,-0.660952,0.0,0.0,1000.0,0.0,-167,1.6069,3.038475,3.099679,117,ok,,0.00236,default,3.038475,3.038474844540489,3.038474844540489,-2.5569787431163853,-2.1676770625823885
3608,23.668049,12.184887,-0.261046,0.265479,0.0,0.0,1000.0,0.0,7,1.594698,2.98327,3.134592,117,ok,,0.001659,default,2.98327,2.983269904215874,2.983269904215874,2.0288308665754116,-0.8814603063297035
3609,79.228693,15.500329,0.156907,0.616047,0.0,0.0,1000.0,0.0,-1,1.754765,3.031873,3.119224,117,ok,,0.001527,default,3.031873,3.0318725396953905,3.0318725396953905,2.072926004217628,-0.4750943678288291
3610,64.045643,25.656061,-0.274581,-0.466667,0.0,0.0,1000.0,0.0,105,1.438302,2.870173,3.016951,117,ok,,0.000978,default,2.870173,2.8701730284927804,2.8701730284927804,2.246025011036446,2.813509371826928
3611,47.7184,43.066774,0.014907,0.423054,0.0,0.0,1000.0,0.0,0,1.538919,2.981522,3.11985,117,ok,,0.001483,default,2.981522,2.981522130381468,2.981522130381468,-2.4291318745869823,2.153135145320803
3612,36.552275,17.323463,-0.116106,-0.52562,0.0,0.0,1000.0,0.0,56,1.66204,3.029075,3.115941,117,ok,,0.001456,default,3.029075,3.0290747276948493,3.0290747276948493,1.8117011449540676,2.324022435960476
3613,61.031393,26.699816,-0.200767,-0.854478,0.0,0.0,1000.0,0.0,339,1.443353,2.925435,3.09134,117,ok,,0.000931,default,2.925435,2.9254348281816984,2.9254348281816984,-2.3187160386294607,-1.374501802836658
3614,51.962099,6.354362,0.230831,0.189412,0.0,0.0,1000.0,0.0,-8,1.596434,3.098049,3.12735,117,ok,,0.001327,default,3.098049,3.098048524090366,3.098048524090366,-1.864554577396424,-2.2556915040394436
3615,73.016262,67.055691,-0.039911,-0.169058,0.0,0.0,1000.0,0.0,5,1.530393,2.956927,3.141028,117,ok,,0.001227,default,2.956927,2.956927409454278,2.956927409454278,2.4152344435494655,1.992392069878985
3616,35.485455,5.71873,0.090992,0.755938,0.0,0.0,1000.0,0.0,0,1.968332,3.01869,3.139407,117,ok,,0.001648,default,3.01869,3.018689678632563,3.018689678632563,-0.36061246669272684,2.823786364504521
3617,58.714436,6.76345,0.273215,0.289167,0.0,0.0,1000.0,0.0,-7,1.597634,2.951857,3.132892,117,ok,,0.002102,default,2.951857,2.951856554868104,2.951856554868104,2.773443460140122,1.683230710305235
3618,74.242908,8.671176,-0.157686,-0.627999,0.0,0.0,1000.0,0.0,112,1.659321,3.038528,3.129514,117,ok,,0.001868,default,3.038528,3.0385283322871444,3.0385283322871444,0.9137536407032849,-2.0739392779343184
3619,69.39082,53.116684,0.113051,0.734354,0.0,0.0,1000.0,0.0,-1,1.679035,2.980679,3.122214,117,ok,,0.001667,default,2.980679,2.98067932365391,2.98067932365391,2.1347309240014916,-2.023305879990091
3620,33.150184,27.963082,-0.018547,-0.317336,0.0,0.0,1000.0,0.0,4,1.609827,2.995831,3.121914,117,ok,,0.001652,default,2.995831,2.9958305089769155,2.9958305089769155,-1.9352998072012486,2.956083283847075
3621,76.858154,37.741728,-0.233871,-0.050979,0.0,0.0,1000.0,0.0,19,1.48043,2.963708,3.13433,117,ok,,0.001266,default,2.963708,2.963708135881872,2.963708135881872,0.84136101388928,-1.4292197771818387
3622,44.147543,28.026743,0.19714,0.905498,0.0,0.0,1000.0,0.0,-1,1.858212,3.014293,3.140456,117,ok,,0.001492,default,3.014293,3.0142934094009144,3.0142934094009144,2.283734806065876,-1.6770366656563311
3623,65.344958,50.070775,-0.092352,-0.988106,0.0,0.0,1000.0,0.0,261,1.467322,2.962309,3.13834,117,ok,,0.001847,default,2.962309,2.9623085436089904,2.9623085436089904,2.2066138003456075,-2.5475547494437727
3624,16.61772,14.97123,0.039136,0.086774,0.0,0.0,1000.0,0.0,-2,1.680857,3.001924,3.127868,117,ok,,0.001927,default,3.001924,3.001924007511522,3.001924007511522,1.1963605120586047,-2.088644995779674
3625,63.539655,22.514645,-0.143279,0.783044,0.0,0.0,1000.0,0.0,1,1.661878,2.981328,3.125301,117,ok,,0.001901,default,2.981328,2.9813279543954803,2.9813279543954803,-2.110746665058823,2.320426072471939
3626,66.401033,41.345528,0.025671,-0.135618,0.0,0.0,1000.0,0.0,-3,1.63785,2.989183,3.128998,117,ok,,0.001536,default,2.989183,2.9891830738859992,2.9891830738859992,-0.4145219905106252,0.13591406176797705
3627,55.172429,50.099544,-0.284909,0.224822,0.0,0.0,1000.0,0.0,9,1.560102,2.939333,3.099671,117,ok,,0.00196,default,2.939333,2.939333472771304,2.939333472771304,0.2384177998169026,-0.6329698677842579
3628,38.889497,9.86929,0.183639,-0.825434,0.0,0.0,1000.0,0.0,-277,1.41635,2.933758,3.121149,117,ok,,0.001622,default,2.933758,2.933757997833544,2.933757997833544,2.217617019304452,-1.1330038028395855
3629,44.200897,29.039757,0.099559,-0.560542,0.0,0.0,1000.0,0.0,-54,1.625912,2.901856,3.123877,117,ok,,0.001667,default,2.901856,2.901855500228552,2.901855500228552,-2.546035258422208,-2.5000996592720064
3630,59.002165,23.184429,-0.069575,0.39743,0.0,0.0,1000.0,0.0,1,1.705055,2.992161,3.127329,117,ok,,0.002114,default,2.992161,2.99216103261688,2.99216103261688,-1.7350435146276162,0.7114187478877483
3631,75.374657,73.371195,0.259761,-0.49426,0.0,0.0,1000.0,0.0,-111,1.492939,2.959015,3.123725,117,ok,,0.0019,default,2.959015,2.959015083880612,2.959015083880612,-2.058435911479542,-1.2989058482763447
3632,29.170095,12.740628,-0.208605,0.579186,0.0,0.0,1000.0,0.0,2,1.58858,2.987747,3.127178,117,ok,,0.003028,default,2.987747,2.987747203807828,2.987747203807828,2.7079000429505413,-2.7201899089629613
3633,71.812637,11.909162,0.002211,-0.90851,0.0,0.0,1000.0,0.0,-5,1.594663,2.950522,3.138959,117,ok,,0.00255,default,2.950522,2.9505221855665096,2.9505221855665096,2.591077673504337,-0.6002720183474075
3634,79.35096,33.072688,-0.129239,0.00913,0.0,0.0,1000.0,0.0,8,1.616503,3.017219,3.123163,117,ok,,0.001835,default,3.017219,3.017218586875169,3.017218586875169,-0.22869921758426415,1.208841194483579
3635,58.225629,45.022459,0.160252,-0.099311,0.0,0.0,1000.0,0.0,-16,1.625294,2.98781,3.138945,117,ok,,0.001483,default,2.98781,2.987809682696959,2.987809682696959,-2.7552191149854384,2.2820615936930615
3636,33.107614,20.01883,-0.270796,0.951876,0.0,0.0,1000.0,0.0,1,1.655446,2.998128,3.138481,117,ok,,0.001803,default,2.998128,2.998127778719555,2.998127778719555,-2.2765302344007807,2.3520305454707255
3637,53.654819,42.009711,-0.055471,0.686008,0.0,0.0,1000.0,0.0,0,1.915927,3.012166,3.124063,117,ok,,0.002327,default,3.012166,3.0121656526336764,3.0121656526336764,2.211847264525126,-1.6454675658819724
3638,48.37551,13.730362,0.076163,-0.270942,0.0,0.0,1000.0,0.0,-14,1.597313,2.969609,3.112821,117,ok,,0.002002,default,2.969609,2.9696089610822587,2.9696089610822587,-1.1833487727916037,0.38287874127484045
3639,69.57618,64.329424,-0.194574,0.368748,0.0,0.0,1000.0,0.0,3,1.522784,2.966495,3.116891,117,ok,,0.001674,default,2.966495,2.966495364210296,2.966495364210296,-0.22101104035021812,1.8067314326578803
3640,38.212294,20.882163,0.236291,-0.705628,0.0,0.0,1000.0,0.0,-225,1.528824,2.990387,3.117677,117,ok,,0.001985,default,2.990387,2.990386738271097,2.990386738271097,0.24547531080224516,-0.32028308720032683
3641,48.511712,17.406806,-0.171698,-0.417593,0.0,0.0,1000.0,0.0,55,1.560147,2.986333,3.140375,117,ok,,0.001676,default,2.986333,2.986332895903952,2.986332895903952,-1.3344846386098226,3.0781283551488876
3642,61.255395,18.873184,0.296703,0.500566,0.0,0.0,1000.0,0.0,-3,1.505013,2.964536,3.120196,117,ok,,0.001888,default,2.964536,2.9645357469888807,2.9645357469888807,-0.30646416524382225,-0.6151314837570876
3643,77.680212,44.954943,-0.032632,-0.605944,0.0,0.0,1000.0,0.0,21,1.568258,3.000897,3.139656,117,ok,,0.001889,default,3.000897,3.0008969592236028,3.0008969592236028,-2.523117213594414,-0.7771256851890733
3644,33.780335,24.861791,0.136465,0.444785,0.0,0.0,1000.0,0.0,-2,1.644241,3.013676,3.129532,117,ok,,0.001913,default,3.013676,3.013675756324018,3.013675756324018,-2.687815975439829,1.7928966441783558
3645,67.873706,24.812007,0.220545,0.179405,0.0,0.0,1000.0,0.0,-8,1.584728,2.870596,2.996397,117,ok,,0.001959,default,2.870596,2.870596472553879,2.870596472553879,-1.318967387964669,-1.2307575232525956
3646,54.734251,37.011904,-0.247966,-0.778064,0.0,0.0,1000.0,0.0,312,1.611252,2.986787,3.113339,117,ok,,0.001871,default,2.986787,2.9867869603472044,2.9867869603472044,-1.9006239991708487,1.1329651357546133
3647,71.11014,59.5037,0.062614,0.859696,0.0,0.0,1000.0,0.0,0,1.321093,2.238825,2.354427,117,ok,,0.001779,default,2.238825,2.2388254435660104,2.2388254435660104,2.082246850582308,0.6051465519779224
3648,8.509194,5.537303,-0.106373,-0.214222,0.0,0.0,1000.0,0.0,16,1.644871,2.955211,3.098945,117,ok,,0.001912,default,2.955211,2.955210958926807,2.955210958926807,-1.3609795578565151,-0.9813507963892256
3649,50.426503,7.7677,0.048039,0.526653,0.0,0.0,1000.0,0.0,0,1.635163,2.962768,3.121929,117,ok,,0.002321,default,2.962768,2.962767794142616,2.962767794142616,1.983270925297976,-1.7603980429612562
3650,71.558831,14.615073,-0.083595,-0.422133,0.0,0.0,1000.0,0.0,27,1.61369,3.056432,3.136832,117,ok,,0.002342,default,3.056432,3.056432130678763,3.056432130678763,2.28106167020203,-0.7693086075520092
3651,77.545984,55.182776,0.189417,0.465496,0.0,0.0,1000.0,0.0,-2,1.531115,2.913595,3.141186,117,ok,,0.002959,default,2.913595,2.9135949216701222,2.9135949216701222,1.158490459870503,1.5305789276129609
3652,27.339056,24.070347,-0.241448,-0.61683,0.0,0.0,1000.0,0.0,164,1.766342,2.964308,3.106287,117,ok,,0.001778,default,2.964308,2.9643075525978877,2.9643075525978877,0.020306667946083934,-2.668171156815621
3653,68.59335,33.33181,-0.007363,-0.757212,0.0,0.0,1000.0,0.0,9,1.476205,3.003121,3.140757,117,ok,,0.002146,default,3.003121,3.0031207230470782,3.0031207230470782,-1.3127744849501806,1.5670910166997523
3654,45.696603,33.948082,0.124087,0.168378,0.0,0.0,1000.0,0.0,-5,1.522621,2.989243,3.124734,117,ok,,0.001771,default,2.989243,2.9892425725022256,2.9892425725022256,-0.15851575003303608,0.7285323685297165
3655,61.99689,58.175379,-0.16767,-0.188002,0.0,0.0,1000.0,0.0,23,1.557682,2.93519,3.122738,117,ok,,0.002115,default,2.93519,2.9351896681717697,2.9351896681717697,-2.702110815492894,-0.3760399237280616
3656,16.958115,9.21009,0.263378,0.855021,0.0,0.0,1000.0,0.0,-1,1.830241,3.02565,3.134857,117,ok,,0.002116,default,3.02565,3.02565028105842,3.02565028105842,3.063141745422058,3.0300923511682143
3657,74.001653,20.451925,-0.219842,0.018096,0.0,0.0,1000.0,0.0,14,1.658246,2.986835,3.134133,117,ok,,0.001906,default,2.986835,2.9868349355673582,2.9868349355673582,0.47112272428956814,-2.974548758913439
3658,70.299506,28.539494,0.248669,-0.931209,0.0,0.0,1000.0,0.0,-564,1.553946,2.982992,3.119207,117,ok,,0.001653,default,2.982992,2.982991980789991,2.982991980789991,1.7499233100874072,1.5854509404085242
3659,49.098716,44.577662,-0.0595,0.958398,0.0,0.0,1000.0,0.0,0,0.885772,1.432358,1.495437,117,ok,,0.001912,default,1.432358,1.4323577087168606,1.4323577087168606,-1.4429132410288403,-0.44869538718944746
3660,41.579353,22.808093,0.109488,-0.12347,0.0,0.0,1000.0,0.0,-12,1.541154,2.891772,3.095167,117,ok,,0.00194,default,2.891772,2.89177161383755,2.89177161383755,-0.9912644913718296,-0.44817468287738293
3661,54.686167,32.384408,0.174827,-0.264341,0.0,0.0,1000.0,0.0,-31,1.581302,2.903231,3.135602,117,ok,,0.001743,default,2.903231,2.903231354879861,2.903231354879861,-2.5138787424689983,2.6993180953524494
3662,58.655987,10.355695,-0.293574,0.661768,0.0,0.0,1000.0,0.0,2,1.554226,2.973561,3.1388,117,ok,,0.001466,default,2.973561,2.973561452227043,2.973561452227043,2.165548554886918,-2.6758200995426193
3663,79.781197,62.725725,0.033339,-0.696589,0.0,0.0,1000.0,0.0,-31,1.513467,2.882471,3.126515,117,ok,,0.001187,default,2.882471,2.882470966420949,2.882470966420949,1.3124183784865373,-2.5431167775177705
3664,42.159029,11.185835,-0.135758,0.345976,0.0,0.0,1000.0,0.0,3,1.566156,3.008313,3.134649,117,ok,,0.001081,default,3.008313,3.008312636727272,3.008312636727272,2.3995518274480325,-2.1037835621179717
3665,63.698957,12.291959,0.225263,-0.141609,0.0,0.0,1000.0,0.0,-26,1.678421,3.053202,3.130244,117,ok,,0.001683,default,3.053202,3.0532019038900144,3.0532019038900144,-0.9487555832259211,-1.8560930259648067
3666,76.116174,38.842903,-0.205748,0.806675,0.0,0.0,1000.0,0.0,1,1.795313,3.016915,3.134632,117,ok,,0.001211,default,3.016915,3.0169147861210104,3.0169147861210104,-0.06715570037870933,-0.4984189821377498
3667,59.743802,53.278063,0.08601,-0.834839,0.0,0.0,1000.0,0.0,-134,1.507012,3.018089,3.13699,117,ok,,0.001559,default,3.018089,3.018088816005936,3.018088816005936,-2.2127055852498643,-1.5122838344524503
3668,28.591209,14.10669,-0.045478,0.247959,0.0,0.0,1000.0,0.0,1,1.710634,3.00438,3.135784,117,ok,,0.001387,default,3.00438,3.004380317317501,3.004380317317501,2.3935871903839647,-0.19062149068182066
3669,45.50873,38.14786,-0.279562,0.387853,0.0,0.0,1000.0,0.0,5,1.561121,2.962539,3.1214,117,ok,,0.001501,default,2.962539,2.9625388144661358,2.9625388144661358,0.7071658548929278,-0.6449534545343916
3670,50.548092,19.532415,0.151339,-0.537233,0.0,0.0,1000.0,0.0,-76,1.624933,3.039104,3.127179,117,ok,,0.001667,default,3.039104,3.039103696538599,3.039103696538599,2.1662651303095437,-0.7939083805876486
3671,72.626557,66.849702,-0.121673,0.573031,0.0,0.0,1000.0,0.0,1,1.723118,2.97156,3.115629,117,ok,,0.001624,default,2.97156,2.9715597557284728,2.9715597557284728,2.746880169311428,-1.8138733470079664
3672,32.259196,21.773128,0.009925,-0.470465,0.0,0.0,1000.0,0.0,-4,1.62529,2.989558,3.132321,117,ok,,0.001697,default,2.989558,2.9895580716964827,2.9895580716964827,-2.9949220447065628,-1.058574425550141
3673,59.147963,15.89437,-0.097698,-0.649219,0.0,0.0,1000.0,0.0,75,1.660743,2.976189,3.111719,117,ok,,0.001753,default,2.976189,2.9761887506155125,2.9761887506155125,0.19780923237394177,1.0243041324788003
3674,65.775173,5.893468,0.071435,0.300559,0.0,0.0,1000.0,0.0,-2,1.690715,3.00486,3.131935,117,ok,,0.001366,default,3.00486,3.004860369763385,3.004860369763385,-1.5896428562094558,-1.8888557262283001
3675,67.185885,44.577923,-0.255478,-0.342945,0.0,0.0,1000.0,0.0,61,1.539121,3.010705,3.138042,117,ok,,0.001633,default,3.010705,3.010704874140968,3.010704874140968,0.6158455789854749,1.2834780483743806
3676,37.699583,37.018543,0.212887,0.738419,0.0,0.0,1000.0,0.0,-1,1.666721,3.003025,3.130818,117,ok,,0.00141,default,3.003025,3.0030253889576697,3.0030253889576697,0.1304452837964476,-1.303594999496564
3677,78.477691,27.532702,0.147548,0.879778,0.0,0.0,1000.0,0.0,0,2.064497,3.026117,3.132811,117,ok,,0.001462,default,3.026117,3.026116786085138,3.026116786085138,0.0998301354306168,3.1392632615627596
3678,53.839868,24.063884,-0.021403,-0.046804,0.0,0.0,1000.0,0.0,2,1.70726,3.013575,3.134514,117,ok,,0.001307,default,3.013575,3.01357520108143,3.01357520108143,0.18947403589595702,2.1289106837068346
3679,74.966258,49.050759,0.286765,0.065451,0.0,0.0,1000.0,0.0,-15,1.628908,2.981403,3.140837,117,ok,,0.001753,default,2.981403,2.981402819820647,2.981402819820647,1.7008577446329571,1.3201140214539144
3680,18.334279,6.333235,-0.181783,-0.976611,0.0,0.0,1000.0,0.0,492,1.454043,2.898752,3.124261,117,ok,,0.001895,default,2.898752,2.898751996348349,2.898751996348349,0.6763956622456639,0.9647963504061572
3681,76.142558,5.288515,-0.074554,-0.443373,0.0,0.0,1000.0,0.0,26,1.431782,2.897663,3.078921,117,ok,,0.001324,default,2.897663,2.897663017793952,2.897663017793952,2.409489994102188,-1.5980487531535452
3682,73.739612,26.39916,0.093995,0.606485,0.0,0.0,1000.0,0.0,-1,1.832023,3.003131,3.119688,117,ok,,0.00148,default,3.003131,3.003131463908037,3.003131463908037,3.126571820299228,-2.350258998787215
3683,52.685284,51.36773,-0.21417,-0.501841,0.0,0.0,1000.0,0.0,94,1.540025,2.999983,3.122434,117,ok,,0.001198,default,2.999983,2.999982500021774,2.999982500021774,1.688390248895736,-2.7700609295200955
3684,26.269436,16.017452,0.254782,0.416915,0.0,0.0,1000.0,0.0,-4,1.521501,2.943782,3.115095,117,ok,,0.002089,default,2.943782,2.943781690682972,2.943781690682972,-0.5958402021926599,1.080550001709021
3685,56.795601,35.82909,0.020107,0.213058,0.0,0.0,1000.0,0.0,-1,1.652217,2.986364,3.130553,117,ok,,0.001902,default,2.986364,2.986364498052571,2.986364498052571,-2.59735901876269,-1.3494600560996801
3686,43.497154,8.245688,-0.148259,-0.860484,0.0,0.0,1000.0,0.0,256,1.563202,2.9713,3.1254,117,ok,,0.001786,default,2.9713,2.9713004401038687,2.9713004401038687,-2.5469483703534976,-0.25656372610081846
3687,69.556419,64.475858,0.17866,0.779091,0.0,0.0,1000.0,0.0,-1,1.768145,3.017925,3.133312,117,ok,,0.001597,default,3.017925,3.0179254304891248,3.0179254304891248,-0.3029332852051603,0.37676550361902983
3688,35.328905,14.776979,-0.290475,-0.178479,0.0,0.0,1000.0,0.0,38,1.542605,2.98337,3.128025,117,ok,,0.001421,default,2.98337,2.9833700007797432,2.9833700007797432,-2.267145501985249,-0.04147998772898731
3689,43.192976,22.926533,0.202705,-0.952935,0.0,0.0,1000.0,0.0,-500,1.411389,2.861157,3.134325,117,ok,,0.001627,default,2.861157,2.86115658276459,2.86115658276459,-2.3113519273091185,1.5883078490148144
3690,68.114149,21.848027,-0.228893,0.098417,0.0,0.0,1000.0,0.0,11,1.531123,2.905909,3.085053,117,ok,,0.001599,default,2.905909,2.905908545943048,2.905908545943048,-1.7538839429220197,-1.050867274928141
3691,74.960475,51.591632,0.044116,-0.007994,0.0,0.0,1000.0,0.0,-3,1.601189,2.995812,3.112327,117,ok,,0.00144,default,2.995812,2.995811607405088,2.995811607405088,-0.5831034238929007,-1.1796500456159968
3692,39.375687,29.925136,-0.086787,0.909327,0.0,0.0,1000.0,0.0,0,1.535369,2.540652,2.661879,117,ok,,0.001625,default,2.540652,2.5406519014810782,2.5406519014810782,-2.8181884141257854,-1.097713933782174
3693,61.327208,29.891704,-0.152707,0.706935,0.0,0.0,1000.0,0.0,1,1.848955,3.010389,3.139129,117,ok,,0.001697,default,3.010389,3.010388934740832,3.010388934740832,-0.869242930757153,-0.9571465838217037
3694,60.860013,41.214797,0.278781,-0.368103,0.0,0.0,1000.0,0.0,-74,1.537183,3.034178,3.140912,117,ok,,0.0018,default,3.034178,3.0341780428916274,3.0341780428916274,-0.07816864884691732,-1.6548844886990075
3695,77.306807,55.63164,-0.012982,0.269559,0.0,0.0,1000.0,0.0,0,1.528815,2.941613,3.128947,117,ok,,0.001442,default,2.941613,2.9416127238861725,2.9416127238861725,0.9766902417913315,-2.6796635917516305
3696,13.371548,11.753255,0.118031,-0.686577,0.0,0.0,1000.0,0.0,-104,1.598561,2.982008,3.135109,117,ok,,0.001376,default,2.982008,2.9820081819637254,2.9820081819637254,-2.2376115707713176,-1.2966501710358322
3697,52.315557,10.10596,-0.252362,0.824495,0.0,0.0,1000.0,0.0,1,1.845189,3.02859,3.12117,117,ok,,0.00157,default,3.02859,3.028589685164308,3.028589685164308,-0.1039870327836745,0.35233550029683514
3698,78.590278,12.726448,0.216736,-0.225835,0.0,0.0,1000.0,0.0,-34,1.61551,2.989807,3.073109,117,ok,,0.002571,default,2.989807,2.9898065994283924,2.9898065994283924,-1.7854539410532055,-2.0931235887132367
3699,65.078172,57.53949,-0.110184,0.136389,0.0,0.0,1000.0,0.0,5,1.520202,2.905533,3.070783,117,ok,,0.001539,default,2.905533,2.905532535700425,2.905532535700425,1.6275761151522943,0.8488003517328586
3700,39.806724,31.083626,0.05822,-0.781863,0.0,0.0,1000.0,0.0,-74,1.599042,2.88107,3.04844,117,ok,,0.002294,default,2.88107,2.881070122252252,2.881070122252252,2.9481503236636897,-1.2982500369363983
3701,71.684767,40.352384,0.292894,-0.578494,0.0,0.0,1000.0,0.0,-172,1.495549,3.066847,3.112331,117,ok,,0.001734,default,3.066847,3.066846909230583,3.066846909230583,1.938950174515135,-0.08197541472358338
3702,48.056034,30.856236,-0.176094,0.495521,0.0,0.0,1000.0,0.0,2,1.58653,3.024223,3.128303,117,ok,,0.001232,default,3.024223,3.0242230522404228,3.0242230522404228,-1.803088686163914,1.0123245344199923
3703,69.035918,46.91272,0.132071,-0.397954,0.0,0.0,1000.0,0.0,-39,1.559773,2.963085,3.123577,117,ok,,0.001627,default,2.963085,2.9630847625457477,2.9630847625457477,2.3841562583958797,-1.941353912779558
3704,20.472892,19.299379,-0.036442,0.559113,0.0,0.0,1000.0,0.0,0,1.825762,2.994948,3.12656,117,ok,,0.00179,default,2.994948,2.99494758780258,2.99494758780258,-3.0970255853989634,-0.5745915522333398
3705,66.239831,18.075792,0.079973,0.317892,0.0,0.0,1000.0,0.0,-2,1.660146,3.018236,3.097757,117,ok,,0.001779,default,3.018236,3.0182361987583177,3.0182361987583177,-0.8509134641355107,-1.7821343597287704
3706,63.296491,36.301459,-0.051076,-0.732957,0.0,0.0,1000.0,0.0,54,1.598859,2.993452,3.134902,117,ok,,0.001824,default,2.993452,2.993451502128498,2.993451502128498,-0.5882202997929209,3.0170434996662117
3707,60.547062,46.777658,0.240687,0.627337,0.0,0.0,1000.0,0.0,-2,1.638138,3.003649,3.13303,117,ok,,0.001558,default,3.003649,3.0036493668502944,3.0036493668502944,-1.6395685274659737,-2.077467083060032
3708,34.521549,6.838264,-0.190765,-0.290457,0.0,0.0,1000.0,0.0,38,1.688185,2.947678,3.116097,117,ok,,0.001551,default,2.947678,2.947677721695884,2.947677721695884,2.578095759799119,-0.9693662732073669
3709,48.092518,25.332755,-0.124844,-0.087577,0.0,0.0,1000.0,0.0,12,1.477969,2.867692,3.136925,117,ok,,0.001803,default,2.867692,2.867691975326305,2.867691975326305,-2.818896406615984,2.064037223119289
3710,56.336502,16.949201,0.006021,0.986957,0.0,0.0,1000.0,0.0,0,0.081126,0.129474,0.134911,117,ok,,0.002987,default,0.129474,0.1294740862816894,0.1294740862816894,-1.0405673993244875,-1.1316939655186253
3711,79.861797,72.784619,-0.266987,-0.904587,0.0,0.0,1000.0,0.0,546,1.509429,2.754735,3.060498,117,ok,,0.00149,default,2.754735,2.754735299499532,2.754735299499532,2.467192121042718,-3.1130592509474475
3712,25.023386,8.811561,0.164648,0.052022,0.0,0.0,1000.0,0.0,-9,1.583987,2.907639,3.08127,117,ok,,0.001709,default,2.907639,2.9076388197009164,2.9076388197009164,-0.29943105875258524,-1.1007020330091528
3713,54.976906,8.580694,-0.117321,-0.796927,0.0,0.0,1000.0,0.0,158,1.524972,2.990633,3.133387,117,ok,,0.00191,default,2.990633,2.990633281998876,2.990633281998876,1.7391552974057163,2.872985770537465
3714,72.498785,10.065099,0.013728,0.151385,0.0,0.0,1000.0,0.0,-1,1.656167,2.987731,3.133067,117,ok,,0.001676,default,2.987731,2.9877307503176427,2.9877307503176427,0.5452704635026286,2.483923312732866
3715,63.016476,55.977462,-0.278035,-0.242113,0.0,0.0,1000.0,0.0,46,1.710147,3.013318,3.126533,117,ok,,0.001625,default,3.013318,3.013318180806094,3.013318180806094,-1.5981624684921005,0.6061473773002071
3716,41.868421,25.02861,0.153417,0.840719,0.0,0.0,1000.0,0.0,-1,1.827965,3.004778,3.132221,117,ok,,0.001732,default,3.004778,3.00477775095769,3.00477775095769,1.5603134813747523,-2.3088928232938564
