id,m1,m2,q0star,alpha,phi0,tc,dist,incl,k,mean_20_300,p95_20_300,max_20_300,n_20_300,status,error_code,wall_time_s,model,score,p95_20_300_circ,p95_20_300_recalc,n_jalons_total,n_jalons_used,penalty_mean
2816,38.411610,9.386818,0.280114,0.884177,0.000000,0.000000,1000.000000,0.000000,-1,1.771551,3.029374,3.134416,117,ok,,0.001730,default,3.029374,3.029374,3.029374,0,0,0.000000
2817,64.032025,9.137414,0.058643,-0.763466,0.000000,0.000000,1000.000000,0.000000,-70,1.540051,2.918565,3.140444,117,ok,,0.001477,default,2.918565,2.918565,2.918565,0,0,0.000000
2818,71.873401,38.583222,-0.109722,0.162854,0.000000,0.000000,1000.000000,0.000000,4,1.525160,2.995409,3.107840,117,ok,,0.001619,default,2.995409,2.995409,2.995409,0,0,0.000000
2819,55.435548,53.613452,0.219536,-0.197433,0.000000,0.000000,1000.000000,0.000000,-31,1.491789,2.866796,3.140285,117,ok,,0.001673,default,2.866796,2.866796,2.866796,0,0,0.000000
2820,25.648344,13.844687,-0.249598,0.844860,0.000000,0.000000,1000.000000,0.000000,1,1.822996,3.019645,3.136903,117,ok,,0.001822,default,3.019645,3.019645,3.019645,0,0,0.000000
2821,45.832553,35.424791,-0.033673,0.517466,0.000000,0.000000,1000.000000,0.000000,0,1.777872,2.992371,3.139371,117,ok,,0.001427,default,2.992371,2.992371,2.992371,0,0,0.000000
2822,46.459781,19.281693,0.134875,-0.432539,0.000000,0.000000,1000.000000,0.000000,-45,1.545345,2.908676,3.128865,117,ok,,0.002212,default,2.908676,2.908676,2.908676,0,0,0.000000
2823,72.952631,62.972928,-0.175637,0.458997,0.000000,0.000000,1000.000000,0.000000,2,1.572246,2.945594,3.136465,117,ok,,0.001666,default,2.945594,2.945594,2.945594,0,0,0.000000
2824,32.006224,18.984721,0.293313,-0.622110,0.000000,0.000000,1000.000000,0.000000,-203,1.594640,2.930067,3.109760,117,ok,,0.002031,default,2.930067,2.930067,2.930067,0,0,0.000000
2825,59.480889,20.183132,-0.189175,-0.253933,0.000000,0.000000,1000.000000,0.000000,33,1.545669,3.021108,3.112767,117,ok,,0.002427,default,3.021108,3.021108,3.021108,0,0,0.000000
2826,68.737531,5.633643,0.242313,0.670953,0.000000,0.000000,1000.000000,0.000000,-2,1.598280,3.000112,3.095249,117,ok,,0.002002,default,3.000112,3.000112,3.000112,0,0,0.000000
2827,67.521138,47.749601,-0.047101,-0.691310,0.000000,0.000000,1000.000000,0.000000,42,1.554799,2.977613,3.126801,117,ok,,0.001994,default,2.977613,2.977613,2.977613,0,0,0.000000
2828,41.244184,37.437430,0.083910,0.352477,0.000000,0.000000,1000.000000,0.000000,-2,1.701484,3.027017,3.140283,117,ok,,0.001398,default,3.027017,3.027017,3.027017,0,0,0.000000
2829,78.801659,31.392348,0.168581,0.023619,0.000000,0.000000,1000.000000,0.000000,-10,1.522218,2.948069,3.097921,117,ok,,0.001796,default,2.948069,2.948069,2.948069,0,0,0.000000
2830,56.645404,23.813302,-0.263017,-0.924952,0.000000,0.000000,1000.000000,0.000000,582,1.476904,2.946115,3.125633,117,ok,,0.002258,default,2.946115,2.946115,2.946115,0,0,0.000000
2831,77.708815,49.376983,0.007652,0.968561,0.000000,0.000000,1000.000000,0.000000,0,0.109936,0.176941,0.184603,117,ok,,0.002134,default,0.176941,0.176941,0.176941,34,34,0.000000
2832,18.081442,10.402058,-0.123250,-0.114042,0.000000,0.000000,1000.000000,0.000000,13,1.464236,2.950728,3.133444,117,ok,,0.001919,default,2.950728,2.950728,2.950728,0,0,0.000000
2833,50.166819,14.245609,0.256408,0.382328,0.000000,0.000000,1000.000000,0.000000,-4,1.541456,2.971859,3.130624,117,ok,,0.001857,default,2.971859,2.971859,2.971859,0,0,0.000000
2834,77.019256,14.948141,-0.212580,-0.543488,0.000000,0.000000,1000.000000,0.000000,109,1.393801,2.893359,3.099721,117,ok,,0.001844,default,2.893359,2.893359,2.893359,0,0,0.000000
2835,77.283973,60.580509,0.097932,0.562870,0.000000,0.000000,1000.000000,0.000000,-1,1.716907,3.003469,3.134890,117,ok,,0.001551,default,3.003469,3.003469,3.003469,0,0,0.000000
2836,30.757719,27.674451,-0.070579,-0.479896,0.000000,0.000000,1000.000000,0.000000,28,1.641590,2.971066,3.116070,117,ok,,0.001778,default,2.971066,2.971066,2.971066,0,0,0.000000
2837,68.342625,39.652901,-0.286504,-0.152014,0.000000,0.000000,1000.000000,0.000000,34,1.510604,3.006730,3.125988,117,ok,,0.001757,default,3.006730,3.006730,3.006730,0,0,0.000000
2838,50.727907,34.271906,0.182593,0.797488,0.000000,0.000000,1000.000000,0.000000,-1,1.705205,2.971321,3.140407,117,ok,,0.001669,default,2.971321,2.971321,2.971321,0,0,0.000000
2839,67.237800,57.922398,-0.146664,-0.840120,0.000000,0.000000,1000.000000,0.000000,234,1.513922,2.977445,3.122299,117,ok,,0.001623,default,2.977445,2.977445,2.977445,0,0,0.000000
2840,23.216372,9.536169,0.021737,0.241460,0.000000,0.000000,1000.000000,0.000000,-1,1.685635,2.993010,3.139686,117,ok,,0.001741,default,2.993010,2.993010,2.993010,0,0,0.000000
2841,73.741828,15.037065,-0.086326,0.888963,0.000000,0.000000,1000.000000,0.000000,0,1.641363,2.742569,2.877775,117,ok,,0.001745,default,2.742569,2.742569,2.742569,0,0,0.000000
2842,63.629263,28.872417,0.044540,-0.036396,0.000000,0.000000,1000.000000,0.000000,-3,1.573504,2.922376,3.107821,117,ok,,0.001767,default,2.922376,2.922376,2.922376,0,0,0.000000
2843,44.315515,42.640295,-0.226129,0.071952,0.000000,0.000000,1000.000000,0.000000,12,1.541616,2.910456,3.102052,117,ok,,0.001732,default,2.910456,2.910456,2.910456,0,0,0.000000
2844,36.099440,23.143338,0.205505,-0.971333,0.000000,0.000000,1000.000000,0.000000,-545,1.549677,3.003528,3.135398,117,ok,,0.002023,default,3.003528,3.003528,3.003528,0,0,0.000000
2845,54.435587,27.124005,0.120835,-0.642962,0.000000,0.000000,1000.000000,0.000000,-90,1.516297,2.973854,3.117932,117,ok,,0.001928,default,2.973854,2.973854,2.973854,0,0,0.000000
2846,52.417224,10.679659,-0.010213,0.306082,0.000000,0.000000,1000.000000,0.000000,0,1.542957,2.966759,3.132995,117,ok,,0.001864,default,2.966759,2.966759,2.966759,0,0,0.000000
2847,73.477239,62.472894,0.279200,-0.333516,0.000000,0.000000,1000.000000,0.000000,-65,1.563914,2.898123,3.084180,117,ok,,0.001919,default,2.898123,2.898123,2.898123,0,0,0.000000
2848,42.485244,6.137398,-0.152250,0.748583,0.000000,0.000000,1000.000000,0.000000,1,1.734393,2.957616,3.124402,117,ok,,0.001827,default,2.957616,2.957616,2.957616,0,0,0.000000
2849,52.064829,7.216987,-0.043846,0.203627,0.000000,0.000000,1000.000000,0.000000,1,1.727074,3.033664,3.131678,117,ok,,0.002044,default,3.033664,3.033664,3.033664,0,0,0.000000
2850,74.667871,13.050274,0.087607,-0.870646,0.000000,0.000000,1000.000000,0.000000,-157,1.643036,2.873999,3.079637,117,ok,,0.001882,default,2.873999,2.873999,2.873999,0,0,0.000000
2851,64.825194,53.533434,-0.201813,0.772836,0.000000,0.000000,1000.000000,0.000000,1,1.849434,3.009285,3.139338,117,ok,,0.002496,default,3.009285,3.009285,3.009285,0,0,0.000000
2852,40.132801,28.424501,0.229236,-0.184004,0.000000,0.000000,1000.000000,0.000000,-31,1.546787,2.956399,3.052162,117,ok,,0.002013,default,2.956399,2.956399,2.956399,0,0,0.000000
2853,71.425081,37.327265,0.013902,-0.449872,0.000000,0.000000,1000.000000,0.000000,-5,1.579167,3.003198,3.139983,117,ok,,0.002306,default,3.003198,3.003198,3.003198,0,0,0.000000
2854,43.683836,31.189307,-0.117733,0.601204,0.000000,0.000000,1000.000000,0.000000,1,1.701924,2.989126,3.124030,117,ok,,0.001843,default,2.989126,2.989126,2.989126,0,0,0.000000
2855,64.893710,46.650711,0.152932,-0.511028,0.000000,0.000000,1000.000000,0.000000,-69,1.487113,2.902628,3.115230,117,ok,,0.001488,default,2.902628,2.902628,2.902628,0,0,0.000000
2856,20.808286,16.190468,-0.277934,0.406509,0.000000,0.000000,1000.000000,0.000000,4,1.555773,2.947760,3.130340,117,ok,,0.001214,default,2.947760,2.947760,2.947760,0,0,0.000000
2857,65.989252,22.098982,0.213342,0.712214,0.000000,0.000000,1000.000000,0.000000,-1,1.657196,2.984383,3.139281,117,ok,,0.001676,default,2.984383,2.984383,2.984383,0,0,0.000000
2858,65.938484,36.625422,-0.255061,-0.361601,0.000000,0.000000,1000.000000,0.000000,66,1.531557,2.906138,3.120476,117,ok,,0.001659,default,2.906138,2.906138,2.906138,0,0,0.000000
2859,60.294228,49.647137,0.074202,0.279966,0.000000,0.000000,1000.000000,0.000000,-2,1.685474,2.976668,3.121161,117,ok,,0.001640,default,2.976668,2.976668,2.976668,0,0,0.000000
2860,38.463449,7.164482,-0.094896,-0.677392,0.000000,0.000000,1000.000000,0.000000,81,1.463081,2.926340,3.115547,117,ok,,0.001472,default,2.926340,2.926340,2.926340,0,0,0.000000
2861,47.832696,29.494451,-0.178986,-0.942772,0.000000,0.000000,1000.000000,0.000000,425,1.566114,2.985260,3.109201,117,ok,,0.001502,default,2.985260,2.985260,2.985260,0,0,0.000000
2862,59.425925,17.282121,0.289527,0.107846,0.000000,0.000000,1000.000000,0.000000,-13,1.619827,2.969621,3.129790,117,ok,,0.001490,default,2.969621,2.969621,2.969621,0,0,0.000000
2863,79.599647,75.792611,-0.020981,-0.002472,0.000000,0.000000,1000.000000,0.000000,1,1.694870,2.980103,3.134345,117,ok,,0.002212,default,2.980103,2.980103,2.980103,0,0,0.000000
2864,25.358634,13.200888,0.148007,0.915584,0.000000,0.000000,1000.000000,0.000000,0,2.133114,3.035772,3.125717,117,ok,,0.001725,default,3.035772,3.035772,3.035772,0,0,0.000000
2865,76.466378,11.445920,-0.241031,-0.588656,0.000000,0.000000,1000.000000,0.000000,147,1.532998,2.928002,3.087356,117,ok,,0.002999,default,2.928002,2.928002,2.928002,0,0,0.000000
2866,78.934602,26.148440,0.189872,0.486091,0.000000,0.000000,1000.000000,0.000000,-2,1.584601,2.938596,3.127445,117,ok,,0.001818,default,2.938596,2.938596,2.938596,0,0,0.000000
2867,57.799128,51.693806,-0.080792,-0.403478,0.000000,0.000000,1000.000000,0.000000,24,1.553978,2.968060,3.067842,117,ok,,0.001785,default,2.968060,2.968060,2.968060,0,0,0.000000
2868,32.654757,15.764477,0.050806,0.552857,0.000000,0.000000,1000.000000,0.000000,0,1.654092,2.972655,3.127866,117,ok,,0.001297,default,2.972655,2.972655,2.972655,0,0,0.000000
2869,57.128666,42.433922,0.266140,0.819214,0.000000,0.000000,1000.000000,0.000000,-1,1.793580,3.004312,3.109726,117,ok,,0.002284,default,3.004312,3.004312,3.004312,0,0,0.000000
2870,48.830657,7.986009,-0.164873,-0.232335,0.000000,0.000000,1000.000000,0.000000,26,1.639698,2.939765,3.084331,117,ok,,0.001921,default,2.939765,2.939765,2.939765,0,0,0.000000
2871,70.037133,69.891811,0.124547,0.125984,0.000000,0.000000,1000.000000,0.000000,-5,1.557014,2.999454,3.139714,117,ok,,0.001421,default,2.999454,2.999454,2.999454,0,0,0.000000
2872,35.066900,21.300808,-0.006941,-0.791049,0.000000,0.000000,1000.000000,0.000000,9,1.525967,3.000007,3.129470,117,ok,,0.002117,default,3.000007,3.000007,3.000007,0,0,0.000000
2873,43.516946,17.832176,0.111085,-0.081077,0.000000,0.000000,1000.000000,0.000000,-10,1.597564,2.926656,3.089342,117,ok,,0.002197,default,2.926656,2.926656,2.926656,0,0,0.000000
2874,61.709339,21.597443,-0.057867,0.992235,0.000000,0.000000,1000.000000,0.000000,0,0.765496,1.218765,1.269488,117,ok,,0.002109,default,1.218765,1.218765,1.218765,0,0,0.000000
2875,75.286696,45.417098,0.252642,-0.895402,0.000000,0.000000,1000.000000,0.000000,-499,1.532663,2.918898,3.138346,117,ok,,0.002227,default,2.918898,2.918898,2.918898,0,0,0.000000
2876,34.197824,29.672302,-0.215907,0.062429,0.000000,0.000000,1000.000000,0.000000,12,1.555779,2.985089,3.132535,117,ok,,0.002064,default,2.985089,2.985089,2.985089,0,0,0.000000
2877,61.660136,24.347562,-0.131819,0.327321,0.000000,0.000000,1000.000000,0.000000,3,1.538065,2.949737,3.060890,117,ok,,0.002903,default,2.949737,2.949737,2.949737,0,0,0.000000
2878,54.319052,40.954968,0.037317,-0.722794,0.000000,0.000000,1000.000000,0.000000,-38,1.666438,3.003982,3.132399,117,ok,,0.002653,default,3.003982,3.003982,3.003982,0,0,0.000000
2879,70.682483,55.966892,-0.291946,0.633594,0.000000,0.000000,1000.000000,0.000000,2,1.565658,2.934056,3.119323,117,ok,,0.002288,default,2.934056,2.934056,2.934056,0,0,0.000000
2880,11.491104,8.057538,0.176419,-0.284935,0.000000,0.000000,1000.000000,0.000000,-34,1.424043,2.909479,3.132996,117,ok,,0.002618,default,2.909479,2.909479,2.909479,0,0,0.000000
2881,46.294625,7.608848,-0.267996,0.972481,0.000000,0.000000,1000.000000,0.000000,1,1.784593,3.004628,3.129655,117,ok,,0.002088,default,3.004628,3.004628,3.004628,0,0,0.000000
2882,71.423977,21.163941,0.163016,-0.071148,0.000000,0.000000,1000.000000,0.000000,-14,1.650254,3.001059,3.053460,117,ok,,0.002261,default,3.001059,3.001059,3.001059,0,0,0.000000
2883,70.737322,55.060712,-0.128815,0.035354,0.000000,0.000000,1000.000000,0.000000,8,1.582977,2.887893,3.101253,117,ok,,0.001951,default,2.887893,2.887893,2.887893,0,0,0.000000
2884,31.877209,23.899036,0.002673,-0.889873,0.000000,0.000000,1000.000000,0.000000,-5,1.660651,3.005729,3.106901,117,ok,,0.001955,default,3.005729,3.005729,3.005729,0,0,0.000000
2885,65.623021,33.456164,0.236748,-0.749980,0.000000,0.000000,1000.000000,0.000000,-267,1.442938,2.984471,3.085293,117,ok,,0.002126,default,2.984471,2.984471,2.984471,0,0,0.000000
2886,45.865624,39.335403,-0.194154,0.332960,0.000000,0.000000,1000.000000,0.000000,4,1.526045,2.868924,3.081205,117,ok,,0.002242,default,2.868924,2.868924,2.868924,0,0,0.000000
2887,62.158030,52.603814,0.078932,-0.304792,0.000000,0.000000,1000.000000,0.000000,-16,1.499016,2.905829,3.119815,117,ok,,0.002128,default,2.905829,2.905829,2.905829,0,0,0.000000
2888,17.090682,12.511146,-0.052666,0.643625,0.000000,0.000000,1000.000000,0.000000,0,1.900250,3.009824,3.135613,117,ok,,0.002543,default,3.009824,3.009824,3.009824,0,0,0.000000
2889,78.968975,20.577481,0.140441,0.478634,0.000000,0.000000,1000.000000,0.000000,-2,1.629688,2.969159,3.140600,117,ok,,0.002537,default,2.969159,2.969159,2.969159,0,0,0.000000
2890,70.467371,25.989163,-0.028695,-0.563561,0.000000,0.000000,1000.000000,0.000000,16,1.492565,2.932985,3.079051,117,ok,,0.002115,default,2.932985,2.932985,2.932985,0,0,0.000000
2891,49.261015,47.456431,0.298293,0.544918,0.000000,0.000000,1000.000000,0.000000,-3,1.526240,2.982656,3.141368,117,ok,,0.001936,default,2.982656,2.982656,2.982656,0,0,0.000000
2892,41.710716,17.658816,-0.170073,-0.381805,0.000000,0.000000,1000.000000,0.000000,47,1.599197,2.961882,3.139465,117,ok,,0.002364,default,2.961882,2.961882,2.961882,0,0,0.000000
2893,60.780706,32.224399,-0.104743,-0.240446,0.000000,0.000000,1000.000000,0.000000,17,1.570288,2.954172,3.127760,117,ok,,0.002245,default,2.954172,2.954172,2.954172,0,0,0.000000
2894,58.522334,6.678148,0.064209,0.841059,0.000000,0.000000,1000.000000,0.000000,0,1.448001,2.476294,2.607932,117,ok,,0.002583,default,2.476294,2.476294,2.476294,0,0,0.000000
2895,79.657929,66.802681,-0.244033,-0.798670,0.000000,0.000000,1000.000000,0.000000,332,1.435937,2.729861,3.090042,117,ok,,0.003671,default,2.729861,2.729861,2.729861,0,0,0.000000
2896,35.811563,11.015682,0.224515,0.151243,0.000000,0.000000,1000.000000,0.000000,-9,1.577115,2.964771,3.125305,117,ok,,0.002196,default,2.964771,2.964771,2.964771,0,0,0.000000
2897,70.522493,12.459371,-0.014609,-0.353123,0.000000,0.000000,1000.000000,0.000000,4,1.640348,3.025385,3.125530,117,ok,,0.001621,default,3.025385,3.025385,3.025385,0,0,0.000000
2898,76.241279,34.436362,0.117026,0.690003,0.000000,0.000000,1000.000000,0.000000,-1,1.723920,2.970154,3.138920,117,ok,,0.002437,default,2.970154,2.970154,2.970154,0,0,0.000000
2899,59.874474,57.504922,-0.156060,-0.670383,0.000000,0.000000,1000.000000,0.000000,130,1.597273,3.013953,3.115976,117,ok,,0.002517,default,3.013953,3.013953,3.013953,0,0,0.000000
2900,28.752814,7.609324,0.274805,0.255317,0.000000,0.000000,1000.000000,0.000000,-7,1.580720,2.903812,3.132176,117,ok,,0.002275,default,2.903812,2.903812,2.903812,0,0,0.000000
2901,51.207319,38.014901,0.040731,0.114935,0.000000,0.000000,1000.000000,0.000000,-2,1.699097,2.973436,3.111367,117,ok,,0.001441,default,2.973436,2.973436,2.973436,0,0,0.000000
2902,50.388775,16.250819,-0.090722,-0.967502,0.000000,0.000000,1000.000000,0.000000,237,1.455523,2.768956,3.066064,117,ok,,0.002804,default,2.768956,2.768956,2.768956,0,0,0.000000
2903,75.652958,66.680000,0.201110,0.924135,0.000000,0.000000,1000.000000,0.000000,-1,1.948595,3.017401,3.134919,117,ok,,0.001485,default,3.017401,3.017401,3.017401,0,0,0.000000
2904,26.962289,21.650313,-0.229939,-0.024755,0.000000,0.000000,1000.000000,0.000000,17,1.478451,2.909934,3.100394,117,ok,,0.003160,default,2.909934,2.909934,2.909934,0,0,0.000000
2905,56.322986,15.760253,0.186403,-0.844071,0.000000,0.000000,1000.000000,0.000000,-302,1.547846,3.082482,3.113376,117,ok,,0.002077,default,3.082482,3.082482,3.082482,0,0,0.000000
2906,65.617060,11.135439,-0.282109,0.198597,0.000000,0.000000,1000.000000,0.000000,9,1.555666,2.970632,3.141169,117,ok,,0.001430,default,2.970632,2.970632,2.970632,0,0,0.000000
2907,62.347886,44.407020,0.026133,-0.163779,0.000000,0.000000,1000.000000,0.000000,-3,1.632353,2.995362,3.101551,117,ok,,0.001613,default,2.995362,2.995362,2.995362,0,0,0.000000
2908,40.267075,36.896885,-0.142855,0.762440,0.000000,0.000000,1000.000000,0.000000,1,1.658057,2.976038,3.131751,117,ok,,0.005331,default,2.976038,2.976038,2.976038,0,0,0.000000
2909,74.488859,27.701317,-0.208185,0.621570,0.000000,0.000000,1000.000000,0.000000,2,1.631045,2.993767,3.140032,117,ok,,0.002295,default,2.993767,2.993767,2.993767,0,0,0.000000
2910,53.963814,30.469709,0.260218,-0.460409,0.000000,0.000000,1000.000000,0.000000,-97,1.606360,2.921222,3.093954,117,ok,,0.002197,default,2.921222,2.921222,2.921222,0,0,0.000000
2911,75.098085,42.977970,-0.066770,0.433217,0.000000,0.000000,1000.000000,0.000000,1,1.751000,3.019138,3.117345,117,ok,,0.001884,default,3.019138,3.019138,3.019138,0,0,0.000000
2912,22.136563,6.493638,0.102328,-0.516191,0.000000,0.000000,1000.000000,0.000000,-47,1.511298,2.927620,3.138227,117,ok,,0.002670,default,2.927620,2.927620,2.927620,0,0,0.000000
2913,72.136564,5.414048,0.285719,-0.061141,0.000000,0.000000,1000.000000,0.000000,-24,1.573055,2.964730,3.121421,117,ok,,0.001712,default,2.964730,2.964730,2.964730,0,0,0.000000
2914,73.907453,32.822147,-0.183378,0.896067,0.000000,0.000000,1000.000000,0.000000,1,1.911461,3.014714,3.135725,117,ok,,0.001281,default,3.014714,3.014714,3.014714,0,0,0.000000
2915,52.847604,45.348714,0.143613,-0.993631,0.000000,0.000000,1000.000000,0.000000,-415,1.559654,2.900359,3.094388,117,ok,,0.001483,default,2.900359,2.900359,2.900359,0,0,0.000000
2916,26.400821,19.765961,-0.024788,0.080518,0.000000,0.000000,1000.000000,0.000000,1,1.724247,3.011610,3.140311,117,ok,,0.002306,default,3.011610,3.011610,3.011610,0,0,0.000000
2917,53.987777,35.669059,-0.259454,0.283887,0.000000,0.000000,1000.000000,0.000000,6,1.601815,2.964378,3.140652,117,ok,,0.004869,default,2.964378,2.964378,2.964378,0,0,0.000000
2918,43.363480,13.470505,0.209534,-0.634499,0.000000,0.000000,1000.000000,0.000000,-152,1.686761,2.993647,3.137757,117,ok,,0.002082,default,2.993647,2.993647,2.993647,0,0,0.000000
2919,64.664637,64.352612,-0.098703,0.723949,0.000000,0.000000,1000.000000,0.000000,1,1.747353,2.996338,3.132551,117,ok,,0.001782,default,2.996338,2.996338,2.996338,0,0,0.000000
2920,37.950181,14.606850,0.069808,-0.326522,0.000000,0.000000,1000.000000,0.000000,-16,1.503998,2.912080,3.073490,117,ok,,0.002271,default,2.912080,2.912080,2.912080,0,0,0.000000
2921,48.835502,22.767703,-0.113339,-0.554041,0.000000,0.000000,1000.000000,0.000000,60,1.560863,2.975352,3.089626,117,ok,,0.002698,default,2.975352,2.975352,2.975352,0,0,0.000000
2922,67.979317,18.622494,0.017709,0.402709,0.000000,0.000000,1000.000000,0.000000,0,1.678435,2.970783,3.127952,117,ok,,0.002124,default,2.970783,2.970783,2.970783,0,0,0.000000
2923,78.006326,51.469544,-0.274126,-0.485075,0.000000,0.000000,1000.000000,0.000000,113,1.541702,3.024974,3.137317,117,ok,,0.001946,default,3.024974,3.024974,3.024974,0,0,0.000000
2924,39.204353,24.608778,0.157324,0.589593,0.000000,0.000000,1000.000000,0.000000,-1,1.702006,3.014989,3.118512,117,ok,,0.001983,default,3.014989,3.014989,3.014989,0,0,0.000000
2925,68.206814,30.016081,0.091414,0.792473,0.000000,0.000000,1000.000000,0.000000,0,2.028831,3.021783,3.124261,117,ok,,0.002147,default,3.021783,3.021783,3.021783,0,0,0.000000
2926,61.029057,36.752183,-0.039452,-0.125455,0.000000,0.000000,1000.000000,0.000000,4,1.557055,2.975267,3.087840,117,ok,,0.002017,default,2.975267,2.975267,2.975267,0,0,0.000000
2927,77.467925,59.839059,0.233629,0.231079,0.000000,0.000000,1000.000000,0.000000,-7,1.603232,2.961321,3.137844,117,ok,,0.002020,default,2.961321,2.961321,2.961321,0,0,0.000000
2928,13.504092,5.275331,-0.198005,-0.819911,0.000000,0.000000,1000.000000,0.000000,292,1.583098,2.917950,3.136824,117,ok,,0.002022,default,2.917950,2.917950,2.917950,0,0,0.000000
2929,58.463887,9.971820,0.031749,0.676577,0.000000,0.000000,1000.000000,0.000000,0,1.301656,2.418523,2.582589,117,ok,,0.001884,default,2.418523,2.418523,2.418523,0,0,0.000000
2930,78.432142,8.995109,-0.136800,-0.281104,0.000000,0.000000,1000.000000,0.000000,26,1.623106,2.985483,3.122337,117,ok,,0.002048,default,2.985483,2.985483,2.985483,0,0,0.000000
2931,69.137949,57.368609,0.171437,0.362493,0.000000,0.000000,1000.000000,0.000000,-3,1.521826,2.962706,3.138759,117,ok,,0.002602,default,2.962706,2.962706,2.962706,0,0,0.000000
2932,33.476439,30.961990,-0.297513,-0.711152,0.000000,0.000000,1000.000000,0.000000,289,1.626897,2.969912,3.119131,117,ok,,0.001511,default,2.969912,2.969912,2.969912,0,0,0.000000
2933,76.598289,40.520978,-0.062848,-0.915009,0.000000,0.000000,1000.000000,0.000000,134,1.444505,2.920160,3.140289,117,ok,,0.001437,default,2.920160,2.920160,2.920160,0,0,0.000000
2934,48.179959,28.359706,0.105517,0.003850,0.000000,0.000000,1000.000000,0.000000,-7,1.581978,2.937526,3.141226,117,ok,,0.001419,default,2.937526,2.937526,2.937526,0,0,0.000000
2935,69.167769,49.808659,-0.221474,-0.108498,0.000000,0.000000,1000.000000,0.000000,22,1.451285,2.870783,3.090127,117,ok,,0.001489,default,2.870783,2.870783,2.870783,0,0,0.000000
2936,19.459805,15.306444,0.247659,0.941470,0.000000,0.000000,1000.000000,0.000000,-1,1.716651,3.003579,3.138037,117,ok,,0.001567,default,3.003579,3.003579,3.003579,0,0,0.000000
2937,63.288970,18.243226,-0.159890,0.184684,0.000000,0.000000,1000.000000,0.000000,6,1.569359,2.975335,3.135239,117,ok,,0.002448,default,2.975335,2.975335,2.975335,0,0,0.000000
2938,63.421619,41.669311,0.271707,-0.771563,0.000000,0.000000,1000.000000,0.000000,-333,1.554899,2.995050,3.141185,117,ok,,0.001185,default,2.995050,2.995050,2.995050,0,0,0.000000
2939,54.919417,46.908306,-0.001373,0.870103,0.000000,0.000000,1000.000000,0.000000,0,0.027915,0.047068,0.049459,117,ok,,0.000943,default,0.047068,0.047068,0.047068,34,34,0.000000
2940,34.683131,10.195400,0.129528,-0.205038,0.000000,0.000000,1000.000000,0.000000,-19,1.560893,2.931783,3.127775,117,ok,,0.002027,default,2.931783,2.931783,2.931783,0,0,0.000000
2941,43.941182,25.199819,0.195439,-0.407430,0.000000,0.000000,1000.000000,0.000000,-60,1.489052,2.923581,3.113234,117,ok,,0.002085,default,2.923581,2.923581,2.923581,0,0,0.000000
2942,56.177208,23.517529,-0.236049,0.509995,0.000000,0.000000,1000.000000,0.000000,3,1.512328,2.961772,3.113010,117,ok,,0.002185,default,2.961772,2.961772,2.961772,0,0,0.000000
2943,73.109224,72.614895,0.055787,-0.600421,0.000000,0.000000,1000.000000,0.000000,-36,1.514232,2.874859,3.036477,117,ok,,0.001920,default,2.874859,2.874859,2.874859,0,0,0.000000
2944,29.505450,8.688723,-0.075224,0.451042,0.000000,0.000000,1000.000000,0.000000,1,1.771121,3.001512,3.137875,117,ok,,0.001872,default,3.001512,3.001512,3.001512,0,0,0.000000
2945,60.494687,9.006637,0.197259,-0.695882,0.000000,0.000000,1000.000000,0.000000,-181,1.483710,3.039513,3.122165,117,ok,,0.001822,default,3.039513,3.039513,3.039513,0,0,0.000000
2946,72.951012,6.964309,-0.234338,0.347277,0.000000,0.000000,1000.000000,0.000000,5,1.540320,2.949651,3.062558,117,ok,,0.001968,default,2.949651,2.949651,2.949651,0,0,0.000000
2947,66.516652,56.440190,0.038742,-0.265094,0.000000,0.000000,1000.000000,0.000000,-7,1.494748,2.956255,3.103921,117,ok,,0.002152,default,2.956255,2.956255,2.956255,0,0,0.000000
2948,36.097736,25.444383,-0.092160,0.660635,0.000000,0.000000,1000.000000,0.000000,1,1.662946,2.974611,3.129333,117,ok,,0.002073,default,2.974611,2.974611,2.974611,0,0,0.000000
2949,79.840929,34.420221,-0.158080,0.957755,0.000000,0.000000,1000.000000,0.000000,0,2.141122,3.050559,3.131358,117,ok,,0.001871,default,3.050559,3.050559,3.050559,0,0,0.000000
2950,46.663671,25.117066,0.273408,-0.124714,0.000000,0.000000,1000.000000,0.000000,-29,1.561665,2.728037,3.063324,117,ok,,0.001883,default,2.728037,2.728037,2.728037,0,0,0.000000
2951,63.103777,48.328391,-0.018428,0.018907,0.000000,0.000000,1000.000000,0.000000,1,1.714918,2.965436,3.128729,117,ok,,0.001635,default,2.965436,2.965436,2.965436,0,0,0.000000
2952,17.907038,16.786712,0.112584,-0.930012,0.000000,0.000000,1000.000000,0.000000,-254,1.543157,2.967981,3.139714,117,ok,,0.001722,default,2.967981,2.967981,2.967981,0,0,0.000000
2953,65.318552,19.173971,-0.069382,-0.188814,0.000000,0.000000,1000.000000,0.000000,9,1.675922,3.013421,3.140395,117,ok,,0.001832,default,3.013421,3.013421,3.013421,0,0,0.000000
2954,68.936902,39.639729,0.099165,0.853826,0.000000,0.000000,1000.000000,0.000000,0,2.008313,3.042750,3.130811,117,ok,,0.001838,default,3.042750,3.042750,3.042750,0,0,0.000000
