kernel,k_c,q0_lss,q0_gw,s8_lss,s8_gw,target_error,ligo_impact,score
lorentzian,1.0,-0.0019999999800100004,-1.1998800119988e-06,0.7725252959668123,0.829963910582562,0.00252529596681228,1.9988001199880008e-07,0.002527294766932268
lorentzian,1.100694171252208,-0.0019999999835001703,-1.2421550412068442e-06,0.7725252958710257,0.8299626392102601,0.002525295871025679,2.4215504120684423e-07,0.0025277174214377476
lorentzian,1.2115276586285877,-0.001999999986380972,-1.2933700127686627e-06,0.7725252957919635,0.8299610987152268,0.0025252957919634778,2.933700127686628e-07,0.0025282294920911646
lorentzian,1.333521432163324,-0.0019999999887587968,-1.3554148513755583e-06,0.7725252957267048,0.8299592320364036,0.0025252957267047904,3.554148513755583e-07,0.002528849875218546
lorentzian,1.4677992676220675,-0.0019999999907214638,-1.4305787291622826e-06,0.7725252956728407,0.8299569713308641,0.002525295672840655,4.305787291622826e-07,0.002529601460132278
lorentzian,1.6155980984398728,-0.0019999999923414574,-1.5216342726688627e-06,0.7725252956283808,0.8299542327875218,0.002525295628380775,5.216342726688628e-07,0.0025305119711074636
lorentzian,1.7782794100389228,-0.0019999999936786074,-1.6319394674616055e-06,0.7725252955916828,0.829950915381626,0.002525295591682797,6.319394674616056e-07,0.002531614986357413
lorentzian,1.9573417814876577,-0.0019999999947822957,-1.7655609505218823e-06,0.7725252955613928,0.8299468968370642,0.002525295561392804,7.655609505218823e-07,0.002532951170898023
lorentzian,2.154434690031882,-0.0019999999956932853,-1.9274231361519133e-06,0.7725252955363913,0.82994202933752,0.0025252955363912477,9.274231361519133e-07,0.0025345697677527667
lorentzian,2.371373705661655,-0.00199999999644522,-2.1234885250295062e-06,0.7725252955157544,0.8299361332049778,0.002525295515754422,1.1234885250295063e-06,0.0025365304010047172
lorentzian,2.6101572156825332,-0.0019999999970658692,-2.3609756241479475e-06,0.7725252954987216,0.8299289905494304,0.0025252954987216025,1.3609756241479475e-06,0.002538905254963082
lorentzian,2.8729848333536627,-0.001999999997578156,-2.64862218669794e-06,0.7725252954846615,0.8299203390603467,0.002525295484661516,1.64862218669794e-06,0.0025417817065284953
lorentzian,3.1622776601683795,-0.0019999999980009997,-2.997002997002997e-06,0.7725252954730568,0.8299098623892559,0.002525295473056799,1.997002997002997e-06,0.002545265503026829
lorentzian,3.480700588428406,-0.001999999998350017,-3.418913209341603e-06,0.7725252954634784,0.829897174936568,0.0025252954634783498,2.418913209341603e-06,0.002549484595571766
