z,mu_obs,sigma_mu,mu_mcgt,mu_lcdm,residual_mcgt,residual_lcdm,delta_mu_vs_lcdm
0.0155,33.9994,0.28632,34.20660287097216,34.21951158146673,0.20720287097216072,0.22011158146673182,-0.012908710494571096
0.0155,33.8852,0.313932,34.20660287097216,34.21951158146673,0.3214028709721646,0.3343115814667357,-0.012908710494571096
0.01557,33.7902,0.290577,34.21644611310792,34.22941115753342,0.42624611310792204,0.4392111575334212,-0.012965044425499173
0.01557,33.8072,0.290395,34.21644611310792,34.22941115753342,0.40924611310791903,0.4222111575334182,-0.012965044425499173
0.01562,34.1732,0.264363,34.22345010860363,34.23645538091363,0.05025010860362755,0.06325538091363114,-0.01300527231000359
0.01562,34.1302,0.33431,34.22345010860363,34.23645538091363,0.09325010860362681,0.1062553809136304,-0.01300527231000359
0.01565,34.3317,0.278713,34.22764181803999,34.24067122282638,-0.10405818196000638,-0.09102877717361935,-0.013029404786387033
0.01576,34.1657,0.28688,34.24294339151085,34.256061254650895,0.07724339151084791,0.09036125465089384,-0.013117863140045927
0.01578,33.9986,0.219937,34.245714088311104,34.258848030193164,0.2471140883111005,0.2602480301931607,-0.013133941882060185
0.01578,34.0697,0.290382,34.245714088311104,34.258848030193164,0.17601408831110632,0.1891480301931665,-0.013133941882060185
0.01581,33.9926,0.239289,34.24986359675367,34.26302165408845,0.25726359675366695,0.27042165408844454,-0.013158057334777595
0.01581,33.9004,0.218994,34.24986359675367,34.26302165408845,0.34946359675367233,0.36262165408844993,-0.013158057334777595
0.01587,34.3916,0.270341,34.258139190219445,34.27134546887684,-0.13346080978055141,-0.12025453112315887,-0.013206278657392545
0.01588,34.0287,0.224824,34.259515432185225,34.27272974649128,0.23081543218522427,0.24402974649127884,-0.013214314306054575
0.0159,34.1663,0.242893,34.26226533423999,34.27549571877962,0.09596533423999176,0.10919571877961687,-0.013230384539625106
0.0159,34.1323,0.209471,34.26226533423999,34.27549571877962,0.12996533423999068,0.1431957187796158,-0.013230384539625106
0.0159,34.0329,0.272511,34.26226533423999,34.27549571877962,0.2293653342399935,0.2425957187796186,-0.013230384539625106
0.01603,34.1062,0.281582,34.280056346429575,34.29339115279744,0.1738563464295737,0.18719115279743903,-0.013334806367865326
0.01652,34.4137,0.34637,34.34585005613291,34.35957790779495,-0.06784994386708831,-0.05412209220504849,-0.013727851662039825
0.01652,33.9999,0.334729,34.34585005613291,34.35957790779495,0.34595005613291363,0.35967790779495346,-0.013727851662039825
0.01656,34.1608,0.218117,34.3511350745051,34.364894974599025,0.1903350745051,0.20409497459902326,-0.01375990009392325
0.01657,33.9726,0.41528,34.352454347399615,34.366222258718366,0.37985434739961477,0.3936222587183664,-0.013767911318751658
0.01662,34.2793,0.261916,34.35903886944433,34.37284683157604,0.07973886944433417,0.09354683157604171,-0.01380796213170754
0.01666,34.3408,0.198023,34.36429233309572,34.378132329516234,0.0234923330957173,0.03733232951623222,-0.013839996420514922
0.01671,33.8985,0.245383,34.37084156915736,34.384721600482685,0.4723415691573649,0.48622160048268626,-0.01388003132532134
0.01678,34.1679,0.246475,34.37997786760011,34.39391393293832,0.21207786760010805,0.22601393293831507,-0.013936065338207015
0.01682,34.4649,0.358327,34.385181625159035,34.39914970216747,-0.07971837484096511,-0.06575029783252972,-0.013968077008435387
0.01682,34.5341,0.341619,34.385181625159035,34.39914970216747,-0.14891837484096726,-0.13495029783253187,-0.013968077008435387
0.01682,33.9673,0.284408,34.385181625159035,34.39914970216747,0.4178816251590334,0.43184970216746876,-0.013968077008435387
0.0169,33.841,0.289311,34.39555236174279,34.40958444511123,0.5545523617427861,0.5685844451112274,-0.014032083368441306
0.0169,33.8975,0.264562,34.39555236174279,34.40958444511123,0.49805236174278633,0.5120844451112276,-0.014032083368441306
0.01692,34.4894,0.310314,34.398137426008574,34.41218550744212,-0.09126257399142901,-0.0772144925578857,-0.014048081433543302
0.01698,34.3409,0.228387,34.40587444618831,34.41997051332994,0.06497444618830883,0.07907051332994541,-0.014096067141636581
0.01699,34.0755,0.297815,34.407161308742765,34.42126537226862,0.3316613087427669,0.34576537226862314,-0.014104063525856247
0.01705,34.1973,0.214463,34.41486671989517,34.42901875429947,0.2175667198951743,0.23171875429947164,-0.014152034404297353
0.01718,34.022,0.308995,34.431469790490915,34.445725718103056,0.4094697904909168,0.42372571810305715,-0.01425592761214034
0.01718,34.2003,0.325329,34.431469790490915,34.445725718103056,0.23116979049091668,0.24542571810305702,-0.01425592761214034
0.0172,34.6084,0.219814,34.43401302763547,34.448284933544386,-0.17438697236453038,-0.16011506645561724,-0.01427190590891314
