a,D_gr,delta_percent_q0star_minus_3p000000eminus_03,delta_percent_q0star_minus_2p900000eminus_03,delta_percent_q0star_minus_2p800000eminus_03,delta_percent_q0star_minus_2p700000eminus_03,delta_percent_q0star_minus_2p600000eminus_03,delta_percent_q0star_minus_2p500000eminus_03,delta_percent_q0star_minus_2p400000eminus_03,delta_percent_q0star_minus_2p300000eminus_03,delta_percent_q0star_minus_2p200000eminus_03,delta_percent_q0star_minus_2p100000eminus_03,delta_percent_q0star_minus_2p000000eminus_03,delta_percent_q0star_minus_1p900000eminus_03,delta_percent_q0star_minus_1p800000eminus_03,delta_percent_q0star_minus_1p700000eminus_03,delta_percent_q0star_minus_1p600000eminus_03,delta_percent_q0star_minus_1p500000eminus_03,delta_percent_q0star_minus_1p400000eminus_03,delta_percent_q0star_minus_1p300000eminus_03,delta_percent_q0star_minus_1p200000eminus_03,delta_percent_q0star_minus_1p100000eminus_03,delta_percent_q0star_minus_1p000000eminus_03
7.915789473684211597e-01,6.799535003190755322e-01,-1.012593061154669094e+01,-9.810134079599698964e+00,-9.492912010857876837e+00,-9.174256624457092002e+00,-8.854161651486915474e+00,-8.532618265825121284e+00,-8.209618664437238422e+00,-7.885155013391703882e+00,-7.559221072636399086e+00,-7.231807267947849560e+00,-6.902905763325194677e+00,-6.572509910199379135e+00,-6.240611012356367837e+00,-5.907200211893046671e+00,-5.572271013144805885e+00,-5.235814374188772824e+00,-4.897821384940394651e+00,-4.558286095375022384e+00,-4.217197391919876637e+00,-3.874549536849053677e+00,-3.530331811074550075e+00
7.940601503759399105e-01,6.813477488048526043e-01,-1.012642147983286733e+01,-9.810610312382651799e+00,-9.493373538053916150e+00,-9.174703224477219976e+00,-8.854593112671260258e+00,-8.533034659150276369e+00,-8.210019919096463781e+00,-7.885540872477868390e+00,-7.559591386620862608e+00,-7.232162073179719819e+00,-6.903244992587853623e+00,-6.572833144410424211e+00,-6.240918397913463700e+00,-5.907491691002280554e+00,-5.572546139943436394e+00,-5.236073315129989858e+00,-4.898063959341684814e+00,-4.558512131223832142e+00,-4.217406916633248848e+00,-3.874742154210712108e+00,-3.530507709194230070e+00
7.965413533834586612e-01,6.827365826670487303e-01,-1.012690886540293000e+01,-9.811083159495499473e+00,-9.493831738332710657e+00,-9.175146689019893387e+00,-8.855021521929906214e+00,-8.533448090402407260e+00,-8.210418273273983658e+00,-7.885924028592260271e+00,-7.559959070648696766e+00,-7.232514357725429832e+00,-6.903581830032016420e+00,-6.573154098010276059e+00,-6.241223594635928684e+00,-5.907781113102455350e+00,-5.572819322066414394e+00,-5.236330418215304761e+00,-4.898304846962198589e+00,-4.558736558403062133e+00,-4.217614965055872744e+00,-3.874933394515492679e+00,-3.530682367716410752e+00
7.990225563909775230e-01,6.841200144310284337e-01,-1.012739279802346637e+01,-9.811552645058032596e+00,-9.494286684323443026e+00,-9.175587035059546537e+00,-8.855446905994527995e+00,-8.533858580937083715e+00,-8.210813797982758899e+00,-7.886304497291596327e+00,-7.560324146733788275e+00,-7.232864134530367473e+00,-6.903916276628695670e+00,-6.573472790930464882e+00,-6.241526615135954081e+00,-5.908068474749626375e+00,-5.573090576591700263e+00,-5.236585688536568028e+00,-4.898544053819652078e+00,-4.558959381673478362e+00,-4.217821528265445430e+00,-3.875123266001085920e+00,-3.530855774975239392e+00
8.015037593984962738e-01,6.854980567612235509e-01,-1.012787330756311199e+01,-9.812018794633413421e+00,-9.494738410016614338e+00,-9.176024276216136144e+00,-8.855869291021608802e+00,-8.534266153414863609e+00,-8.211206521811497794e+00,-7.886682291113197074e+00,-7.560686637222039153e+00,-7.233211418700099316e+00,-6.904248328992584227e+00,-6.573789242309247882e+00,-6.241827473805400039e+00,-5.908353768012003293e+00,-5.573359920160317671e+00,-5.236839133708495631e+00,-4.898781582849090377e+00,-4.559180608103919674e+00,-4.218026592821036758e+00,-3.875311778228729853e+00,-3.531027914728751771e+00
8.039849624060151356e-01,6.868707224611341200e-01,-1.012835042399403918e+01,-9.812481635215821285e+00,-9.495186931093199334e+00,-9.176458422790274128e+00,-8.856288702600433993e+00,-8.534670831790144518e+00,-8.211596456692099366e+00,-7.887057419606626318e+00,-7.561046564790061986e+00,-7.233556227479994050e+00,-6.904577979425734036e+00,-6.574103470501169610e+00,-6.242126186799100473e+00,-5.908636981028733359e+00,-5.573627368982169372e+00,-5.237090763843930574e+00,-4.899017433934255372e+00,-4.559400247048640331e+00,-4.218230141322662163e+00,-3.875498942070818131e+00,-3.531198768438852387e+00
8.064661654135338864e-01,6.882380244733274921e-01,-1.012882417739341534e+01,-9.812941195218385815e+00,-9.495632266497274543e+00,-9.176889481797328330e+00,-8.856705165760860865e+00,-8.535072641300194718e+00,-8.211983617898775734e+00,-7.887429889364385716e+00,-7.561403952443598087e+00,-7.233898580235178066e+00,-6.904905251221328477e+00,-6.574415493086447349e+00,-6.242422772018551669e+00,-5.908918160793546370e+00,-5.573892938841675360e+00,-5.237340591529684453e+00,-4.899251603938157729e+00,-4.559618310125228113e+00,-4.218432216388744216e+00,-3.875684769698608534e+00,-3.531368385569284563e+00
8.089473684210527482e-01,6.895999758794392198e-01,-1.012929459794484366e+01,-9.813397504461457643e+00,-9.496074438405289087e+00,-9.177317457000855327e+00,-8.857118704980976531e+00,-8.535471608454436421e+00,-8.212368024016257095e+00,-7.887799704051999150e+00,-7.561758823516272265e+00,-7.234238498431107445e+00,-6.905230207288490796e+00,-6.574725326880231258e+00,-6.242717249096124021e+00,-5.909197346915235016e+00,-5.574156645103346186e+00,-5.237588631803069994e+00,-4.899484086733012056e+00,-4.559834811193141491e+00,-4.218632853303887487e+00,-3.875869274570350242e+00,-3.531536791241930207e+00
8.114285714285714990e-01,6.909565899001720579e-01,-1.012976171593975749e+01,-9.813850594161015906e+00,-9.496513472195804439e+00,-9.177742356276498370e+00,-8.857529344194615462e+00,-8.535867761024062972e+00,-8.212749696908440811e+00,-7.888166864437384795e+00,-7.562111201668155758e+00,-7.234576005614523631e+00,-6.905552856636829162e+00,-6.575032987941419549e+00,-6.243009639379364373e+00,-5.909474544810145780e+00,-5.574418502717144008e+00,-5.237834902128803094e+00,-4.899714873229445544e+00,-4.560049766332531007e+00,-4.218832052436139790e+00,-3.876052471419582535e+00,-3.531703984097602778e+00
8.139097744360902498e-01,6.923078798952970736e-01,-1.013022556177903333e+01,-9.814300496917759631e+00,-9.496949396420271583e+00,-9.178164251370274584e+00,-8.857937106798711824e+00,-8.536261128031956247e+00,-8.213128661688109844e+00,-7.888531382105025358e+00,-7.562461110884654225e+00,-7.234911127395032615e+00,-6.905873211716724747e+00,-6.575338491581584677e+00,-6.243299965916136784e+00,-5.909749764849922649e+00,-5.574678526223971531e+00,-5.238079422376602956e+00,-4.899943973920327878e+00,-4.560263193823916872e+00,-4.219029819255194269e+00,-3.876234376243933522e+00,-3.531869967901118290e+00
8.163909774436091116e-01,6.936538593636526473e-01,-1.013068616597416494e+01,-9.814747246705929129e+00,-9.497382242774204286e+00,-9.178583174961532976e+00,-8.858342015660415569e+00,-8.536651739742785239e+00,-8.213504946687114838e+00,-7.888893329084726069e+00,-7.562808575475129302e+00,-7.235243891426849316e+00,-6.906191289893819807e+00,-6.575641852373466989e+00,-6.243588253439632751e+00,-5.910023022313759533e+00,-5.574936729760665344e+00,-5.238322214799337573e+00,-4.900171453275767419e+00,-4.560475114127921614e+00,-4.219226164282810387e+00,-3.876415006293898902e+00,-3.532034751491468505e+00
8.188721804511278624e-01,6.949945419431449167e-01,-1.013114355914889408e+01,-9.815190878862964041e+00,-9.497812046069320502e+00,-9.178999149373169075e+00,-8.858744093124219177e+00,-8.537039627653374652e+00,-8.213878583427488778e+00,-7.889252730747417175e+00,-7.563153620071838112e+00,-7.235574327391281813e+00,-6.906507113402851950e+00,-6.575943084159459495e+00,-6.243874528354101727e+00,-5.910294337342122617e+00,-5.575193127065241505e+00,-5.238563304011560007e+00,-4.900397324268570998e+00,-4.560685549865912236e+00,-4.219421103044737720e+00,-3.876594380062126088e+00,-3.532198348733295745e+00
8.213533834586467242e-01,6.963299414107482210e-01,-1.013159777204058010e+01,-9.815631430079132969e+00,-9.498238844206232656e+00,-9.179412202339275240e+00,-8.859143361018860574e+00,-8.537424824483402119e+00,-8.214249606593096331e+00,-7.889609609174064175e+00,-7.563496269628855018e+00,-7.235902466979550418e+00,-6.906820709302444961e+00,-6.576242200059817300e+00,-6.244158818720882742e+00,-5.910563734891363552e+00,-5.575447731481887992e+00,-5.238802716968784523e+00,-4.900621601268353444e+00,-4.560894525800885724e+00,-4.219614656023555455e+00,-3.876772517272949248e+00,-3.532360778469446405e+00
8.238345864661654749e-01,6.976600716825039905e-01,-1.013204883550154101e+01,-9.816068938387333631e+00,-9.498662678147713478e+00,-9.179822366955317392e+00,-8.859539840664035992e+00,-8.537807364166198454e+00,-8.214618054002057690e+00,-7.889963992200615728e+00,-7.563836549420860145e+00,-7.236228343875895419e+00,-6.907132109430736300e+00,-6.576539212480668084e+00,-6.244441154244547043e+00,-5.910831244689389585e+00,-5.575700555965807936e+00,-5.239040482946940358e+00,-4.900844304636652993e+00,-4.561102068818732924e+00,-4.219806848612665640e+00,-3.876949438871960307e+00,-3.532522064474543200e+00
8.263157894736843367e-01,6.989849468135218569e-01,-1.013249678050052260e+01,-9.816503443153541397e+00,-9.499083591892809153e+00,-9.180229681629654692e+00,-8.859933552877064855e+00,-8.538187281839931586e+00,-8.214983966579799457e+00,-7.890315913365485656e+00,-7.564174485042243212e+00,-7.236551993741278110e+00,-6.907441350362456767e+00,-6.576834133301423080e+00,-6.244721566259721079e+00,-5.911096901192510522e+00,-5.575951613088006908e+00,-5.239276633522727877e+00,-4.901065460671467200e+00,-4.561308207910216517e+00,-4.219997711071373558e+00,-3.877125167016099105e+00,-3.532682235409891902e+00
8.287969924812030875e-01,7.003045809979789871e-01,-1.013294163812416038e+01,-9.816934985067113928e+00,-9.499501632451456956e+00,-9.180634190036149889e+00,-8.860324523747150849e+00,-8.538564613838923734e+00,-8.215347388332784107e+00,-7.890665411857994194e+00,-7.564510102406091896e+00,-7.236873454197461086e+00,-6.907748473366726039e+00,-6.577127021711143939e+00,-6.245000087717938797e+00,-5.911360743543223606e+00,-5.576200917681367386e+00,-5.239511202554042235e+00,-4.901285101552860901e+00,-4.561512974153131950e+00,-4.220187278481099646e+00,-3.877299725063898528e+00,-3.532841324779137704e+00
8.312781954887218383e-01,7.016189884567847201e-01,-1.013338342518976454e+01,-9.817363591692501501e+00,-9.499916835329791809e+00,-9.181035926526815771e+00,-8.860712821727002364e+00,-8.538939383041466158e+00,-8.215708351627318606e+00,-7.891012517720562336e+00,-7.564843412943493384e+00,-7.237192749959123539e+00,-6.908053509461076658e+00,-6.577417925103587137e+00,-6.245276738164087682e+00,-5.911622800464543914e+00,-5.576448526610465528e+00,-5.239744210989192297e+00,-4.901503250063832695e+00,-4.561716385414562147e+00,-4.220375575367263821e+00,-3.877473122175779441e+00,-3.532999355439963907e+00
8.337593984962407001e-01,7.029281831525863167e-01,-1.013382211980048098e+01,-9.817789241031645631e+00,-9.500329187949322574e+00,-9.181434879401191296e+00,-8.861098435074707069e+00,-8.539311561916600013e+00,-8.216066840088956269e+00,-7.891357214592882308e+00,-7.565174377874826384e+00,-7.237509855347874499e+00,-6.908356441767427469e+00,-6.577706812590774277e+00,-6.245551485852221418e+00,-5.911883052213354972e+00,-5.576694424584431431e+00,-5.239975628570483934e+00,-4.901719881123918654e+00,-4.561918407782036944e+00,-4.220562576967798130e+00,-3.877645314476525940e+00,-3.533156300594494148e+00
8.362406015037594509e-01,7.042321794750774355e-01,-1.013425778863248006e+01,-9.818211949744796385e+00,-9.500738718163361796e+00,-9.181831079714186217e+00,-8.861481383110520582e+00,-8.539681161996400149e+00,-8.216422878374483929e+00,-7.891699529778078315e+00,-7.565503049211431907e+00,-7.237824785031111041e+00,-6.908657296548677884e+00,-6.577993699325506149e+00,-6.245824339457765717e+00,-5.912141522591670473e+00,-5.576938622136433210e+00,-5.240205466524106015e+00,-4.901935014777449418e+00,-4.562119048918373387e+00,-4.220748302897456838e+00,-3.877816299086837670e+00,-3.533312178125748382e+00
8.387218045112783127e-01,7.055309919354876280e-01,-1.013469046166645704e+01,-9.818631733741790768e+00,-9.501145454695397063e+00,-9.182224561554923170e+00,-8.861861690329936536e+00,-8.540048193909536067e+00,-8.216776492048332159e+00,-7.892039493954218443e+00,-7.565829464960778239e+00,-7.238137553480361142e+00,-6.908956102499295149e+00,-6.578278605621208364e+00,-6.246095307105041350e+00,-5.912398237801933298e+00,-5.577181135299237091e+00,-5.240433736142634302e+00,-4.902148674596377376e+00,-4.562318316349409208e+00,-4.220932775262594916e+00,-3.877986073025867508e+00,-3.533467008411900423e+00
8.412030075187970635e-01,7.068246351231242119e-01,-1.013512016218090039e+01,-9.819048603454294977e+00,-9.501549421569100318e+00,-9.182615356437779042e+00,-8.862239380754504126e+00,-8.540412677714888545e+00,-8.217127701933099715e+00,-7.892377135482615991e+00,-7.566153641175034750e+00,-7.238448169270966126e+00,-6.909252885001746058e+00,-6.578561551162021459e+00,-6.246364390608896144e+00,-5.912653220642064333e+00,-5.577421979750288195e+00,-5.240660442959310217e+00,-4.902360881802861670e+00,-4.562516211598175886e+00,-4.221116012751316759e+00,-3.878154676285171742e+00,-3.533620808373866051e+00
8.436842105263158142e-01,7.081131237053734928e-01,-1.013554691348979020e+01,-9.819462608648438007e+00,-9.501950638153822126e+00,-9.183003493328723010e+00,-8.862614477938405955e+00,-8.540774671625262826e+00,-8.217476524155069129e+00,-7.892712480431478106e+00,-7.566475594124162818e+00,-7.238756635137197470e+00,-6.909547666158985635e+00,-6.578842555010493420e+00,-6.246631607044385248e+00,-5.912906490538830440e+00,-5.577661170816553771e+00,-5.240885586801509177e+00,-4.902571655292467412e+00,-4.562712730240374270e+00,-4.221298030666286394e+00,-3.878322135590623443e+00,-3.533773591508494683e+00
8.461654135338346761e-01,7.093964724277000977e-01,-1.013597073894432832e+01,-9.819873787407745525e+00,-9.502349119208586714e+00,-9.183388998670906744e+00,-8.862987004974700156e+00,-8.541134192750913456e+00,-8.217822970188358056e+00,-7.893045552599009085e+00,-7.566795340295341177e+00,-7.239062964799618527e+00,-6.909840464826268125e+00,-6.579121635614758823e+00,-6.246897005363155841e+00,-5.913158063579991186e+00,-5.577898723478843301e+00,-5.241109162074072181e+00,-4.902781011657063814e+00,-4.562907879943000289e+00,-4.221478840956949696e+00,-3.878488453647350731e+00,-3.533925367920776051e+00
8.486466165413534268e-01,7.106746961136470864e-01,-1.013639166193464192e+01,-9.820282155920846634e+00,-9.502744874925385332e+00,-9.183771896409908209e+00,-8.863356984501498559e+00,-8.541491255302831931e+00,-8.218167046898269490e+00,-7.893376373536014512e+00,-7.567112896392440113e+00,-7.239367208453596270e+00,-6.910131296642152421e+00,-6.579398810815722420e+00,-6.247160593829061526e+00,-5.913407952546074320e+00,-5.578134652376402158e+00,-5.241331199819513564e+00,-4.902988965206997563e+00,-4.563101705180512724e+00,-4.221658452250836469e+00,-3.878653634117970483e+00,-3.534076144355479787e+00
8.511278195488722886e-01,7.119478096648362841e-01,-1.013680970589147812e+01,-9.820687731394555087e+00,-9.503137910971462432e+00,-9.184152208018184993e+00,-8.863724438708072029e+00,-8.541845874413622752e+00,-8.218508756583704056e+00,-7.893704962567949401e+00,-7.567428279335635999e+00,-7.239669376891694874e+00,-6.910420174058922171e+00,-6.579674097854091741e+00,-6.247422380081447457e+00,-5.913656166941353653e+00,-5.578368971811183741e+00,-5.241551728151472744e+00,-4.903195527992862068e+00,-4.563294209859210859e+00,-4.221836869884382892e+00,-3.878817681614461055e+00,-3.534225924228142190e+00
8.536090225563910394e-01,7.132158280609675050e-01,-1.013722489428793949e+01,-9.821090532046271804e+00,-9.503528232897972217e+00,-9.184529952519151053e+00,-8.864089389340673364e+00,-8.542198066130474388e+00,-8.218848102100412945e+00,-7.894031336816579980e+00,-7.567741506260888151e+00,-7.239969479240558670e+00,-6.910707106372202091e+00,-6.579947513377150337e+00,-6.247682373022453106e+00,-5.913902713023900581e+00,-5.578601695752071876e+00,-5.241770749866236478e+00,-4.903400709826859938e+00,-4.563485396507161340e+00,-4.222014095932883571e+00,-3.878980601690010577e+00,-3.534374707655105308e+00
8.560902255639099012e-01,7.144787663598196614e-01,-1.013763725064115206e+01,-9.821490577096747998e+00,-9.503915888570240611e+00,-9.184905146510709884e+00,-8.864451857708536053e+00,-8.542547847408616946e+00,-8.219185129350803365e+00,-7.894355511221134769e+00,-7.568052594519599552e+00,-7.240267526147583510e+00,-6.910992099750108864e+00,-6.580219073445578992e+00,-6.247940582806760013e+00,-5.914147593835440198e+00,-5.578832837839120096e+00,-5.241988269544095580e+00,-4.903604518303568582e+00,-4.563675269284792613e+00,-4.222190129239887568e+00,-3.879142400831310677e+00,-3.534522491483226947e+00
8.585714285714286520e-01,7.157366396972496547e-01,-1.013804679851386226e+01,-9.821887886762862507e+00,-9.504300900544162545e+00,-9.185277804188231698e+00,-8.864811864689480458e+00,-8.542895236104731893e+00,-8.219519857106124761e+00,-7.894677498558910322e+00,-7.568361561678161209e+00,-7.240563529768272666e+00,-6.911275157261527191e+00,-6.580488793539994496e+00,-6.248197020831442572e+00,-5.914390809230066992e+00,-5.579062411387634590e+00,-5.242204293534007853e+00,-4.903806958820325690e+00,-4.563863833970863482e+00,-4.222364965445861706e+00,-3.879303086450823557e+00,-3.534669269318598150e+00
8.610526315789474028e-01,7.169894632871932627e-01,-1.013845356151614929e+01,-9.822282482250644264e+00,-9.504683282094767094e+00,-9.185647937367081184e+00,-8.865169430735527101e+00,-8.543240250970598026e+00,-8.219852295664884068e+00,-7.894997309465606961e+00,-7.568668425517611986e+00,-7.240857503754260627e+00,-6.911556278904003925e+00,-6.580756688567392487e+00,-6.248451699725986686e+00,-5.914632355902633698e+00,-5.579290429392145256e+00,-5.242418829938693570e+00,-4.904008034597103993e+00,-4.564051097948787827e+00,-4.222538597016329831e+00,-3.879462666879311517e+00,-3.534815031554851217e+00
8.635338345864662646e-01,7.182372524216643628e-01,-1.013885756330695109e+01,-9.822674385748449311e+00,-9.505063048781378754e+00,-9.186015555504537744e+00,-8.865524575878353630e+00,-8.543582911646911526e+00,-8.220182457668713027e+00,-7.895314952455009028e+00,-7.568973204033231816e+00,-7.241149463241300488e+00,-6.911835461630740696e+00,-6.581022772867423321e+00,-6.248704633342656578e+00,-5.914872227416292816e+00,-5.579516904530309240e+00,-5.242631888600024936e+00,-4.904207746696020109e+00,-4.564237070193248869e+00,-4.222711013269145219e+00,-3.879621151358457087e+00,-3.534959765400708775e+00
8.660150375939850154e-01,7.194800224707557090e-01,-1.013925882759579622e+01,-9.823063620420422026e+00,-9.505440218429153987e+00,-9.186380665721422645e+00,-8.865877319734789097e+00,-8.543923238657210817e+00,-8.220510358083249258e+00,-7.895630433938496395e+00,-7.569275915434336532e+00,-7.241439424837838423e+00,-6.912112699377312097e+00,-6.581287060218673268e+00,-6.248955836747137838e+00,-5.915110414229753033e+00,-5.579741849166919287e+00,-5.242843481084854318e+00,-4.904406094040420605e+00,-4.564421761257253962e+00,-4.222882200401516073e+00,-3.879778550033906814e+00,-3.535103454906995069e+00
8.684962406015038772e-01,7.207177888826383771e-01,-1.013965737814424628e+01,-9.823450210399883531e+00,-9.505814811111063634e+00,-9.186743272823131079e+00,-8.866227681511984926e+00,-8.544261253402018141e+00,-8.220836014179303319e+00,-7.895943758243798349e+00,-7.569576578143877299e+00,-7.241727406613553519e+00,-6.912388001061437137e+00,-6.581549563844641959e+00,-6.249205326209199995e+00,-5.915346936783564935e+00,-5.579965275357456456e+00,-5.243053620670941051e+00,-4.904603073433379201e+00,-4.564605183259240917e+00,-4.223052174243451695e+00,-3.879934873948151619e+00,-3.535246120868439590e+00
8.709774436090226279e-01,7.219505671835618754e-01,-1.014005323876757814e+01,-9.823834180783142855e+00,-9.506186849130287442e+00,-9.187103379320193497e+00,-8.866575680012664051e+00,-8.544596978153048639e+00,-8.221159445514540920e+00,-7.896254927633629350e+00,-7.569875210798183041e+00,-7.242013428088316829e+00,-6.912661422750241869e+00,-6.581810296419718043e+00,-6.249453119193732142e+00,-5.915581842954431124e+00,-5.580187194851987442e+00,-5.243262322333497316e+00,-4.904798679576040321e+00,-4.564787349870743860e+00,-4.223220980202300190e+00,-3.880090135033716248e+00,-3.535387802991913464e+00
8.734586466165413787e-01,7.231783729778542558e-01,-1.014044643333622808e+01,-9.824215557623221073e+00,-9.506556357003008273e+00,-9.187461000917625853e+00,-8.866921333640162217e+00,-8.544930436047627254e+00,-8.221480673915532833e+00,-7.896563942323824747e+00,-7.570171832246668231e+00,-7.242297510221495926e+00,-6.912932979157857538e+00,-6.582069270074963896e+00,-6.249699234351988153e+00,-5.915815142064453802e+00,-5.580407619098665783e+00,-5.243469602731765100e+00,-4.904992905093018329e+00,-4.564968276304113282e+00,-4.223388623861669799e+00,-3.880244346106621833e+00,-3.535528504933298954e+00
8.759398496240602405e-01,7.244012219479221137e-01,-1.014083698577743675e+01,-9.824594367923991101e+00,-9.506923361441653952e+00,-9.187816197895195103e+00,-8.867264660403403553e+00,-8.545261651083194465e+00,-8.221799723460302189e+00,-7.896870831539412272e+00,-7.570466461551629500e+00,-7.242579675401273676e+00,-6.913202684736766912e+00,-6.582326496403828386e+00,-6.249943691512942046e+00,-5.916046846798992398e+00,-5.580626559247353846e+00,-5.243675480196126060e+00,-4.905185780612665525e+00,-4.565147979300689052e+00,-4.223555114156352985e+00,-3.880397520859768523e+00,-3.535668234252771214e+00
8.784210526315789913e-01,7.256191298542504775e-01,-1.014122492007668264e+01,-9.824970639634235781e+00,-9.507287891338421559e+00,-9.188168993798338846e+00,-8.867605677921869045e+00,-8.545590648112058929e+00,-8.222116620461232372e+00,-7.897175647169342838e+00,-7.570759117988056452e+00,-7.242859947434512335e+00,-6.913470557734509470e+00,-6.582581986467746837e+00,-6.250186511675012824e+00,-5.916276973646258597e+00,-5.580844026153084059e+00,-5.243879974715361492e+00,-4.905377347302084523e+00,-4.565326477119175053e+00,-4.223720463936315284e+00,-3.880549673856689363e+00,-3.535807002448412284e+00
8.809022556390978531e-01,7.268321125354030299e-01,-1.014161026027924883e+01,-9.825344401642016834e+00,-9.507649977749311532e+00,-9.188519412154651178e+00,-8.867944403430296774e+00,-8.545917452836125250e+00,-8.222431393448291104e+00,-7.897478408981462472e+00,-7.571049821043318140e+00,-7.243138351536566155e+00,-6.913736620163145830e+00,-6.582835750801586450e+00,-6.250427716997761785e+00,-5.916505542866650202e+00,-5.581060030379554782e+00,-5.244083107924251586e+00,-4.905567618573594579e+00,-4.565503789524244738e+00,-4.223884689934809700e+00,-3.880700820525341488e+00,-3.535944824923952012e+00
8.833834586466166039e-01,7.280401859080215532e-01,-1.014199303049163170e+01,-9.825715683769058018e+00,-9.508009653878438883e+00,-9.188867480571852653e+00,-8.868280853783392814e+00,-8.546242091801786955e+00,-8.222744073152737698e+00,-7.897779140839250367e+00,-7.571338590417074244e+00,-7.243414914321516740e+00,-6.914000897769593479e+00,-6.583087799418980701e+00,-6.250667330793948651e+00,-5.916732578462749359e+00,-5.581274582202334855e+00,-5.244284903091485539e+00,-4.905756612375201442e+00,-4.565679937775470876e+00,-4.224047812737097729e+00,-3.880850977152003001e+00,-3.536081720957371832e+00
8.858646616541354657e-01,7.292433659668268175e-01,-1.014237325488310049e+01,-9.826084516765387633e+00,-9.508366955062767190e+00,-9.189213230706164026e+00,-8.868615045460508384e+00,-8.546564592395178295e+00,-8.223054692491258422e+00,-7.898077870920594989e+00,-7.571625446021074346e+00,-7.243689663792624245e+00,-6.914263420006559357e+00,-6.583338142309749230e+00,-6.250905377521780437e+00,-5.916958108150118356e+00,-5.581487691612323943e+00,-5.244485385107815034e+00,-4.905944351154293948e+00,-4.565854944616509314e+00,-4.224209856750134939e+00,-3.881000160875424765e+00,-3.536217713670048557e+00
8.883458646616542165e-01,7.304416687846175815e-01,-1.014275095768710244e+01,-9.826450932304043206e+00,-9.508721918757116143e+00,-9.189556698231168497e+00,-8.868947003102299220e+00,-8.546884982837166689e+00,-8.223363286550263496e+00,-7.898374631684225378e+00,-7.571910407978958979e+00,-7.243962629332895808e+00,-6.914524220004019561e+00,-6.583586829629799020e+00,-6.251141882777234926e+00,-5.917182163328567945e+00,-5.581699373382893903e+00,-5.244684580474462621e+00,-4.906130861822093792e+00,-4.566028834264476366e+00,-4.224370850172532776e+00,-3.881148389681027044e+00,-3.536352829996639802e+00
8.908270676691729673e-01,7.316351103512340748e-01,-1.014312614342468777e+01,-9.826814943128244551e+00,-9.509074564602041590e+00,-9.189897902819689435e+00,-8.869276774913856798e+00,-8.547203272049443967e+00,-8.223669872370200196e+00,-7.898669439564915962e+00,-7.572193476282291336e+00,-7.244233821279908447e+00,-6.914783314052948882e+00,-6.583833889783929472e+00,-6.251376852651996607e+00,-5.917404758346103577e+00,-5.581909668273699943e+00,-5.244882496435717023e+00,-4.906316154788189721e+00,-4.566201611394040683e+00,-4.224530803884879226e+00,-3.881295661239033912e+00,-3.536487079423505264e+00
8.933082706766918291e-01,7.328237064889739916e-01,-1.014349881102753415e+01,-9.827176532799924757e+00,-9.509424884126930877e+00,-9.190236837795163538e+00,-8.869604352411272430e+00,-8.547519439257966312e+00,-8.223974438501942430e+00,-7.898962284475755879e+00,-7.572474630077867808e+00,-7.244503220376751429e+00,-6.915040691000484685e+00,-6.584079303700485220e+00,-6.251610263073280827e+00,-5.917625879780561426e+00,-5.582118563795043897e+00,-5.245079110200422612e+00,-4.906500213120773779e+00,-4.566373250282805607e+00,-4.224689700537637371e+00,-3.881441941976435217e+00,-3.536620442998278602e+00
8.957894736842105798e-01,7.340074733179140498e-01,-1.014386900805483371e+01,-9.827535713101303472e+00,-9.509772898344804659e+00,-9.190573527914681407e+00,-8.869929753817267226e+00,-8.547833492209637285e+00,-8.224277003419350862e+00,-7.899253188410787274e+00,-7.572753918077775204e+00,-7.244770836813938963e+00,-6.915296371483758087e+00,-6.584323085996547142e+00,-6.251842119479288584e+00,-5.917845546308111437e+00,-5.582326071402422762e+00,-5.245274429254684456e+00,-4.906683053052298682e+00,-4.566543755556854656e+00,-4.224847555496398677e+00,-3.881587228263237321e+00,-3.536752934712673824e+00
8.982706766917294416e-01,7.351864269981612798e-01,-1.014423675374779421e+01,-9.827892492193910812e+00,-9.510118625790378033e+00,-9.190907997279545327e+00,-8.870252998089092955e+00,-8.548145436892800930e+00,-8.224577583102783862e+00,-7.899542172897506376e+00,-7.573031358549846104e+00,-7.245036677472834974e+00,-6.915550375039671849e+00,-6.584565251955925902e+00,-6.252072423713935123e+00,-5.918063775460770337e+00,-5.582532203414329430e+00,-5.245468457897401571e+00,-4.906864690373660132e+00,-4.566713128487680073e+00,-4.225004383000487529e+00,-3.881731527464622467e+00,-3.536884567418099312e+00
9.007518796992481924e-01,7.363605837212079397e-01,-1.014460206708350043e+01,-9.828246891752598913e+00,-9.510462081479236218e+00,-9.191240268276398950e+00,-8.870574103844379721e+00,-8.548455314234615798e+00,-8.224876189983250541e+00,-7.899829257921076930e+00,-7.573306964978034017e+00,-7.245300744864236364e+00,-6.915802719022436484e+00,-6.584805816428360714e+00,-6.252301178448350427e+00,-5.918280582532437606e+00,-5.582736971897999112e+00,-5.245661196154110861e+00,-4.907045139322635308e+00,-4.566881365899096323e+00,-4.225160195048856870e+00,-3.881874877595412165e+00,-3.537015351703299171e+00
