a,q0eff_lss,q0eff_gw,geff_over_g_lss,geff_over_g_gw
5.608270676691730072e-01,-8.206590993933544562e-03,-1.000000131302584845e-06,9.891013956547861641e-01,9.999986646802145884e-01
5.633082706766917580e-01,-8.296076531824634129e-03,-1.000000132734496583e-06,9.890073687295105609e-01,9.999986676242966777e-01
5.657894736842106198e-01,-8.381977556704755736e-03,-1.000000134109050427e-06,9.889184236503738568e-01,9.999986705489911643e-01
5.682706766917293706e-01,-8.464349805048754574e-03,-1.000000135427138090e-06,9.888344516694120845e-01,9.999986734545099898e-01
5.707518796992481214e-01,-8.543257541251925505e-03,-1.000000136689788293e-06,9.887553340774262178e-01,9.999986763410615431e-01
5.732330827067669832e-01,-8.618772501536517416e-03,-1.000000137898148343e-06,9.886809436838769338e-01,9.999986792088515486e-01
5.757142857142857340e-01,-8.690972874148347391e-03,-1.000000139053469943e-06,9.886111462284969953e-01,9.999986820580822888e-01
5.781954887218045958e-01,-8.759942323885256885e-03,-1.000000140157091405e-06,9.885458017155424049e-01,9.999986848889530489e-01
5.806766917293233465e-01,-8.825769067299257115e-03,-1.000000141210424732e-06,9.884847656639480507e-01,9.999986877016601161e-01
5.831578947368422083e-01,-8.888545003331513317e-03,-1.000000142214940162e-06,9.884278902687874124e-01,9.999986904963970025e-01
5.856390977443609591e-01,-8.948364902692853076e-03,-1.000000143172154097e-06,9.883750254713595806e-01,9.999986932733542222e-01
5.881203007518797099e-01,-9.005325658004921172e-03,-1.000000144083617452e-06,9.883260199369126031e-01,9.999986960327195140e-01
5.906015037593985717e-01,-9.059525595574024689e-03,-1.000000144950903169e-06,9.882807219404706744e-01,9.999986987746777301e-01
5.930827067669173225e-01,-9.111063848681967559e-03,-1.000000145775597528e-06,9.882389801624628101e-01,9.999987014994112799e-01
5.955639097744361843e-01,-9.160039791441955404e-03,-1.000000146559291045e-06,9.882006443968648357e-01,9.999987042070996868e-01
5.980451127819549351e-01,-9.206552531575573281e-03,-1.000000147303569367e-06,9.881655661753773190e-01,9.999987068979198090e-01
6.005263157894736858e-01,-9.250700459909952725e-03,-1.000000148010006915e-06,9.881335993117901229e-01,9.999987095720462849e-01
6.030075187969925476e-01,-9.292580853960528964e-03,-1.000000148680160113e-06,9.881046003711416725e-01,9.999987122296507547e-01
6.054887218045112984e-01,-9.332289532642635416e-03,-1.000000149315562514e-06,9.880784290685949989e-01,9.999987148709028606e-01
6.079699248120301602e-01,-9.369920558931425780e-03,-1.000000149917719083e-06,9.880549486031325879e-01,9.999987174959695801e-01
6.104511278195489110e-01,-9.405565987151733032e-03,-1.000000150488103023e-06,9.880340259312500040e-01,9.999987201050154484e-01
6.129323308270677728e-01,-9.439315651515201369e-03,-1.000000151028151748e-06,9.880155319858052732e-01,9.999987226982028909e-01
6.154135338345865236e-01,-9.471256992519485815e-03,-1.000000151539264346e-06,9.879993418450909726e-01,9.999987252756917799e-01
6.178947368421052744e-01,-9.501474917872858653e-03,-1.000000152022799457e-06,9.879853348570375449e-01,9.999987278376399891e-01
6.203759398496241362e-01,-9.530051694697080564e-03,-1.000000152480073581e-06,9.879733947232602898e-01,9.999987303842029496e-01
6.228571428571428870e-01,-9.557066869883208346e-03,-1.000000152912359599e-06,9.879634095474204569e-01,9.999987329155340943e-01
6.253383458646617488e-01,-9.582597215621053988e-03,-1.000000153320885919e-06,9.879552718521151800e-01,9.999987354317846355e-01
6.278195488721804995e-01,-9.606716697286514506e-03,-1.000000153706836269e-06,9.879488785682307705e-01,9.999987379331036763e-01
6.303007518796992503e-01,-9.629496461046176473e-03,-1.000000154071348851e-06,9.879441310004105636e-01,9.999987404196385432e-01
6.327819548872181121e-01,-9.651004838720207354e-03,-1.000000154415517396e-06,9.879409347720029544e-01,9.999987428915340093e-01
6.352631578947368629e-01,-9.671307367628837609e-03,-1.000000154740390319e-06,9.879391997525667213e-01,9.999987453489332934e-01
6.377443609022557247e-01,-9.690466823330894791e-03,-1.000000155046972200e-06,9.879388399707408341e-01,9.999987477919775047e-01
6.402255639097744755e-01,-9.708543263342660212e-03,-1.000000155336224210e-06,9.879397735150111659e-01,9.999987502208058654e-01
6.427067669172933373e-01,-9.725594080099092889e-03,-1.000000155609064534e-06,9.879419224246585030e-01,9.999987526355557099e-01
6.451879699248120881e-01,-9.741674061586227951e-03,-1.000000155866370062e-06,9.879452125729265566e-01,9.999987550363625965e-01
6.476691729323308389e-01,-9.756835458231662844e-03,-1.000000156108976603e-06,9.879495735442264115e-01,9.999987574233600851e-01
6.501503759398497007e-01,-9.771128054788974157e-03,-1.000000156337681005e-06,9.879549385069813505e-01,9.999987597966800701e-01
6.526315789473684514e-01,-9.784599246091147187e-03,-1.000000156553241572e-06,9.879612440835234821e-01,9.999987621564526696e-01
6.551127819548873132e-01,-9.797294115677337295e-03,-1.000000156756379978e-06,9.879684302182722977e-01,9.999987645028063366e-01
6.575939849624060640e-01,-9.809255516416724718e-03,-1.000000156947781472e-06,9.879764400452647477e-01,9.999987668358677473e-01
6.600751879699249258e-01,-9.820524152362789666e-03,-1.000000157128097635e-06,9.879852197559567673e-01,9.999987691557619129e-01
6.625563909774436766e-01,-9.831138661171422849e-03,-1.000000157297946799e-06,9.879947184680795136e-01,9.999987714626122903e-01
6.650375939849624274e-01,-9.841135696507343975e-03,-1.000000157457915324e-06,9.880048880962167823e-01,9.999987737565404489e-01
6.675187969924812892e-01,-9.850550009945648056e-03,-1.000000157608559286e-06,9.880156832246579368e-01,9.999987760376668477e-01
6.700000000000000400e-01,-9.859414531949464017e-03,-1.000000157750405965e-06,9.880270609829848727e-01,9.999987783061099478e-01
6.724812030075189018e-01,-9.867760451571262748e-03,-1.000000157883954050e-06,9.880389809247669408e-01,9.999987805619869885e-01
6.749624060150376526e-01,-9.875617294584821543e-03,-1.000000158009675973e-06,9.880514049096592588e-01,9.999987828054133221e-01
6.774436090225564033e-01,-9.883012999807649912e-03,-1.000000158128019182e-06,9.880642969891354488e-01,9.999987850365033015e-01
6.799248120300752651e-01,-9.889973993420494991e-03,-1.000000158239406132e-06,9.880776232960261085e-01,9.999987872553695034e-01
6.824060150375940159e-01,-9.896525261131888448e-03,-1.000000158344237047e-06,9.880913519379826981e-01,9.999987894621230611e-01
6.848872180451128777e-01,-9.902690418071787709e-03,-1.000000158442889280e-06,9.881054528949441140e-01,9.999987916568738866e-01
6.873684210526316285e-01,-9.908491776330075052e-03,-1.000000158535720280e-06,9.881198979206441413e-01,9.999987938397302267e-01
6.898496240601504903e-01,-9.913950410083163106e-03,-1.000000158623067164e-06,9.881346604481656692e-01,9.999987960107993290e-01
6.923308270676692411e-01,-9.919086218275625574e-03,-1.000000158705248418e-06,9.881497154995200205e-01,9.999987981701868867e-01
6.948120300751879919e-01,-9.923917984844361426e-03,-1.000000158782564315e-06,9.881650395992072067e-01,9.999988003179970386e-01
6.972932330827068537e-01,-9.928463436489908672e-03,-1.000000158855298823e-06,9.881806106916928290e-01,9.999988024543331466e-01
6.997744360902256044e-01,-9.932739298014617649e-03,-1.000000158923719603e-06,9.881964080627216873e-01,9.999988045792969071e-01
7.022556390977444662e-01,-9.936761345259467401e-03,-1.000000158988078649e-06,9.882124122643756170e-01,9.999988066929887953e-01
7.047368421052632170e-01,-9.940544455681731006e-03,-1.000000159048614611e-06,9.882286050437733005e-01,9.999988087955081761e-01
7.072180451127819678e-01,-9.944102656624091707e-03,-1.000000159105551319e-06,9.882449692753000337e-01,9.999988108869531933e-01
7.096992481203008296e-01,-9.947449171332591045e-03,-1.000000159159100953e-06,9.882614888962524269e-01,9.999988129674206583e-01
7.121804511278195804e-01,-9.950596462786157406e-03,-1.000000159209462780e-06,9.882781488457756947e-01,9.999988150370061613e-01
7.146616541353384422e-01,-9.953556275404592049e-03,-1.000000159256824415e-06,9.882949350069716310e-01,9.999988170958044043e-01
7.171428571428571930e-01,-9.956339674705019099e-03,-1.000000159301363313e-06,9.883118341520502614e-01,9.999988191439086460e-01
7.196240601503760548e-01,-9.958957084978785346e-03,-1.000000159343246128e-06,9.883288338904021586e-01,9.999988211814112571e-01
7.221052631578948056e-01,-9.961418325062245879e-03,-1.000000159382629772e-06,9.883459226194657443e-01,9.999988232084033868e-01
7.245864661654135563e-01,-9.963732642275468371e-03,-1.000000159419662688e-06,9.883630894782647891e-01,9.999988252249749632e-01
7.270676691729324181e-01,-9.965908744602900923e-03,-1.000000159454483789e-06,9.883803243034976482e-01,9.999988272312150261e-01
7.295488721804511689e-01,-9.967954831189699758e-03,-1.000000159487224365e-06,9.883976175880565540e-01,9.999988292272116164e-01
7.320300751879700307e-01,-9.969878621226481441e-03,-1.000000159518008083e-06,9.884149604418621671e-01,9.999988312130514423e-01
7.345112781954887815e-01,-9.971687381294138536e-03,-1.000000159546951199e-06,9.884323445549000331e-01,9.999988331888203241e-01
7.369924812030075323e-01,-9.973387951238832719e-03,-1.000000159574162979e-06,9.884497621623499208e-01,9.999988351546033050e-01
7.394736842105263941e-01,-9.974986768645692156e-03,-1.000000159599746551e-06,9.884672060117020154e-01,9.999988371104840956e-01
7.419548872180451449e-01,-9.976489891977729368e-03,-1.000000159623799110e-06,9.884846693317572708e-01,9.999988390565454077e-01
7.444360902255640067e-01,-9.977903022444618852e-03,-1.000000159646411290e-06,9.885021458034152220e-01,9.999988409928693978e-01
7.469172932330827575e-01,-9.979231524663779301e-03,-1.000000159667669488e-06,9.885196295321533322e-01,9.999988429195368900e-01
7.493984962406016193e-01,-9.980480446174097575e-03,-1.000000159687654171e-06,9.885371150221088365e-01,9.999988448366278204e-01
7.518796992481203700e-01,-9.981654535860320920e-03,-1.000000159706441574e-06,9.885545971516761510e-01,9.999988467442213480e-01
7.543609022556391208e-01,-9.982758261344003292e-03,-1.000000159724102846e-06,9.885720711505363578e-01,9.999988486423956324e-01
7.568421052631579826e-01,-9.983795825394509854e-03,-1.000000159740705539e-06,9.885895325780419407e-01,9.999988505312278342e-01
7.593233082706767334e-01,-9.984771181411502064e-03,-1.000000159756312968e-06,9.886069773028789420e-01,9.999988524107943366e-01
7.618045112781955952e-01,-9.985688048027907548e-03,-1.000000159770984214e-06,9.886244014839382643e-01,9.999988542811707459e-01
7.642857142857143460e-01,-9.986549922880422203e-03,-1.000000159784775604e-06,9.886418015523246172e-01,9.999988561424317801e-01
7.667669172932330968e-01,-9.987360095592227524e-03,-1.000000159797739655e-06,9.886591741944413814e-01,9.999988579946510470e-01
7.692481203007519586e-01,-9.988121660010722269e-03,-1.000000159809925918e-06,9.886765163360884401e-01,9.999988598379015992e-01
7.717293233082707093e-01,-9.988837525740871387e-03,-1.000000159821380980e-06,9.886938251275154688e-01,9.999988616722556012e-01
7.742105263157895712e-01,-9.989510429012913792e-03,-1.000000159832148463e-06,9.887110979293752822e-01,9.999988634977843294e-01
7.766917293233083219e-01,-9.990142942921191246e-03,-1.000000159842269660e-06,9.887283322995250590e-01,9.999988653145583939e-01
7.791729323308271837e-01,-9.990737487069103334e-03,-1.000000159851783322e-06,9.887455259806267049e-01,9.999988671226475168e-01
7.816541353383459345e-01,-9.991296336653320009e-03,-1.000000159860725872e-06,9.887626768884981709e-01,9.999988689221207538e-01
7.841353383458646853e-01,-9.991821631018750829e-03,-1.000000159869131404e-06,9.887797831011735372e-01,9.999988707130461618e-01
7.866165413533835471e-01,-9.992315381714151484e-03,-1.000000159877032104e-06,9.887968428486283434e-01,9.999988724954912422e-01
7.890977443609022979e-01,-9.992779480076575960e-03,-1.000000159884458465e-06,9.888138545031318616e-01,9.999988742695228305e-01
7.915789473684211597e-01,-9.993215704371517447e-03,-1.000000159891438863e-06,9.888308165701887864e-01,9.999988760352067629e-01
7.940601503759399105e-01,-9.993625726514087509e-03,-1.000000159897999769e-06,9.888477276800352600e-01,9.999988777926084316e-01
7.965413533834586612e-01,-9.994011118395158821e-03,-1.000000159904166592e-06,9.888645865796560352e-01,9.999988795417922294e-01
7.990225563909775230e-01,-9.994373357835232771e-03,-1.000000159909963050e-06,9.888813921252919137e-01,9.999988812828221052e-01
8.015037593984962738e-01,-9.994713834187410675e-03,-1.000000159915411166e-06,9.888981432754077039e-01,9.999988830157612307e-01
8.039849624060151356e-01,-9.995033853609797819e-03,-1.000000159920532116e-06,9.889148390840934999e-01,9.999988847406720005e-01
8.064661654135338864e-01,-9.995334644026385856e-03,-1.000000159925345169e-06,9.889314786948720792e-01,9.999988864576162539e-01
8.089473684210527482e-01,-9.995617359794610815e-03,-1.000000159929869172e-06,9.889480613348894389e-01,9.999988881666551643e-01
8.114285714285714990e-01,-9.995883086096552309e-03,-1.000000159934121065e-06,9.889645863094638223e-01,9.999988898678491278e-01
8.139097744360902498e-01,-9.996132843069925958e-03,-1.000000159938117579e-06,9.889810529969730313e-01,9.999988915612580964e-01
8.163909774436091116e-01,-9.996367589694072145e-03,-1.000000159941873958e-06,9.889974608440577075e-01,9.999988932469411340e-01
8.188721804511278624e-01,-9.996588227445252564e-03,-1.000000159945404603e-06,9.890138093611225978e-01,9.999988949249568604e-01
8.213533834586467242e-01,-9.996795603734792354e-03,-1.000000159948722855e-06,9.890300981181179285e-01,9.999988965953633402e-01
8.238345864661654749e-01,-9.996990515142797212e-03,-1.000000159951841842e-06,9.890463267405822378e-01,9.999988982582176389e-01
8.263157894736843367e-01,-9.997173710459501816e-03,-1.000000159954773211e-06,9.890624949059328985e-01,9.999988999135767109e-01
8.287969924812030875e-01,-9.997345893545535669e-03,-1.000000159957528397e-06,9.890786023399865678e-01,9.999989015614967336e-01
8.312781954887218383e-01,-9.997507726021781851e-03,-1.000000159960117989e-06,9.890946488136980186e-01,9.999989032020329960e-01
8.337593984962407001e-01,-9.997659829798942119e-03,-1.000000159962551938e-06,9.891106341401028068e-01,9.999989048352407872e-01
8.362406015037594509e-01,-9.997802789456203612e-03,-1.000000159964839562e-06,9.891265581714504540e-01,9.999989064611742862e-01
8.387218045112783127e-01,-9.997937154477979163e-03,-1.000000159966989544e-06,9.891424207965181514e-01,9.999989080798874497e-01
8.412030075187970635e-01,-9.998063441357125936e-03,-1.000000159969010352e-06,9.891582219380929963e-01,9.999989096914334574e-01
8.436842105263158142e-01,-9.998182135572547535e-03,-1.000000159970909612e-06,9.891739615506117689e-01,9.999989112958651560e-01
8.461654135338346761e-01,-9.998293693448630226e-03,-1.000000159972694734e-06,9.891896396179502560e-01,9.999989128932346150e-01
8.486466165413534268e-01,-9.998398543903505922e-03,-1.000000159974372495e-06,9.892052561513506870e-01,9.999989144835935706e-01
8.511278195488722886e-01,-9.998497090092837991e-03,-1.000000159975949458e-06,9.892208111874812859e-01,9.999989160669932042e-01
8.536090225563910394e-01,-9.998589710955203130e-03,-1.000000159977431554e-06,9.892363047866170600e-01,9.999989176434840310e-01
8.560902255639099012e-01,-9.998676762665055853e-03,-1.000000159978824500e-06,9.892517370309369396e-01,9.999989192131162330e-01
8.585714285714286520e-01,-9.998758579998696591e-03,-1.000000159980133589e-06,9.892671080229280545e-01,9.999989207759393262e-01
8.610526315789474028e-01,-9.998835477618461462e-03,-1.000000159981364116e-06,9.892824178838917071e-01,9.999989223320023823e-01
8.635338345864662646e-01,-9.998907751280011746e-03,-1.000000159982520528e-06,9.892976667525442691e-01,9.999989238813540293e-01
8.660150375939850154e-01,-9.998975678967280192e-03,-1.000000159983607483e-06,9.893128547837071185e-01,9.999989254240423397e-01
8.684962406015038772e-01,-9.999039521959412688e-03,-1.000000159984629216e-06,9.893279821470801760e-01,9.999989269601150532e-01
8.709774436090226279e-01,-9.999099525833800989e-03,-1.000000159985589328e-06,9.893430490260943788e-01,9.999989284896191322e-01
8.734586466165413787e-01,-9.999155921408927478e-03,-1.000000159986491842e-06,9.893580556168368734e-01,9.999989300126014280e-01
8.759398496240602405e-01,-9.999208925630730799e-03,-1.000000159987339934e-06,9.893730021270455977e-01,9.999989315291081260e-01
8.784210526315789913e-01,-9.999258742405788339e-03,-1.000000159988136992e-06,9.893878887751691442e-01,9.999989330391849673e-01
8.809022556390978531e-01,-9.999305563384519591e-03,-1.000000159988886192e-06,9.894027157894857982e-01,9.999989345428771381e-01
8.833834586466166039e-01,-9.999349568697453103e-03,-1.000000159989590500e-06,9.894174834072813063e-01,9.999989360402297134e-01
8.858646616541354657e-01,-9.999390927647233696e-03,-1.000000159990252245e-06,9.894321918740782706e-01,9.999989375312869910e-01
8.883458646616542165e-01,-9.999429799359181928e-03,-1.000000159990874179e-06,9.894468414429169467e-01,9.999989390160929359e-01
8.908270676691729673e-01,-9.999466333392778919e-03,-1.000000159991458843e-06,9.894614323736822259e-01,9.999989404946911797e-01
8.933082706766918291e-01,-9.999500670316430542e-03,-1.000000159992008356e-06,9.894759649324746942e-01,9.999989419671249102e-01
8.957894736842105798e-01,-9.999532942247748787e-03,-1.000000159992524622e-06,9.894904393910228801e-01,9.999989434334366489e-01
8.982706766917294416e-01,-9.999563273361412874e-03,-1.000000159993009972e-06,9.895048560261342496e-01,9.999989448936689174e-01
9.007518796992481924e-01,-9.999591780366471477e-03,-1.000000159993466099e-06,9.895192151191827268e-01,9.999989463478634599e-01
9.032330827067669432e-01,-9.999618572955065385e-03,-1.000000159993894910e-06,9.895335169556295218e-01,9.999989477960617990e-01
9.057142857142858050e-01,-9.999643754224128364e-03,-1.000000159994297886e-06,9.895477618245762663e-01,9.999989492383051237e-01
9.081954887218045558e-01,-9.999667421071823520e-03,-1.000000159994676510e-06,9.895619500183479023e-01,9.999989506746339574e-01
9.106766917293234176e-01,-9.999689664570102915e-03,-1.000000159995032475e-06,9.895760818321035490e-01,9.999989521050888230e-01
9.131578947368421684e-01,-9.999710570314948241e-03,-1.000000159995367053e-06,9.895901575634733494e-01,9.999989535297094667e-01
9.156390977443610302e-01,-9.999730218755520719e-03,-1.000000159995681514e-06,9.896041775122204065e-01,9.999989549485355234e-01
9.181203007518797810e-01,-9.999748685503562912e-03,-1.000000159995976917e-06,9.896181419799249257e-01,9.999989563616061838e-01
9.206015037593985317e-01,-9.999766041624211232e-03,-1.000000159996254744e-06,9.896320512696908933e-01,9.999989577689603060e-01
9.230827067669173935e-01,-9.999782353909313776e-03,-1.000000159996515630e-06,9.896459056858721848e-01,9.999989591706361924e-01
9.255639097744361443e-01,-9.999797685134355005e-03,-1.000000159996761058e-06,9.896597055338177684e-01,9.999989605666719239e-01
9.280451127819550061e-01,-9.999812094299896301e-03,-1.000000159996991662e-06,9.896734511196352280e-01,9.999989619571053590e-01
9.305263157894737569e-01,-9.999825636858559325e-03,-1.000000159997208291e-06,9.896871427499698282e-01,9.999989633419738011e-01
9.330075187969925077e-01,-9.999838364928329351e-03,-1.000000159997412002e-06,9.897007807318000117e-01,9.999989647213142208e-01
9.354887218045113695e-01,-9.999850327493047669e-03,-1.000000159997603432e-06,9.897143653722474399e-01,9.999989660951633663e-01
9.379699248120301203e-01,-9.999861570590856327e-03,-1.000000159997783215e-06,9.897278969784000235e-01,9.999989674635576531e-01
9.404511278195489821e-01,-9.999872137491327279e-03,-1.000000159997952409e-06,9.897413758571483866e-01,9.999989688265328303e-01
9.429323308270677328e-01,-9.999882068861912568e-03,-1.000000159998111228e-06,9.897548023150337659e-01,9.999989701841248690e-01
9.454135338345865947e-01,-9.999891402924426798e-03,-1.000000159998260729e-06,9.897681766581076790e-01,9.999989715363688525e-01
9.478947368421053454e-01,-9.999900175602090963e-03,-1.000000159998400913e-06,9.897814991918018057e-01,9.999989728832999747e-01
9.503759398496240962e-01,-9.999908420657753483e-03,-1.000000159998532839e-06,9.897947702208075293e-01,9.999989742249528746e-01
9.528571428571429580e-01,-9.999916169823810583e-03,-1.000000159998656929e-06,9.898079900489644700e-01,9.999989755613619691e-01
9.553383458646617088e-01,-9.999923452924278783e-03,-1.000000159998773396e-06,9.898211589791585663e-01,9.999989768925612310e-01
9.578195488721805706e-01,-9.999930297989572878e-03,-1.000000159998883087e-06,9.898342773132271510e-01,9.999989782185846332e-01
9.603007518796993214e-01,-9.999936731364358899e-03,-1.000000159998986001e-06,9.898473453518721321e-01,9.999989795394653713e-01
9.627819548872180722e-01,-9.999942777808920949e-03,-1.000000159999082775e-06,9.898603633945798341e-01,9.999989808552367521e-01
9.652631578947369340e-01,-9.999948460594442617e-03,-1.000000159999173619e-06,9.898733317395477238e-01,9.999989821659315270e-01
9.677443609022556847e-01,-9.999953801592560351e-03,-1.000000159999259170e-06,9.898862506836173525e-01,9.999989834715824477e-01
9.702255639097745465e-01,-9.999958821359516623e-03,-1.000000159999339426e-06,9.898991205222124057e-01,9.999989847722215996e-01
9.727067669172932973e-01,-9.999963539215277197e-03,-1.000000159999415024e-06,9.899119415492831919e-01,9.999989860678809572e-01
9.751879699248121591e-01,-9.999967973317867506e-03,-1.000000159999485963e-06,9.899247140572547954e-01,9.999989873585923839e-01
9.776691729323309099e-01,-9.999972140733259449e-03,-1.000000159999552455e-06,9.899374383369816677e-01,9.999989886443870768e-01
9.801503759398496607e-01,-9.999976057501037616e-03,-1.000000159999615135e-06,9.899501146777043292e-01,9.999989899252963443e-01
9.826315789473685225e-01,-9.999979738696120751e-03,-1.000000159999674216e-06,9.899627433670128429e-01,9.999989912013510507e-01
9.851127819548872733e-01,-9.999983198486803865e-03,-1.000000159999729485e-06,9.899753246908115090e-01,9.999989924725816159e-01
9.875939849624061351e-01,-9.999986450189240691e-03,-1.000000159999781577e-06,9.899878589332887779e-01,9.999989937390185712e-01
9.900751879699248859e-01,-9.999989506318730792e-03,-1.000000159999830493e-06,9.900003463768902723e-01,9.999989950006917816e-01
9.925563909774437477e-01,-9.999992378637849455e-03,-1.000000159999876445e-06,9.900127873022942504e-01,9.999989962576311120e-01
9.950375939849624984e-01,-9.999995078201753471e-03,-1.000000159999919644e-06,9.900251819883905124e-01,9.999989975098662054e-01
9.975187969924812492e-01,-9.999997615400685325e-03,-1.000000159999960089e-06,9.900375307122618596e-01,9.999989987574261496e-01
1.000000000000000000e+00,-1.000000000000000021e-02,-1.000000159999998418e-06,9.900498337491681067e-01,9.999990000003400326e-01
