a,D_gr,D_lss,D_gw,q0_lss,q0_gw
9.404511278195489821e-01,7.545080390181776453e-01,7.022990296774522800e-01,7.544806911171857422e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.429323308270677328e-01,7.556031551795850953e-01,7.033166625373353797e-01,7.555757666893396785e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.454135338345865947e-01,7.566937711423958879e-01,7.043301124705748650e-01,7.566663419513639521e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.478947368421053454e-01,7.577799034221776031e-01,7.053393949629140902e-01,7.577524335887071416e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.503759398496240962e-01,7.588615686916992953e-01,7.063445255090144981e-01,7.588340583080129820e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.528571428571429580e-01,7.599387836446708233e-01,7.073455196124551758e-01,7.599112328371202540e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.553383458646617088e-01,7.610115649736074461e-01,7.083423927857332991e-01,7.609839739250624513e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.578195488721805706e-01,7.620799293698301557e-01,7.093351605502640211e-01,7.620522983420686680e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.603007518796993214e-01,7.631438935234650112e-01,7.103238384363800284e-01,7.631162228184836804e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.627819548872180722e-01,7.642034741234434714e-01,7.113084419833322070e-01,7.641757639141952829e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.652631578947369340e-01,7.652586878575028395e-01,7.122889867392893093e-01,7.652309383257618336e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.677443609022556847e-01,7.663095514121850416e-01,7.132654882613378433e-01,7.662817627580346125e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.702255639097745465e-01,7.673560814728382917e-01,7.142379621154824054e-01,7.673282539096355492e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.727067669172932973e-01,7.683982947236154271e-01,7.152064238766451254e-01,7.683704284729571121e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.751879699248121591e-01,7.694362078474752398e-01,7.161708891286664436e-01,7.694083031341626411e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.776691729323309099e-01,7.704698375261814780e-01,7.171313734552522412e-01,7.704418945731859036e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.801503759398496607e-01,7.714992004403037340e-01,7.180878922751108284e-01,7.714712194637313170e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.826315789473685225e-01,7.725243132692167780e-01,7.190404610487027837e-01,7.724962944732742809e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.851127819548872733e-01,7.735451926911006693e-01,7.199890952761287544e-01,7.735171362630604008e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.875939849624061351e-01,7.745618553829412001e-01,7.209338104467183372e-01,7.745337614881061539e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.900751879699248859e-01,7.755743180205290077e-01,7.218746220390303003e-01,7.755461867971986667e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.925563909774437477e-01,7.765825972784607956e-01,7.228115455208526940e-01,7.765544288328958267e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.950375939849624984e-01,7.775867098301382230e-01,7.237445963492024070e-01,7.775585042315257267e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.975187969924812492e-01,7.785866723443345405e-01,7.246737899703253882e-01,7.785584296231875534e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
1.000000000000000000e+00,7.795825013344153120e-01,7.255991418196967579e-01,7.795542216317511430e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
