ell,delta_Cl_rel
239,-1.32175949103241e-06
240,-1.3374251458139033e-06
241,-1.3530879801552413e-06
242,-1.3687385915452398e-06
243,-1.3843709972138527e-06
244,-1.3999791333450983e-06
245,-1.4155530531240377e-06
246,-1.431084426978541e-06
247,-1.4465686055971796e-06
248,-1.4619930237205463e-06
249,-1.4773526723148738e-06
250,-1.4926364170659152e-06
251,-1.5078422436255781e-06
252,-1.5229772883658099e-06
253,-1.538054089869589e-06
254,-1.5530810172176096e-06
255,-1.5680750132856792e-06
256,-1.5830445916507854e-06
257,-1.5980004106081525e-06
258,-1.6129509100903084e-06
259,-1.627906747921174e-06
260,-1.6428739989250103e-06
261,-1.657865607059074e-06
262,-1.6728875636004045e-06
263,-1.6879505130840944e-06
264,-1.7030651839384778e-06
265,-1.7182448801888692e-06
266,-1.7335006274501093e-06
267,-1.748841014708059e-06
268,-1.7642797875553066e-06
269,-1.7798309667093475e-06
270,-1.79550620469079e-06
271,-1.8113119139001445e-06
272,-1.8272653184582633e-06
273,-1.8433702398290754e-06
274,-1.8596442979002692e-06
275,-1.8760970503849022e-06
276,-1.8927351912669204e-06
277,-1.9095741200029134e-06
278,-1.9266266382824924e-06
279,-1.943902744670311e-06
280,-1.961412493598544e-06
281,-1.979172264088215e-06
282,-1.997192524444639e-06
283,-2.015483820244425e-06
284,-2.0340633369997116e-06
285,-2.0529420899264423e-06
286,-2.072134576692968e-06
287,-2.091648716890195e-06
288,-2.1115028148880012e-06
289,-2.1317121745933404e-06
290,-2.1522852013967122e-06
291,-2.173237542672174e-06
292,-2.1945889580389602e-06
293,-2.2163522136757598e-06
294,-2.2385402053298942e-06
295,-2.2611738704229552e-06
296,-2.284266790503424e-06
297,-2.3078408950487975e-06
298,-2.3319063285924578e-06
299,-2.3564815963639183e-06
300,-2.3815856681036373e-06
301,-2.4072329777206163e-06
302,-2.433435691956944e-06
303,-2.4602100113104416e-06
304,-2.487567819825584e-06
305,-2.515521008303719e-06
306,-2.544091209388344e-06
307,-2.573285884445989e-06
308,-2.603122222627962e-06
309,-2.6336177716037327e-06
310,-2.6647957376030735e-06
311,-2.696658511565262e-06
312,-2.7292351046849573e-06
313,-2.7625332412129043e-06
314,-2.7965715684415128e-06
315,-2.8313749568652576e-06
316,-2.866951055279218e-06
317,-2.903319099629331e-06
318,-2.9404923212680097e-06
319,-2.978496548135309e-06
320,-3.017351859723201e-06
321,-3.0570583745494875e-06
322,-3.0976559723108085e-06
323,-3.139144258508378e-06
324,-3.1815571931562287e-06
325,-3.224900617131412e-06
326,-3.269201826905602e-06
327,-3.3144733795026356e-06
328,-3.3607350784984597e-06
329,-3.4080067101520795e-06
330,-3.456299663206749e-06
331,-3.505641501227806e-06
332,-3.556042935142579e-06
333,-3.6075315672164275e-06
334,-3.6601172066313176e-06
335,-3.7138084313174634e-06
336,-3.768631808572268e-06
337,-3.824604453373262e-06
338,-3.881742935484751e-06
339,-3.940052769506714e-06
340,-3.999548398355995e-06
341,-4.060254411973754e-06
342,-4.122184346649279e-06
343,-4.185350766195988e-06
344,-4.249777014780991e-06
345,-4.315474330818478e-06
346,-4.38245271625829e-06
347,-4.45073362891606e-06
348,-4.520325258421389e-06
349,-4.591220776747365e-06
350,-4.663437954047574e-06
351,-4.7369637571717675e-06
352,-4.811788107725004e-06
353,-4.887911288504485e-06
354,-4.9653170360877375e-06
355,-5.043970487228207e-06
356,-5.123880568133091e-06
357,-5.2050231994777275e-06
358,-5.287371042370093e-06
359,-5.370910771788993e-06
360,-5.4556272861950395e-06
361,-5.5414853252690425e-06
362,-5.628464677961166e-06
363,-5.716504618405107e-06
364,-5.805617507084882e-06
365,-5.895716270739875e-06
366,-5.986788662193977e-06
367,-6.07877967700364e-06
368,-6.171651721315114e-06
369,-6.2653648479904935e-06
370,-6.359831136567357e-06
371,-6.455049356466994e-06
372,-6.550924639487398e-06
373,-6.6474286451927895e-06
374,-6.7444828639785405e-06
375,-6.8420552678029065e-06
376,-6.940061522652992e-06
377,-7.038412746729311e-06
378,-7.137097243666589e-06
379,-7.235994459536279e-06
380,-7.335033925745949e-06
381,-7.4341721172885455e-06
382,-7.533306821374423e-06
383,-7.632361835814994e-06
384,-7.731289983315434e-06
385,-7.830013580646144e-06
386,-7.928421696427629e-06
387,-8.026432282235436e-06
388,-8.124028196947488e-06
389,-8.221095258808902e-06
390,-8.317550391115513e-06
391,-8.413309957140323e-06
392,-8.508360375079998e-06
393,-8.602549200015756e-06
394,-8.695864801970338e-06
395,-8.788226350050626e-06
396,-8.879553338787977e-06
397,-8.969803610505597e-06
398,-9.058861063082862e-06
399,-9.146686121763146e-06
400,-9.233202936683584e-06
401,-9.318327407816048e-06
402,-9.40197891462072e-06
403,-9.484029690296458e-06
404,-9.564353375607627e-06
405,-9.642908142713467e-06
406,-9.719573644019308e-06
407,-9.794231637194194e-06
408,-9.86680876200142e-06
409,-9.937278447727413e-06
410,-1.0005446849004288e-05
411,-1.0071381176141922e-05
412,-1.0134894059603964e-05
413,-1.019593098976543e-05
414,-1.0254441840852822e-05
415,-1.0310425245889557e-05
416,-1.0363706622113028e-05
417,-1.0414337265410297e-05
418,-1.0462194553680943e-05
419,-1.0507294067060256e-05
420,-1.0549520735803314e-05
421,-1.0588898530239783e-05
422,-1.0625410613338331e-05
423,-1.0658953466755394e-05
424,-1.0689563238965427e-05
425,-1.0717234658577162e-05
426,-1.0741920762157702e-05
427,-1.0763714073707447e-05
428,-1.0782483914995882e-05
429,-1.0798374468233119e-05
430,-1.081135170212312e-05
431,-1.0821384686551897e-05
432,-1.0828535235219534e-05
433,-1.0832733050219256e-05
434,-1.0834089405139183e-05
435,-1.0832539031240042e-05
436,-1.0828108347633601e-05
437,-1.0820825628536202e-05
438,-1.0810720818980322e-05
439,-1.0797781891729222e-05
440,-1.0782085561936232e-05
441,-1.0763665754925698e-05
442,-1.0742600025414244e-05
443,-1.071888082792206e-05
444,-1.0692586542864256e-05
445,-1.0663753039664506e-05
446,-1.0632416478724067e-05
447,-1.0598613172912892e-05
448,-1.0562297947653569e-05
449,-1.052354954935951e-05
450,-1.0482405123576137e-05
451,-1.0438877262112485e-05
452,-1.0393040692571295e-05
453,-1.034510165995217e-05
454,-1.0295145287349541e-05
455,-1.024333197366269e-05
456,-1.0189780160340251e-05
457,-1.0134605576108891e-05
458,-1.0077958135009755e-05
459,-1.0019983335081075e-05
460,-9.96067766848534e-06
461,-9.90025403726659e-06
462,-9.83867033801903e-06
463,-9.776132558316414e-06
464,-9.71259736808924e-06
465,-9.648263858640654e-06
466,-9.583121212419138e-06
467,-9.517293867686003e-06
468,-9.450901871646106e-06
469,-9.383995927045492e-06
470,-9.316689842970903e-06
471,-9.249093193233618e-06
472,-9.181248752217916e-06
473,-9.113260198033835e-06
474,-9.045166090119789e-06
475,-8.977034288311428e-06
476,-8.908900498548216e-06
477,-8.840858504722622e-06
478,-8.772911174449804e-06
479,-8.705090838471198e-06
480,-8.637514222597053e-06
481,-8.570153129783131e-06
482,-8.503147589639925e-06
483,-8.436494978692474e-06
484,-8.370274581185627e-06
485,-8.304562639387854e-06
486,-8.239353452575813e-06
487,-8.174720459527744e-06
488,-8.110708672812263e-06
489,-8.047310930468363e-06
490,-7.98459657289218e-06
491,-7.922582891778659e-06
492,-7.86128723267725e-06
493,-7.800727025345269e-06
494,-7.740943807806008e-06
495,-7.68197819726122e-06
496,-7.623846530305477e-06
497,-7.566611832177799e-06
498,-7.510289556963898e-06
499,-7.454918291661084e-06
500,-7.400536134223796e-06
501,-7.347155406822869e-06
502,-7.294665227329256e-06
503,-7.242953425911927e-06
504,-7.191887754286186e-06
505,-7.141316880455104e-06
506,-7.091155920348282e-06
507,-7.0412575558603645e-06
508,-6.991518739561515e-06
509,-6.941837482995521e-06
510,-6.892051726666621e-06
511,-6.842103422296047e-06
512,-6.791833934018241e-06
513,-6.741166720550721e-06
514,-6.6899858983507595e-06
515,-6.638176832007373e-06
516,-6.5856260228560156e-06
517,-6.532240012233891e-06
518,-6.477925490633523e-06
519,-6.422551899509298e-06
520,-6.366045440048324e-06
521,-6.30827655328728e-06
522,-6.249152965238341e-06
523,-6.188581883152096e-06
524,-6.126416854147537e-06
525,-6.062582837901802e-06
526,-5.996933991166766e-06
527,-5.9293769384274614e-06
528,-5.859800180454707e-06
529,-5.788091599640659e-06
530,-5.714121911091764e-06
531,-5.637810294310833e-06
532,-5.559009273260815e-06
533,-5.477619055806694e-06
534,-5.3935374670176435e-06
535,-5.306614119403049e-06
536,-5.216758611962346e-06
537,-5.123817790392048e-06
538,-5.027681677796225e-06
539,-4.928208630496515e-06
540,-4.825297103181734e-06
541,-4.718772829480013e-06
542,-4.608515131827956e-06
543,-4.494399031379884e-06
544,-4.376257246733875e-06
545,-4.253946130886482e-06
546,-4.1273302832495775e-06
547,-3.9962460080198654e-06
548,-3.860538142037637e-06
549,-3.7200472810822573e-06
550,-3.5746095706462406e-06
551,-3.424125627858875e-06
552,-3.26888919804328e-06
553,-3.1092411499688696e-06
554,-2.945532732449788e-06
555,-2.7781317711805365e-06
556,-2.607395400866598e-06
557,-2.43365848413682e-06
558,-2.257294186505314e-06
559,-2.078653034275751e-06
560,-1.8980930669678505e-06
561,-1.7159624300992128e-06
562,-1.5326320411562035e-06
563,-1.3484534548626641e-06
564,-1.1637870479242397e-06
565,-9.79005495442796e-07
566,-7.944694548075411e-07
567,-6.105478119840634e-07
568,-4.276165958655632e-07
569,-2.4605096477967086e-07
570,-6.623155952525869e-08
571,1.1145715282928326e-07
572,2.8662471003677086e-07
573,4.588757020119553e-07
574,6.27810112935668e-07
575,7.930156682892368e-07
576,9.54083231941225e-07
577,1.1105848740920352e-06
578,1.2620962116238701e-06
579,1.408179556961859e-06
580,1.548388435589776e-06
581,1.682267284191856e-06
582,1.8093568008899218e-06
583,1.9291896156320554e-06
584,2.041277029303058e-06
585,2.145132040210587e-06
586,2.2402584483904818e-06
587,2.326143015149099e-06
588,2.402253639328349e-06
589,2.4680773727958783e-06
590,2.5230519433515706e-06
591,2.566626377480733e-06
592,2.5982384450481716e-06
593,2.61730572652896e-06
594,2.623241964074034e-06
595,2.6154314521372047e-06
596,2.5932629886136214e-06
597,2.5561126974944773e-06
598,2.5033353444972788e-06
599,2.4342729817587796e-06
600,2.3482629325566614e-06
601,2.244763505446529e-06
602,2.1238538575004905e-06
603,1.98571907804434e-06
604,1.8305899012411911e-06
605,1.6586776503580922e-06
606,1.4701923926917568e-06
607,1.265364354347941e-06
608,1.044412489337421e-06
609,8.07567157442812e-07
610,5.550709522498225e-07
611,2.8715650093128434e-07
612,4.075112181203771e-09
613,-2.939228116230678e-07
614,-6.065744000038425e-07
615,-9.336183817478084e-07
616,-1.2747710221520212e-06
617,-1.629752613916011e-06
618,-1.9982684428938053e-06
619,-2.3800209194701933e-06
620,-2.7746961019621532e-06
621,-3.1819559629966036e-06
622,-3.6014823344516454e-06
623,-4.03294108685998e-06
624,-4.475957676814344e-06
625,-4.930172390780321e-06
626,-5.39519715047554e-06
627,-5.870671687988905e-06
628,-6.356139558306413e-06
629,-6.851240712090299e-06
630,-7.3555108377619734e-06
631,-7.868519715283638e-06
632,-8.389827554175266e-06
633,-8.91891719069575e-06
634,-9.455352838688451e-06
635,-9.998621029699537e-06
636,-1.0548189711279815e-05
637,-1.1103550811501689e-05
638,-1.1664186493836096e-05
639,-1.2229521895883099e-05
640,-1.2799013148585504e-05
641,-1.337205489628433e-05
642,-1.3948132399020315e-05
643,-1.4526503601115361e-05
644,-1.5106745801202804e-05
645,-1.568808576848711e-05
646,-1.6269906380611766e-05
647,-1.685165016496175e-05
648,-1.743262397667751e-05
649,-1.8012190411013474e-05
650,-1.8589557593784118e-05
651,-1.916423990515398e-05
652,-1.97356241561506e-05
653,-2.0303108271294262e-05
654,-2.0866162651442824e-05
655,-2.142416970277071e-05
656,-2.1976768705172786e-05
657,-2.2523252199426464e-05
658,-2.306308186480956e-05
659,-2.3595720675315537e-05
660,-2.4120633546385648e-05
661,-2.4637287976215727e-05
662,-2.5145051839286025e-05
663,-2.5643498229856438e-05
664,-2.61319992068814e-05
665,-2.6610032845615053e-05
666,-2.707719441908671e-05
667,-2.7532867312218538e-05
668,-2.7976434148497698e-05
669,-2.8407628612201142e-05
670,-2.8825732560244046e-05
671,-2.9230383703102053e-05
672,-2.962111396121625e-05
673,-2.9997464974689798e-05
674,-3.035898852152821e-05
675,-3.0705120426873767e-05
676,-3.103555768156724e-05
677,-3.134988491306546e-05
678,-3.1647828486399084e-05
679,-3.192873687307769e-05
680,-3.219235897350511e-05
681,-3.2438460014521806e-05
682,-3.266668674576369e-05
683,-3.2876562970365646e-05
684,-3.306775730869951e-05
685,-3.324022293798389e-05
686,-3.3393519852790505e-05
687,-3.352735484091762e-05
688,-3.3641446627767056e-05
689,-3.373552581584191e-05
690,-3.380947216039548e-05
691,-3.386303968516089e-05
692,-3.389599339363653e-05
693,-3.390810912948512e-05
694,-3.3899310144056184e-05
695,-3.386925596761189e-05
696,-3.381816118179078e-05
697,-3.3745432061217685e-05
698,-3.3651298662701924e-05
699,-3.3535322691446674e-05
700,-3.339761233421294e-05
701,-3.323823574084643e-05
702,-3.3058285390583217e-05
703,-3.285880670542345e-05
704,-3.264097018007312e-05
705,-3.240631917900385e-05
706,-3.2155616028001586e-05
707,-3.1890375074526885e-05
708,-3.161171286361902e-05
709,-3.132061153198902e-05
710,-3.1018405758990216e-05
711,-3.07061670647898e-05
712,-3.0384835573664736e-05
713,-3.0055803338404752e-05
714,-2.971997350115587e-05
715,-2.937835184118544e-05
716,-2.903214833409125e-05
717,-2.8682326591175532e-05
718,-2.83298340287729e-05
719,-2.7975706823574045e-05
720,-2.7620854988489742e-05
721,-2.7266274089638934e-05
722,-2.691283727064156e-05
723,-2.6561402111770776e-05
724,-2.621290741556066e-05
725,-2.5868175496467663e-05
726,-2.5528107359133506e-05
727,-2.5193491659189822e-05
728,-2.4865103267261933e-05
729,-2.4543969790962855e-05
730,-2.4230651964025942e-05
731,-2.392596747504658e-05
732,-2.3630800940193843e-05
733,-2.33457656680754e-05
734,-2.307163344574413e-05
735,-2.2809241519956125e-05
736,-2.2559090714561214e-05
737,-2.2322073820557425e-05
738,-2.2098753501312415e-05
739,-2.1889841693326134e-05
740,-2.169603946664776e-05
741,-2.1518038033614428e-05
742,-2.135644633764697e-05
743,-2.1211868602511552e-05
744,-2.1085048580843404e-05
745,-2.0976578270148746e-05
746,-2.0887117507076672e-05
747,-2.0817251302833236e-05
748,-2.0767632575870994e-05
749,-2.0738841727874718e-05
750,-2.073152733987327e-05
751,-2.0746055089614447e-05
752,-2.0781672957312596e-05
753,-2.0837232360890444e-05
754,-2.091174667487119e-05
755,-2.100425296929711e-05
756,-2.1113811999855693e-05
757,-2.1239300758292902e-05
758,-2.1379894365855104e-05
759,-2.1534652137269076e-05
760,-2.1702724432833667e-05
761,-2.1883213161590786e-05
762,-2.207531077888391e-05
763,-2.2278159498560897e-05
764,-2.2491063116720352e-05
765,-2.2713203050685516e-05
766,-2.2943778004747303e-05
767,-2.318214916719553e-05
768,-2.3427477011992038e-05
769,-2.3679231296512184e-05
770,-2.3936529183726365e-05
771,-2.4198797786528318e-05
772,-2.4465405571651293e-05
773,-2.4735582016191866e-05
774,-2.500879653687746e-05
775,-2.5284377891932692e-05
776,-2.556158544747682e-05
777,-2.5839842544525228e-05
778,-2.6118502711571006e-05
779,-2.639692605028331e-05
780,-2.66745595603377e-05
781,-2.6950694227653755e-05
782,-2.7224869929441714e-05
783,-2.7496385855365897e-05
784,-2.7764792411894315e-05
785,-2.8029478238833265e-05
786,-2.8290002978261567e-05
787,-2.8545674796197346e-05
788,-2.8795971336355934e-05
789,-2.904045820945275e-05
790,-2.927835454426565e-05
791,-2.9509223795377136e-05
792,-2.9732365464141086e-05
793,-2.9947250850742996e-05
794,-3.015325947009573e-05
795,-3.0349855577180972e-05
796,-3.053631907220084e-05
797,-3.071201258149995e-05
798,-3.087638312540399e-05
799,-3.1028689252280435e-05
800,-3.116836388163615e-05
801,-3.129494773256452e-05
802,-3.140870580910956e-05
803,-3.151037366144568e-05
804,-3.160039807399578e-05
805,-3.167949144536018e-05
806,-3.174826282643849e-05
807,-3.1807217352083836e-05
808,-3.1856849256727105e-05
809,-3.189773573555272e-05
810,-3.193035111686999e-05
811,-3.195516042572709e-05
812,-3.1972433033061914e-05
813,-3.198271044672044e-05
814,-3.198633982473182e-05
815,-3.198366142515927e-05
816,-3.197510280354001e-05
817,-3.1961179400975976e-05
818,-3.194230806137667e-05
819,-3.191899456158607e-05
820,-3.189174062281358e-05
821,-3.1861044464339964e-05
822,-3.182730805903351e-05
823,-3.179102451068731e-05
824,-3.175249872957159e-05
825,-3.171203485603363e-05
826,-3.167003004755911e-05
827,-3.1626788594674274e-05
828,-3.158270891570704e-05
829,-3.153800465036869e-05
830,-3.149307779608252e-05
831,-3.1448332888960925e-05
832,-3.1404270663945324e-05
833,-3.1361395555427375e-05
834,-3.1320030073192795e-05
835,-3.1280781018332105e-05
836,-3.124416776373318e-05
837,-3.121052946971283e-05
838,-3.118021174421098e-05
839,-3.115384756746946e-05
840,-3.1131516851891707e-05
841,-3.111377459353826e-05
842,-3.110099714309799e-05
843,-3.109366347945858e-05
844,-3.1091979092242724e-05
845,-3.109672443459274e-05
846,-3.110821895413716e-05
847,-3.112717171053009e-05
848,-3.115401920350189e-05
849,-3.1189400582745396e-05
850,-3.123396927948435e-05
851,-3.128800463241728e-05
852,-3.135169001746148e-05
853,-3.1424923837469824e-05
854,-3.1507707755436765e-05
855,-3.159975337384471e-05
856,-3.1701269703987564e-05
857,-3.181197582441774e-05
858,-3.193189200433841e-05
859,-3.206104452958974e-05
860,-3.219946569784765e-05
861,-3.2347090295140865e-05
862,-3.250406433876171e-05
863,-3.267022728246278e-05
864,-3.2845735697624784e-05
865,-3.303064835183862e-05
866,-3.322481284507901e-05
867,-3.342851174835182e-05
868,-3.364170994360515e-05
869,-3.386437317032926e-05
870,-3.4096693948955096e-05
871,-3.433864618914301e-05
872,-3.459020382781104e-05
873,-3.485157491580204e-05
874,-3.5122622043418795e-05
875,-3.540344146210781e-05
876,-3.569401226519215e-05
877,-3.599443522948555e-05
878,-3.6304440140109855e-05
879,-3.662437484459197e-05
880,-3.6954090374031655e-05
881,-3.729381879708548e-05
882,-3.764340615850312e-05
883,-3.8003090024277734e-05
884,-3.8372983074257895e-05
885,-3.875306333529935e-05
886,-3.9143444875322576e-05
887,-3.954424547894082e-05
888,-3.9955296335487784e-05
889,-4.0377004021467455e-05
890,-4.08090477993647e-05
891,-4.1251691217804824e-05
892,-4.1704901087506076e-05
893,-4.2168795086761884e-05
894,-4.264317340426257e-05
895,-4.312847050428905e-05
896,-4.36243159973828e-05
897,-4.4130984385988914e-05
898,-4.464842074651007e-05
899,-4.517656103400927e-05
900,-4.5715509911576124e-05
901,-4.626539745938416e-05
902,-4.682607827792686e-05
903,-4.73977854714087e-05
904,-4.7980757966999e-05
905,-4.857504498423247e-05
906,-4.91808867341354e-05
907,-4.9798122749430066e-05
908,-5.042718949723292e-05
909,-5.10681223469355e-05
910,-5.172116200915556e-05
911,-5.238633547017745e-05
912,-5.306365861730415e-05
913,-5.375336401139925e-05
914,-5.445568974306238e-05
915,-5.5170879671968015e-05
916,-5.5898698352981684e-05
917,-5.663961995347864e-05
918,-5.739389124898915e-05
919,-5.816124940819392e-05
920,-5.894192164745157e-05
921,-5.973640861514715e-05
922,-6.054441602526826e-05
923,-6.136588990265438e-05
924,-6.220161439116432e-05
925,-6.3050967484295e-05
926,-6.391445033563002e-05
927,-6.47919846066029e-05
928,-6.568347069933311e-05
929,-6.658910322331338e-05
930,-6.750907948042686e-05
931,-6.844359950742631e-05
932,-6.939219149721815e-05
933,-7.035536269194244e-05
934,-7.133294698129088e-05
935,-7.232510950980633e-05
936,-7.333201631376618e-05
937,-7.435345974233448e-05
938,-7.538958369869874e-05
939,-7.644014128803187e-05
940,-7.750564988040903e-05
941,-7.858543742392605e-05
942,-7.968001007562673e-05
943,-8.078905721135572e-05
944,-8.191266421010728e-05
945,-8.30504709194571e-05
946,-8.420298070812654e-05
947,-8.536934657170001e-05
948,-8.655005385131528e-05
949,-8.774514065550602e-05
950,-8.895365912151912e-05
951,-9.017604883173675e-05
952,-9.141215599975693e-05
953,-9.266126614873288e-05
954,-9.392367513272188e-05
955,-9.519808127815183e-05
956,-9.648474492239819e-05
957,-9.778282761018349e-05
958,-9.909258502036214e-05
959,-0.0001004131298054167
960,-0.00010174351543715499
961,-0.0001030839556462154
962,-0.00010443345181820871
963,-0.00010579157765638273
964,-0.00010715789187770158
965,-0.0001085319382392694
966,-0.00010991324558976816
967,-0.000111300644965982
968,-0.00011269429368206584
969,-0.0001140929681149454
970,-0.00011549610026347625
971,-0.00011690384073001634
972,-0.00011831488452461952
973,-0.00011972862044992412
974,-0.00012114365156139647
