z,a,rho_m_over_rho_m0,Omega_m_z,tau_gyr
612.64080100,1.629617845437e-03,2.310695318585e+08,9.999999905890e-01,1.010247499183e+00
611.26408010,1.633282161247e-03,2.295177849090e+08,9.999999905253e-01,1.010247499215e+00
609.88735920,1.636962993163e-03,2.279730007262e+08,9.999999904611e-01,1.010247499247e+00
608.51063830,1.640660453102e-03,2.264351636537e+08,9.999999903964e-01,1.010247499280e+00
607.13391740,1.644374653992e-03,2.249042580354e+08,9.999999903310e-01,1.010247499313e+00
605.75719650,1.648105709789e-03,2.233802682149e+08,9.999999902650e-01,1.010247499346e+00
604.38047559,1.651853735484e-03,2.218631785359e+08,9.999999901984e-01,1.010247499380e+00
603.00375469,1.655618847117e-03,2.203529733422e+08,9.999999901313e-01,1.010247499414e+00
601.62703379,1.659401161788e-03,2.188496369774e+08,9.999999900635e-01,1.010247499448e+00
600.25031289,1.663200797670e-03,2.173531537852e+08,9.999999899951e-01,1.010247499483e+00
598.87359199,1.667017874020e-03,2.158635081093e+08,9.999999899260e-01,1.010247499518e+00
597.49687109,1.670852511193e-03,2.143806842935e+08,9.999999898563e-01,1.010247499553e+00
596.12015019,1.674704830654e-03,2.129046666815e+08,9.999999897860e-01,1.010247499588e+00
594.74342929,1.678574954989e-03,2.114354396169e+08,9.999999897150e-01,1.010247499624e+00
593.36670839,1.682463007924e-03,2.099729874435e+08,9.999999896434e-01,1.010247499660e+00
591.98998748,1.686369114329e-03,2.085172945050e+08,9.999999895711e-01,1.010247499697e+00
590.61326658,1.690293400240e-03,2.070683451451e+08,9.999999894981e-01,1.010247499734e+00
589.23654568,1.694235992867e-03,2.056261237074e+08,9.999999894245e-01,1.010247499771e+00
587.85982478,1.698197020610e-03,2.041906145357e+08,9.999999893501e-01,1.010247499808e+00
586.48310388,1.702176613073e-03,2.027618019737e+08,9.999999892751e-01,1.010247499846e+00
585.10638298,1.706174901078e-03,2.013396703652e+08,9.999999891993e-01,1.010247499885e+00
583.72966208,1.710192016678e-03,1.999242040537e+08,9.999999891229e-01,1.010247499923e+00
582.35294118,1.714228093173e-03,1.985153873831e+08,9.999999890457e-01,1.010247499962e+00
580.97622028,1.718283265125e-03,1.971132046969e+08,9.999999889677e-01,1.010247500002e+00
579.59949937,1.722357668372e-03,1.957176403390e+08,9.999999888891e-01,1.010247500041e+00
578.22277847,1.726451440042e-03,1.943286786531e+08,9.999999888097e-01,1.010247500081e+00
576.84605757,1.730564718572e-03,1.929463039828e+08,9.999999887295e-01,1.010247500122e+00
575.46933667,1.734697643720e-03,1.915705006718e+08,9.999999886485e-01,1.010247500163e+00
574.09261577,1.738850356584e-03,1.902012530639e+08,9.999999885668e-01,1.010247500204e+00
572.71589487,1.743022999614e-03,1.888385455027e+08,9.999999884843e-01,1.010247500246e+00
571.33917397,1.747215716632e-03,1.874823623320e+08,9.999999884010e-01,1.010247500288e+00
569.96245307,1.751428652847e-03,1.861326878955e+08,9.999999883169e-01,1.010247500330e+00
568.58573217,1.755661954871e-03,1.847895065368e+08,9.999999882320e-01,1.010247500373e+00
567.20901126,1.759915770740e-03,1.834528025998e+08,9.999999881463e-01,1.010247500417e+00
565.83229036,1.764190249923e-03,1.821225604280e+08,9.999999880597e-01,1.010247500460e+00
564.45556946,1.768485543350e-03,1.807987643652e+08,9.999999879722e-01,1.010247500504e+00
563.07884856,1.772801803421e-03,1.794813987551e+08,9.999999878840e-01,1.010247500549e+00
561.70212766,1.777139184028e-03,1.781704479414e+08,9.999999877948e-01,1.010247500594e+00
560.32540676,1.781497840575e-03,1.768658962679e+08,9.999999877048e-01,1.010247500640e+00
558.94868586,1.785877929991e-03,1.755677280781e+08,9.999999876139e-01,1.010247500685e+00
557.57196496,1.790279610754e-03,1.742759277159e+08,9.999999875221e-01,1.010247500732e+00
556.19524406,1.794703042909e-03,1.729904795249e+08,9.999999874293e-01,1.010247500779e+00
554.81852315,1.799148388085e-03,1.717113678488e+08,9.999999873357e-01,1.010247500826e+00
553.44180225,1.803615809517e-03,1.704385770314e+08,9.999999872411e-01,1.010247500874e+00
552.06508135,1.808105472065e-03,1.691720914163e+08,9.999999871456e-01,1.010247500922e+00
550.68836045,1.812617542236e-03,1.679118953473e+08,9.999999870491e-01,1.010247500971e+00
549.31163955,1.817152188201e-03,1.666579731681e+08,9.999999869517e-01,1.010247501020e+00
547.93491865,1.821709579821e-03,1.654103092223e+08,9.999999868533e-01,1.010247501070e+00
546.55819775,1.826289888663e-03,1.641688878537e+08,9.999999867539e-01,1.010247501120e+00
545.18147685,1.830893288023e-03,1.629336934059e+08,9.999999866534e-01,1.010247501171e+00
543.80475594,1.835519952952e-03,1.617047102228e+08,9.999999865520e-01,1.010247501222e+00
542.42803504,1.840170060272e-03,1.604819226479e+08,9.999999864495e-01,1.010247501274e+00
541.05131414,1.844843788603e-03,1.592653150251e+08,9.999999863460e-01,1.010247501326e+00
539.67459324,1.849541318383e-03,1.580548716979e+08,9.999999862415e-01,1.010247501379e+00
538.29787234,1.854262831893e-03,1.568505770101e+08,9.999999861358e-01,1.010247501432e+00
536.92115144,1.859008513282e-03,1.556524153055e+08,9.999999860291e-01,1.010247501486e+00
535.54443054,1.863778548585e-03,1.544603709277e+08,9.999999859213e-01,1.010247501540e+00
534.16770964,1.868573125756e-03,1.532744282204e+08,9.999999858124e-01,1.010247501595e+00
532.79098874,1.873392434683e-03,1.520945715273e+08,9.999999857023e-01,1.010247501651e+00
531.41426783,1.878236667223e-03,1.509207851922e+08,9.999999855911e-01,1.010247501707e+00
530.03754693,1.883106017219e-03,1.497530535587e+08,9.999999854787e-01,1.010247501764e+00
528.66082603,1.888000680531e-03,1.485913609706e+08,9.999999853652e-01,1.010247501821e+00
527.28410513,1.892920855060e-03,1.474356917715e+08,9.999999852505e-01,1.010247501879e+00
525.90738423,1.897866740776e-03,1.462860303052e+08,9.999999851346e-01,1.010247501938e+00
524.53066333,1.902838539744e-03,1.451423609154e+08,9.999999850174e-01,1.010247501997e+00
523.15394243,1.907836456152e-03,1.440046679457e+08,9.999999848991e-01,1.010247502057e+00
521.77722153,1.912860696339e-03,1.428729357399e+08,9.999999847795e-01,1.010247502117e+00
520.40050063,1.917911468823e-03,1.417471486417e+08,9.999999846586e-01,1.010247502178e+00
519.02377972,1.922988984330e-03,1.406272909948e+08,9.999999845364e-01,1.010247502240e+00
517.64705882,1.928093455824e-03,1.395133471429e+08,9.999999844129e-01,1.010247502302e+00
516.27033792,1.933225098536e-03,1.384053014297e+08,9.999999842882e-01,1.010247502365e+00
514.89361702,1.938384129995e-03,1.373031381989e+08,9.999999841620e-01,1.010247502429e+00
513.51689612,1.943570770058e-03,1.362068417942e+08,9.999999840346e-01,1.010247502493e+00
512.14017522,1.948785240940e-03,1.351163965594e+08,9.999999839057e-01,1.010247502559e+00
510.76345432,1.954027767248e-03,1.340317868380e+08,9.999999837755e-01,1.010247502624e+00
509.38673342,1.959298576014e-03,1.329529969739e+08,9.999999836438e-01,1.010247502691e+00
508.01001252,1.964597896725e-03,1.318800113108e+08,9.999999835107e-01,1.010247502758e+00
506.63329161,1.969925961356e-03,1.308128141923e+08,9.999999833762e-01,1.010247502826e+00
505.25657071,1.975283004408e-03,1.297513899621e+08,9.999999832402e-01,1.010247502895e+00
503.87984981,1.980669262938e-03,1.286957229640e+08,9.999999831028e-01,1.010247502964e+00
502.50312891,1.986084976597e-03,1.276457975417e+08,9.999999829638e-01,1.010247503034e+00
501.12640801,1.991530387663e-03,1.266015980388e+08,9.999999828233e-01,1.010247503105e+00
499.74968711,1.997005741079e-03,1.255631087992e+08,9.999999826812e-01,1.010247503177e+00
498.37296621,2.002511284489e-03,1.245303141664e+08,9.999999825376e-01,1.010247503250e+00
496.99624531,2.008047268277e-03,1.235031984841e+08,9.999999823923e-01,1.010247503323e+00
495.61952441,2.013613945600e-03,1.224817460962e+08,9.999999822455e-01,1.010247503397e+00
494.24280350,2.019211572433e-03,1.214659413463e+08,9.999999820970e-01,1.010247503472e+00
492.86608260,2.024840407604e-03,1.204557685781e+08,9.999999819469e-01,1.010247503548e+00
491.48936170,2.030500712835e-03,1.194512121353e+08,9.999999817951e-01,1.010247503625e+00
