z H(z)_km_s_Mpc chi_Mpc
2.0250261508e+01 3.4670839629e+03 1.1489638568e+04
2.0313314667e+01 3.4825628013e+03 1.1495078544e+04
2.0376564153e+01 3.4981131313e+03 1.1500511202e+04
2.0440010579e+01 3.5137352872e+03 1.1505936549e+04
2.0503654558e+01 3.5294296050e+03 1.1511354590e+04
2.0567496705e+01 3.5451964222e+03 1.1516765333e+04
2.0631537637e+01 3.5610360779e+03 1.1522168782e+04
2.0695777973e+01 3.5769489129e+03 1.1527564945e+04
2.0760218334e+01 3.5929352694e+03 1.1532953827e+04
2.0824859343e+01 3.6089954915e+03 1.1538335435e+04
2.0889701624e+01 3.6251299246e+03 1.1543709774e+04
2.0954745804e+01 3.6413389160e+03 1.1549076852e+04
2.1019992512e+01 3.6576228146e+03 1.1554436674e+04
2.1085442378e+01 3.6739819707e+03 1.1559789247e+04
2.1151096036e+01 3.6904167365e+03 1.1565134577e+04
2.1216954119e+01 3.7069274658e+03 1.1570472669e+04
2.1283017264e+01 3.7235145141e+03 1.1575803532e+04
2.1349286109e+01 3.7401782384e+03 1.1581127170e+04
2.1415761296e+01 3.7569189977e+03 1.1586443590e+04
2.1482443466e+01 3.7737371524e+03 1.1591752798e+04
2.1549333264e+01 3.7906330647e+03 1.1597054801e+04
2.1616431336e+01 3.8076070986e+03 1.1602349605e+04
2.1683738332e+01 3.8246596197e+03 1.1607637217e+04
2.1751254901e+01 3.8417909953e+03 1.1612917642e+04
2.1818981696e+01 3.8590015946e+03 1.1618190887e+04
2.1886919372e+01 3.8762917884e+03 1.1623456959e+04
2.1955068585e+01 3.8936619493e+03 1.1628715863e+04
2.2023429994e+01 3.9111124515e+03 1.1633967607e+04
2.2092004260e+01 3.9286436714e+03 1.1639212196e+04
2.2160792045e+01 3.9462559866e+03 1.1644449637e+04
2.2229794014e+01 3.9639497769e+03 1.1649679937e+04
2.2299010835e+01 3.9817254238e+03 1.1654903102e+04
2.2368443175e+01 3.9995833105e+03 1.1660119137e+04
2.2438091707e+01 4.0175238221e+03 1.1665328051e+04
2.2507957103e+01 4.0355473455e+03 1.1670529849e+04
2.2578040039e+01 4.0536542693e+03 1.1675724537e+04
2.2648341192e+01 4.0718449842e+03 1.1680912123e+04
2.2718861241e+01 4.0901198825e+03 1.1686092612e+04
2.2789600868e+01 4.1084793585e+03 1.1691266011e+04
2.2860560757e+01 4.1269238083e+03 1.1696432326e+04
2.2931741594e+01 4.1454536299e+03 1.1701591565e+04
2.3003144065e+01 4.1640692230e+03 1.1706743733e+04
2.3074768863e+01 4.1827709895e+03 1.1711888838e+04
2.3146616678e+01 4.2015593331e+03 1.1717026885e+04
2.3218688206e+01 4.2204346591e+03 1.1722157881e+04
2.3290984142e+01 4.2393973752e+03 1.1727281832e+04
2.3363505186e+01 4.2584478906e+03 1.1732398746e+04
2.3436252038e+01 4.2775866168e+03 1.1737508629e+04
2.3509225402e+01 4.2968139669e+03 1.1742611487e+04
2.3582425983e+01 4.3161303562e+03 1.1747707327e+04
2.3655854489e+01 4.3355362018e+03 1.1752796155e+04
2.3729511628e+01 4.3550319229e+03 1.1757877978e+04
2.3803398113e+01 4.3746179406e+03 1.1762952803e+04
2.3877514658e+01 4.3942946781e+03 1.1768020637e+04
2.3951861980e+01 4.4140625604e+03 1.1773081485e+04
2.4026440797e+01 4.4339220146e+03 1.1778135354e+04
2.4101251829e+01 4.4538734700e+03 1.1783182252e+04
2.4176295800e+01 4.4739173575e+03 1.1788222184e+04
2.4251573436e+01 4.4940541106e+03 1.1793255157e+04
2.4327085463e+01 4.5142841643e+03 1.1798281178e+04
2.4402832611e+01 4.5346079560e+03 1.1803300254e+04
2.4478815613e+01 4.5550259251e+03 1.1808312392e+04
2.4555035203e+01 4.5755385130e+03 1.1813317597e+04
2.4631492118e+01 4.5961461632e+03 1.1818315876e+04
2.4708187096e+01 4.6168493214e+03 1.1823307237e+04
2.4785120879e+01 4.6376484353e+03 1.1828291686e+04
2.4862294211e+01 4.6585439548e+03 1.1833269229e+04
2.4939707836e+01 4.6795363318e+03 1.1838239873e+04
2.5017362505e+01 4.7006260204e+03 1.1843203626e+04
2.5095258966e+01 4.7218134769e+03 1.1848160493e+04
2.5173397973e+01 4.7430991597e+03 1.1853110481e+04
2.5251780282e+01 4.7644835293e+03 1.1858053597e+04
2.5330406649e+01 4.7859670487e+03 1.1862989848e+04
2.5409277834e+01 4.8075501826e+03 1.1867919241e+04
2.5488394601e+01 4.8292333982e+03 1.1872841782e+04
2.5567757713e+01 4.8510171649e+03 1.1877757477e+04
2.5647367938e+01 4.8729019542e+03 1.1882666335e+04
2.5727226044e+01 4.8948882400e+03 1.1887568361e+04
2.5807332805e+01 4.9169764983e+03 1.1892463561e+04
2.5887688994e+01 4.9391672073e+03 1.1897351944e+04
2.5968295387e+01 4.9614608477e+03 1.1902233516e+04
2.6049152764e+01 4.9838579022e+03 1.1907108282e+04
2.6130261907e+01 5.0063588560e+03 1.1911976251e+04
2.6211623598e+01 5.0289641964e+03 1.1916837429e+04
2.6293238626e+01 5.0516744132e+03 1.1921691823e+04
2.6375107777e+01 5.0744899984e+03 1.1926539439e+04
2.6457231845e+01 5.0974114463e+03 1.1931380284e+04
2.6539611621e+01 5.1204392537e+03 1.1936214366e+04
2.6622247904e+01 5.1435739195e+03 1.1941041690e+04
2.6705141490e+01 5.1668159451e+03 1.1945862264e+04
2.6788293182e+01 5.1901658344e+03 1.1950676094e+04
2.6871703783e+01 5.2136240935e+03 1.1955483188e+04
2.6955374100e+01 5.2371912309e+03 1.1960283552e+04
2.7039304940e+01 5.2608677575e+03 1.1965077192e+04
2.7123497115e+01 5.2846541869e+03 1.1969864117e+04
2.7207951440e+01 5.3085510346e+03 1.1974644331e+04
2.7292668729e+01 5.3325588191e+03 1.1979417844e+04
2.7377649802e+01 5.3566780610e+03 1.1984184660e+04
2.7462895481e+01 5.3809092834e+03 1.1988944787e+04
2.7548406588e+01 5.4052530119e+03 1.1993698232e+04
2.7634183951e+01 5.4297097748e+03 1.1998445002e+04
2.7720228399e+01 5.4542801026e+03 1.2003185104e+04
2.7806540763e+01 5.4789645284e+03 1.2007918544e+04
2.7893121878e+01 5.5037635879e+03 1.2012645329e+04
2.7979972579e+01 5.5286778193e+03 1.2017365466e+04
2.8067093708e+01 5.5537077633e+03 1.2022078962e+04
2.8154486105e+01 5.5788539633e+03 1.2026785824e+04
2.8242150615e+01 5.6041169651e+03 1.2031486058e+04
2.8330088087e+01 5.6294973171e+03 1.2036179672e+04
2.8418299368e+01 5.6549955703e+03 1.2040866673e+04
2.8506785313e+01 5.6806122786e+03 1.2045547067e+04
2.8595546776e+01 5.7063479981e+03 1.2050220861e+04
2.8684584616e+01 5.7322032877e+03 1.2054888062e+04
2.8773899692e+01 5.7581787091e+03 1.2059548677e+04
2.8863492868e+01 5.7842748264e+03 1.2064202712e+04
2.8953365010e+01 5.8104922065e+03 1.2068850176e+04
2.9043516986e+01 5.8368314190e+03 1.2073491074e+04
2.9133949669e+01 5.8632930362e+03 1.2078125413e+04
2.9224663931e+01 5.8898776331e+03 1.2082753201e+04
2.9315660650e+01 5.9165857873e+03 1.2087374445e+04
2.9406940705e+01 5.9434180794e+03 1.2091989150e+04
2.9498504978e+01 5.9703750925e+03 1.2096597325e+04
2.9590354355e+01 5.9974574126e+03 1.2101198975e+04
2.9682489723e+01 6.0246656284e+03 1.2105794109e+04
2.9774911972e+01 6.0520003314e+03 1.2110382732e+04
2.9867621996e+01 6.0794621159e+03 1.2114964852e+04
2.9960620691e+01 6.1070515792e+03 1.2119540476e+04
3.0053908955e+01 6.1347693212e+03 1.2124109610e+04
3.0147487691e+01 6.1626159446e+03 1.2128672262e+04
3.0241357803e+01 6.1905920552e+03 1.2133228438e+04
3.0335520197e+01 6.2186982615e+03 1.2137778145e+04
3.0429975785e+01 6.2469351750e+03 1.2142321391e+04
3.0524725479e+01 6.2753034099e+03 1.2146858182e+04
3.0619770194e+01 6.3038035835e+03 1.2151388525e+04
3.0715110850e+01 6.3324363159e+03 1.2155912427e+04
3.0810748367e+01 6.3612022303e+03 1.2160429895e+04
3.0906683671e+01 6.3901019528e+03 1.2164940936e+04
3.1002917688e+01 6.4191361122e+03 1.2169445557e+04
3.1099451348e+01 6.4483053407e+03 1.2173943765e+04
3.1196285585e+01 6.4776102732e+03 1.2178435566e+04
3.1293421335e+01 6.5070515478e+03 1.2182920968e+04
3.1390859535e+01 6.5366298055e+03 1.2187399978e+04
3.1488601129e+01 6.5663456903e+03 1.2191872602e+04
3.1586647060e+01 6.5961998495e+03 1.2196338848e+04
3.1684998276e+01 6.6261929331e+03 1.2200798722e+04
3.1783655728e+01 6.6563255946e+03 1.2205252232e+04
3.1882620370e+01 6.6865984902e+03 1.2209699384e+04
3.1981893157e+01 6.7170122795e+03 1.2214140185e+04
3.2081475049e+01 6.7475676250e+03 1.2218574643e+04
3.2181367009e+01 6.7782651927e+03 1.2223002764e+04
3.2281570003e+01 6.8091056513e+03 1.2227424555e+04
3.2382084998e+01 6.8400896730e+03 1.2231840023e+04
3.2482912966e+01 6.8712179331e+03 1.2236249175e+04
3.2584054882e+01 6.9024911100e+03 1.2240652018e+04
3.2685511723e+01 6.9339098855e+03 1.2245048559e+04
3.2787284470e+01 6.9654749446e+03 1.2249438805e+04
3.2889374106e+01 6.9971869753e+03 1.2253822763e+04
3.2991781618e+01 7.0290466693e+03 1.2258200439e+04
3.3094507997e+01 7.0610547211e+03 1.2262571842e+04
3.3197554233e+01 7.0932118290e+03 1.2266936977e+04
3.3300921325e+01 7.1255186941e+03 1.2271295852e+04
3.3404610270e+01 7.1579760213e+03 1.2275648474e+04
3.3508622071e+01 7.1905845185e+03 1.2279994849e+04
3.3612957733e+01 7.2233448971e+03 1.2284334985e+04
3.3717618265e+01 7.2562578719e+03 1.2288668889e+04
3.3822604678e+01 7.2893241610e+03 1.2292996567e+04
3.3927917987e+01 7.3225444861e+03 1.2297318026e+04
3.4033559209e+01 7.3559195720e+03 1.2301633274e+04
3.4139529366e+01 7.3894501474e+03 1.2305942317e+04
3.4245829481e+01 7.4231369439e+03 1.2310245163e+04
3.4352460583e+01 7.4569806971e+03 1.2314541818e+04
3.4459423702e+01 7.4909821457e+03 1.2318832289e+04
3.4566719872e+01 7.5251420322e+03 1.2323116583e+04
3.4674350129e+01 7.5594611025e+03 1.2327394708e+04
3.4782315514e+01 7.5939401059e+03 1.2331666670e+04
3.4890617070e+01 7.6285797955e+03 1.2335932476e+04
3.4999255844e+01 7.6633809279e+03 1.2340192133e+04
3.5108232887e+01 7.6983442633e+03 1.2344445648e+04
3.5217549251e+01 7.7334705654e+03 1.2348693028e+04
3.5327205993e+01 7.7687606016e+03 1.2352934280e+04
3.5437204173e+01 7.8042151430e+03 1.2357169411e+04
3.5547544853e+01 7.8398349643e+03 1.2361398428e+04
3.5658229101e+01 7.8756208440e+03 1.2365621337e+04
3.5769257986e+01 7.9115735641e+03 1.2369838147e+04
3.5880632581e+01 7.9476939104e+03 1.2374048863e+04
3.5992353963e+01 7.9839826726e+03 1.2378253493e+04
3.6104423211e+01 8.0204406438e+03 1.2382452043e+04
3.6216841409e+01 8.0570686213e+03 1.2386644521e+04
3.6329609643e+01 8.0938674058e+03 1.2390830934e+04
3.6442729003e+01 8.1308378020e+03 1.2395011288e+04
3.6556200582e+01 8.1679806185e+03 1.2399185591e+04
3.6670025477e+01 8.2052966675e+03 1.2403353849e+04
3.6784204788e+01 8.2427867653e+03 1.2407516069e+04
3.6898739619e+01 8.2804517320e+03 1.2411672259e+04
3.7013631077e+01 8.3182923915e+03 1.2415822425e+04
3.7128880272e+01 8.3563095717e+03 1.2419966574e+04
3.7244488317e+01 8.3945041045e+03 1.2424104713e+04
3.7360456331e+01 8.4328768258e+03 1.2428236850e+04
3.7476785434e+01 8.4714285751e+03 1.2432362990e+04
3.7593476751e+01 8.5101601964e+03 1.2436483142e+04
3.7710531409e+01 8.5490725374e+03 1.2440597311e+04
3.7827950539e+01 8.5881664499e+03 1.2444705505e+04
3.7945735277e+01 8.6274427898e+03 1.2448807731e+04
3.8063886761e+01 8.6669024170e+03 1.2452903996e+04
3.8182406133e+01 8.7065461955e+03 1.2456994306e+04
3.8301294537e+01 8.7463749935e+03 1.2461078669e+04
3.8420553125e+01 8.7863896832e+03 1.2465157092e+04
3.8540183047e+01 8.8265911411e+03 1.2469229581e+04
3.8660185460e+01 8.8669802477e+03 1.2473296143e+04
3.8780561525e+01 8.9075578879e+03 1.2477356786e+04
3.8901312404e+01 8.9483249506e+03 1.2481411516e+04
3.9022439264e+01 8.9892823290e+03 1.2485460340e+04
3.9143943277e+01 9.0304309207e+03 1.2489503265e+04
3.9265825616e+01 9.0717716273e+03 1.2493540298e+04
3.9388087460e+01 9.1133053549e+03 1.2497571447e+04
3.9510729990e+01 9.1550330139e+03 1.2501596717e+04
3.9633754392e+01 9.1969555189e+03 1.2505616115e+04
3.9757161854e+01 9.2390737890e+03 1.2509629650e+04
3.9880953569e+01 9.2813887476e+03 1.2513637327e+04
4.0005130734e+01 9.3239013226e+03 1.2517639154e+04
4.0129694550e+01 9.3666124460e+03 1.2521635136e+04
4.0254646219e+01 9.4095230547e+03 1.2525625283e+04
4.0379986949e+01 9.4526340898e+03 1.2529609599e+04
4.0505717953e+01 9.4959464968e+03 1.2533588093e+04
4.0631840444e+01 9.5394612259e+03 1.2537560771e+04
4.0758355643e+01 9.5831792317e+03 1.2541527639e+04
4.0885264771e+01 9.6271014735e+03 1.2545488705e+04
4.1012569056e+01 9.6712289150e+03 1.2549443977e+04
4.1140269728e+01 9.7155625245e+03 1.2553393459e+04
4.1268368021e+01 9.7601032751e+03 1.2557337160e+04
4.1396865173e+01 9.8048521443e+03 1.2561275087e+04
4.1525762426e+01 9.8498101144e+03 1.2565207246e+04
4.1655061026e+01 9.8949781723e+03 1.2569133644e+04
4.1784762223e+01 9.9403573097e+03 1.2573054288e+04
4.1914867269e+01 9.9859485230e+03 1.2576969184e+04
4.2045377424e+01 1.0031752813e+04 1.2580878341e+04
4.2176293947e+01 1.0077771186e+04 1.2584781764e+04
4.2307618104e+01 1.0124004653e+04 1.2588679461e+04
4.2439351165e+01 1.0170454229e+04 1.2592571438e+04
4.2571494403e+01 1.0217120934e+04 1.2596457703e+04
4.2704049094e+01 1.0264005794e+04 1.2600338261e+04
4.2837016520e+01 1.0311109839e+04 1.2604213121e+04
4.2970397967e+01 1.0358434103e+04 1.2608082288e+04
4.3104194723e+01 1.0405979628e+04 1.2611945770e+04
4.3238408081e+01 1.0453747456e+04 1.2615803573e+04
4.3373039339e+01 1.0501738640e+04 1.2619655705e+04
4.3508089798e+01 1.0549954233e+04 1.2623502172e+04
4.3643560763e+01 1.0598395295e+04 1.2627342981e+04
4.3779453543e+01 1.0647062892e+04 1.2631178139e+04
4.3915769452e+01 1.0695958093e+04 1.2635007653e+04
4.4052509807e+01 1.0745081974e+04 1.2638831529e+04
4.4189675930e+01 1.0794435614e+04 1.2642649775e+04
4.4327269147e+01 1.0844020101e+04 1.2646462397e+04
4.4465290787e+01 1.0893836523e+04 1.2650269402e+04
4.4603742185e+01 1.0943885977e+04 1.2654070797e+04
4.4742624678e+01 1.0994169564e+04 1.2657866588e+04
4.4881939609e+01 1.1044688390e+04 1.2661656783e+04
4.5021688324e+01 1.1095443568e+04 1.2665441388e+04
4.5161872175e+01 1.1146436213e+04 1.2669220411e+04
4.5302492515e+01 1.1197667448e+04 1.2672993857e+04
4.5443550705e+01 1.1249138401e+04 1.2676761735e+04
4.5585048106e+01 1.1300850205e+04 1.2680524049e+04
4.5726986088e+01 1.1352803998e+04 1.2684280808e+04
4.5869366021e+01 1.1405000924e+04 1.2688032019e+04
4.6012189282e+01 1.1457442132e+04 1.2691777687e+04
4.6155457251e+01 1.1510128777e+04 1.2695517819e+04
4.6299171314e+01 1.1563062020e+04 1.2699252424e+04
4.6443332858e+01 1.1616243026e+04 1.2702981506e+04
4.6587943277e+01 1.1669672966e+04 1.2706705074e+04
4.6733003969e+01 1.1723353018e+04 1.2710423133e+04
4.6878516336e+01 1.1777284365e+04 1.2714135691e+04
4.7024481785e+01 1.1831468194e+04 1.2717842755e+04
4.7170901725e+01 1.1885905699e+04 1.2721544330e+04
4.7317777573e+01 1.1940598081e+04 1.2725240425e+04
4.7465110747e+01 1.1995546544e+04 1.2728931045e+04
4.7612902672e+01 1.2050752301e+04 1.2732616197e+04
4.7761154776e+01 1.2106216567e+04 1.2736295889e+04
4.7909868492e+01 1.2161940565e+04 1.2739970126e+04
4.8059045258e+01 1.2217925525e+04 1.2743638916e+04
4.8208686514e+01 1.2274172680e+04 1.2747302265e+04
4.8358793708e+01 1.2330683271e+04 1.2750960181e+04
4.8509368290e+01 1.2387458544e+04 1.2754612669e+04
4.8660411716e+01 1.2444499752e+04 1.2758259737e+04
4.8811925445e+01 1.2501808153e+04 1.2761901391e+04
4.8963910941e+01 1.2559385011e+04 1.2765537638e+04
4.9116369674e+01 1.2617231597e+04 1.2769168485e+04
4.9269303118e+01 1.2675349186e+04 1.2772793939e+04
4.9422712749e+01 1.2733739062e+04 1.2776414005e+04
4.9576600052e+01 1.2792402513e+04 1.2780028691e+04
4.9730966513e+01 1.2851340834e+04 1.2783638004e+04
4.9885813624e+01 1.2910555326e+04 1.2787241950e+04
5.0041142882e+01 1.2970047295e+04 1.2790840536e+04
5.0196955787e+01 1.3029818057e+04 1.2794433768e+04
5.0353253847e+01 1.3089868929e+04 1.2798021654e+04
5.0510038572e+01 1.3150201239e+04 1.2801604200e+04
5.0667311477e+01 1.3210816319e+04 1.2805181412e+04
5.0825074081e+01 1.3271715507e+04 1.2808753298e+04
5.0983327911e+01 1.3332900150e+04 1.2812319864e+04
5.1142074494e+01 1.3394371598e+04 1.2815881116e+04
5.1301315367e+01 1.3456131209e+04 1.2819437062e+04
5.1461052067e+01 1.3518180349e+04 1.2822987708e+04
5.1621286138e+01 1.3580520388e+04 1.2826533060e+04
5.1782019130e+01 1.3643152705e+04 1.2830073126e+04
5.1943252595e+01 1.3706078683e+04 1.2833607911e+04
5.2104988093e+01 1.3769299713e+04 1.2837137423e+04
5.2267227185e+01 1.3832817194e+04 1.2840661668e+04
5.2429971441e+01 1.3896632528e+04 1.2844180653e+04
5.2593222433e+01 1.3960747129e+04 1.2847694385e+04
5.2756981739e+01 1.4025162412e+04 1.2851202869e+04
5.2921250941e+01 1.4089879803e+04 1.2854706113e+04
5.3086031628e+01 1.4154900734e+04 1.2858204124e+04
5.3251325392e+01 1.4220226642e+04 1.2861696907e+04
5.3417133830e+01 1.4285858972e+04 1.2865184470e+04
5.3583458546e+01 1.4351799177e+04 1.2868666819e+04
5.3750301146e+01 1.4418048716e+04 1.2872143961e+04
5.3917663243e+01 1.4484609055e+04 1.2875615902e+04
5.4085546455e+01 1.4551481667e+04 1.2879082649e+04
5.4253952404e+01 1.4618668032e+04 1.2882544208e+04
5.4422882718e+01 1.4686169637e+04 1.2886000586e+04
5.4592339030e+01 1.4753987976e+04 1.2889451790e+04
5.4762322977e+01 1.4822124552e+04 1.2892897826e+04
5.4932836202e+01 1.4890580872e+04 1.2896338701e+04
5.5103880354e+01 1.4959358453e+04 1.2899774421e+04
5.5275457085e+01 1.5028458819e+04 1.2903204993e+04
5.5447568055e+01 1.5097883499e+04 1.2906630424e+04
5.5620214925e+01 1.5167634031e+04 1.2910050719e+04
5.5793399365e+01 1.5237711961e+04 1.2913465886e+04
5.5967123049e+01 1.5308118841e+04 1.2916875931e+04
5.6141387656e+01 1.5378856231e+04 1.2920280860e+04
5.6316194869e+01 1.5449925700e+04 1.2923680681e+04
5.6491546380e+01 1.5521328822e+04 1.2927075399e+04
5.6667443881e+01 1.5593067180e+04 1.2930465021e+04
5.6843889074e+01 1.5665142363e+04 1.2933849554e+04
5.7020883663e+01 1.5737555971e+04 1.2937229004e+04
5.7198429360e+01 1.5810309608e+04 1.2940603378e+04
5.7376527880e+01 1.5883404889e+04 1.2943972681e+04
5.7555180945e+01 1.5956843433e+04 1.2947336922e+04
5.7734390281e+01 1.6030626869e+04 1.2950696106e+04
5.7914157621e+01 1.6104756836e+04 1.2954050239e+04
5.8094484701e+01 1.6179234975e+04 1.2957399328e+04
5.8275373265e+01 1.6254062942e+04 1.2960743380e+04
5.8456825061e+01 1.6329242394e+04 1.2964082401e+04
5.8638841843e+01 1.6404775002e+04 1.2967416397e+04
5.8821425370e+01 1.6480662441e+04 1.2970745376e+04
5.9004577406e+01 1.6556906395e+04 1.2974069343e+04
5.9188299722e+01 1.6633508557e+04 1.2977388304e+04
5.9372594094e+01 1.6710470628e+04 1.2980702267e+04
5.9557462302e+01 1.6787794316e+04 1.2984011238e+04
5.9742906134e+01 1.6865481338e+04 1.2987315223e+04
5.9928927381e+01 1.6943533420e+04 1.2990614229e+04
6.0115527842e+01 1.7021952295e+04 1.2993908261e+04
6.0302709320e+01 1.7100739705e+04 1.2997197327e+04
6.0490473624e+01 1.7179897400e+04 1.3000481433e+04
6.0678822569e+01 1.7259427138e+04 1.3003760586e+04
6.0867757976e+01 1.7339330688e+04 1.3007034791e+04
6.1057281670e+01 1.7419609824e+04 1.3010304055e+04
6.1247395483e+01 1.7500266330e+04 1.3013568384e+04
6.1438101253e+01 1.7581302000e+04 1.3016827786e+04
6.1629400822e+01 1.7662718634e+04 1.3020082265e+04
6.1821296041e+01 1.7744518043e+04 1.3023331830e+04
6.2013788762e+01 1.7826702045e+04 1.3026576485e+04
6.2206880848e+01 1.7909272467e+04 1.3029816238e+04
6.2400574163e+01 1.7992231147e+04 1.3033051094e+04
6.2594870581e+01 1.8075579929e+04 1.3036281061e+04
6.2789771978e+01 1.8159320666e+04 1.3039506144e+04
6.2985280240e+01 1.8243455223e+04 1.3042726349e+04
6.3181397254e+01 1.8327985470e+04 1.3045941684e+04
6.3378124918e+01 1.8412913289e+04 1.3049152155e+04
6.3575465131e+01 1.8498240569e+04 1.3052357767e+04
6.3773419802e+01 1.8583969209e+04 1.3055558528e+04
6.3971990843e+01 1.8670101118e+04 1.3058754442e+04
6.4171180175e+01 1.8756638213e+04 1.3061945518e+04
6.4370989721e+01 1.8843582421e+04 1.3065131761e+04
6.4571421414e+01 1.8930935676e+04 1.3068313177e+04
6.4772477190e+01 1.9018699926e+04 1.3071489773e+04
6.4974158992e+01 1.9106877123e+04 1.3074661555e+04
6.5176468771e+01 1.9195469232e+04 1.3077828529e+04
6.5379408480e+01 1.9284478226e+04 1.3080990702e+04
6.5582980082e+01 1.9373906089e+04 1.3084148079e+04
6.5787185544e+01 1.9463754813e+04 1.3087300668e+04
6.5992026840e+01 1.9554026399e+04 1.3090448474e+04
6.6197505950e+01 1.9644722860e+04 1.3093591504e+04
6.6403624859e+01 1.9735846217e+04 1.3096729763e+04
6.6610385559e+01 1.9827398500e+04 1.3099863259e+04
6.6817790050e+01 1.9919381752e+04 1.3102991997e+04
6.7025840334e+01 2.0011798023e+04 1.3106115984e+04
6.7234538425e+01 2.0104649373e+04 1.3109235226e+04
6.7443886338e+01 2.0197937874e+04 1.3112349729e+04
6.7653886096e+01 2.0291665605e+04 1.3115459499e+04
6.7864539730e+01 2.0385834657e+04 1.3118564543e+04
6.8075849275e+01 2.0480447132e+04 1.3121664866e+04
6.8287816774e+01 2.0575505140e+04 1.3124760476e+04
6.8500444275e+01 2.0671010801e+04 1.3127851377e+04
6.8713733834e+01 2.0766966248e+04 1.3130937577e+04
6.8927687512e+01 2.0863373621e+04 1.3134019082e+04
6.9142307376e+01 2.0960235073e+04 1.3137095898e+04
6.9357595501e+01 2.1057552766e+04 1.3140168030e+04
6.9573553968e+01 2.1155328872e+04 1.3143235485e+04
6.9790184864e+01 2.1253565576e+04 1.3146298270e+04
7.0007490283e+01 2.1352265069e+04 1.3149356390e+04
7.0225472325e+01 2.1451429558e+04 1.3152409852e+04
7.0444133097e+01 2.1551061256e+04 1.3155458662e+04
7.0663474711e+01 2.1651162390e+04 1.3158502825e+04
7.0883499289e+01 2.1751735196e+04 1.3161542348e+04
7.1104208957e+01 2.1852781920e+04 1.3164577238e+04
7.1325605847e+01 2.1954304822e+04 1.3167607500e+04
7.1547692100e+01 2.2056306169e+04 1.3170633141e+04
7.1770469862e+01 2.2158788243e+04 1.3173654165e+04
7.1993941286e+01 2.2261753333e+04 1.3176670581e+04
7.2218108533e+01 2.2365203743e+04 1.3179682393e+04
7.2442973768e+01 2.2469141784e+04 1.3182689609e+04
7.2668539165e+01 2.2573569782e+04 1.3185692233e+04
7.2894806904e+01 2.2678490071e+04 1.3188690272e+04
7.3121779172e+01 2.2783904999e+04 1.3191683733e+04
7.3349458162e+01 2.2889816924e+04 1.3194672620e+04
7.3577846076e+01 2.2996228215e+04 1.3197656941e+04
7.3806945121e+01 2.3103141254e+04 1.3200636701e+04
7.4036757510e+01 2.3210558433e+04 1.3203611907e+04
7.4267285465e+01 2.3318482156e+04 1.3206582564e+04
7.4498531214e+01 2.3426914839e+04 1.3209548679e+04
7.4730496992e+01 2.3535858908e+04 1.3212510257e+04
7.4963185040e+01 2.3645316805e+04 1.3215467305e+04
7.5196597609e+01 2.3755290979e+04 1.3218419829e+04
7.5430736954e+01 2.3865783892e+04 1.3221367834e+04
7.5665605337e+01 2.3976798021e+04 1.3224311327e+04
7.5901205029e+01 2.4088335852e+04 1.3227250313e+04
7.6137538307e+01 2.4200399883e+04 1.3230184799e+04
7.6374607454e+01 2.4312992625e+04 1.3233114791e+04
7.6612414763e+01 2.4426116601e+04 1.3236040295e+04
7.6850962532e+01 2.4539774347e+04 1.3238961317e+04
7.7090253066e+01 2.4653968410e+04 1.3241877862e+04
7.7330288678e+01 2.4768701350e+04 1.3244789936e+04
7.7571071688e+01 2.4883975738e+04 1.3247697547e+04
7.7812604423e+01 2.4999794161e+04 1.3250600699e+04
7.8054889217e+01 2.5116159214e+04 1.3253499398e+04
7.8297928413e+01 2.5233073508e+04 1.3256393651e+04
7.8541724359e+01 2.5350539665e+04 1.3259283464e+04
7.8786279411e+01 2.5468560320e+04 1.3262168842e+04
7.9031595933e+01 2.5587138121e+04 1.3265049791e+04
7.9277676296e+01 2.5706275729e+04 1.3267926318e+04
7.9524522879e+01 2.5825975817e+04 1.3270798428e+04
7.9772138067e+01 2.5946241073e+04 1.3273666127e+04
8.0020524254e+01 2.6067074195e+04 1.3276529421e+04
8.0269683839e+01 2.6188477896e+04 1.3279388316e+04
8.0519619232e+01 2.6310454902e+04 1.3282242817e+04
8.0770332848e+01 2.6433007953e+04 1.3285092932e+04
8.1021827109e+01 2.6556139800e+04 1.3287938665e+04
8.1274104448e+01 2.6679853210e+04 1.3290780023e+04
8.1527167301e+01 2.6804150961e+04 1.3293617011e+04
8.1781018115e+01 2.6929035846e+04 1.3296449636e+04
8.2035659343e+01 2.7054510671e+04 1.3299277902e+04
8.2291093446e+01 2.7180578255e+04 1.3302101817e+04
8.2547322894e+01 2.7307241434e+04 1.3304921386e+04
8.2804350163e+01 2.7434503052e+04 1.3307736614e+04
8.3062177736e+01 2.7562365972e+04 1.3310547508e+04
8.3320808105e+01 2.7690833069e+04 1.3313354073e+04
8.3580243772e+01 2.7819907230e+04 1.3316156315e+04
8.3840487242e+01 2.7949591360e+04 1.3318954241e+04
8.4101541030e+01 2.8079888375e+04 1.3321747855e+04
8.4363407662e+01 2.8210801206e+04 1.3324537164e+04
8.4626089666e+01 2.8342332799e+04 1.3327322174e+04
8.4889589582e+01 2.8474486114e+04 1.3330102890e+04
8.5153909957e+01 2.8607264123e+04 1.3332879318e+04
8.5419053345e+01 2.8740669816e+04 1.3335651464e+04
8.5685022309e+01 2.8874706197e+04 1.3338419333e+04
