alpha,k,P_R
7.000000e-02,1.519911e-04,3.135539e-09
7.000000e-02,1.747528e-04,3.118999e-09
7.000000e-02,2.009233e-04,3.102546e-09
7.000000e-02,2.310130e-04,3.086180e-09
7.000000e-02,2.656088e-04,3.069900e-09
7.000000e-02,3.053856e-04,3.053707e-09
7.000000e-02,3.511192e-04,3.037598e-09
7.000000e-02,4.037017e-04,3.021575e-09
7.000000e-02,4.641589e-04,3.005636e-09
7.000000e-02,5.336699e-04,2.989781e-09
7.000000e-02,6.135907e-04,2.974010e-09
7.000000e-02,7.054802e-04,2.958322e-09
7.000000e-02,8.111308e-04,2.942717e-09
7.000000e-02,9.326033e-04,2.927194e-09
7.000000e-02,1.072267e-03,2.911753e-09
7.000000e-02,1.232847e-03,2.896394e-09
7.000000e-02,1.417474e-03,2.881115e-09
7.000000e-02,1.629751e-03,2.865917e-09
7.000000e-02,1.873817e-03,2.850800e-09
7.000000e-02,2.154435e-03,2.835762e-09
7.000000e-02,2.477076e-03,2.820803e-09
7.000000e-02,2.848036e-03,2.805923e-09
7.000000e-02,3.274549e-03,2.791122e-09
7.000000e-02,3.764936e-03,2.776399e-09
7.000000e-02,4.328761e-03,2.761753e-09
7.000000e-02,4.977024e-03,2.747185e-09
7.000000e-02,5.722368e-03,2.732694e-09
7.000000e-02,6.579332e-03,2.718279e-09
7.000000e-02,7.564633e-03,2.703940e-09
7.000000e-02,8.697490e-03,2.689676e-09
7.000000e-02,1.000000e-02,2.675488e-09
7.000000e-02,1.149757e-02,2.661375e-09
7.000000e-02,1.321941e-02,2.647336e-09
7.000000e-02,1.519911e-02,2.633372e-09
7.000000e-02,1.747528e-02,2.619481e-09
7.000000e-02,2.009233e-02,2.605663e-09
7.000000e-02,2.310130e-02,2.591918e-09
7.000000e-02,2.656088e-02,2.578246e-09
7.000000e-02,3.053856e-02,2.564645e-09
7.000000e-02,3.511192e-02,2.551117e-09
7.000000e-02,4.037017e-02,2.537660e-09
7.000000e-02,4.641589e-02,2.524273e-09
7.000000e-02,5.336699e-02,2.510958e-09
7.000000e-02,6.135907e-02,2.497713e-09
7.000000e-02,7.054802e-02,2.484537e-09
7.000000e-02,8.111308e-02,2.471431e-09
7.000000e-02,9.326033e-02,2.458394e-09
7.000000e-02,1.072267e-01,2.445426e-09
7.000000e-02,1.232847e-01,2.432527e-09
7.000000e-02,1.417474e-01,2.419695e-09
7.000000e-02,1.629751e-01,2.406931e-09
7.000000e-02,1.873817e-01,2.394235e-09
7.000000e-02,2.154435e-01,2.381605e-09
7.000000e-02,2.477076e-01,2.369042e-09
7.000000e-02,2.848036e-01,2.356545e-09
7.000000e-02,3.274549e-01,2.344115e-09
7.000000e-02,3.764936e-01,2.331749e-09
7.000000e-02,4.328761e-01,2.319449e-09
7.000000e-02,4.977024e-01,2.307214e-09
7.000000e-02,5.722368e-01,2.295044e-09
7.000000e-02,6.579332e-01,2.282937e-09
7.000000e-02,7.564633e-01,2.270895e-09
7.000000e-02,8.697490e-01,2.258916e-09
7.000000e-02,1.000000e+00,2.247000e-09
7.000000e-02,1.149757e+00,2.235147e-09
7.000000e-02,1.321941e+00,2.223357e-09
7.000000e-02,1.519911e+00,2.211628e-09
7.000000e-02,1.747528e+00,2.199962e-09
7.000000e-02,2.009233e+00,2.188357e-09
7.000000e-02,2.310130e+00,2.176814e-09
7.000000e-02,2.656088e+00,2.165331e-09
7.000000e-02,3.053856e+00,2.153909e-09
7.000000e-02,3.511192e+00,2.142547e-09
7.000000e-02,4.037017e+00,2.131245e-09
7.000000e-02,4.641589e+00,2.120003e-09
7.000000e-02,5.336699e+00,2.108820e-09
7.000000e-02,6.135907e+00,2.097696e-09
7.000000e-02,7.054802e+00,2.086630e-09
7.000000e-02,8.111308e+00,2.075623e-09
7.000000e-02,9.326033e+00,2.064674e-09
7.000000e-02,1.072267e+01,2.053783e-09
7.000000e-02,1.232847e+01,2.042949e-09
7.000000e-02,1.417474e+01,2.032173e-09
7.000000e-02,1.629751e+01,2.021453e-09
7.000000e-02,1.873817e+01,2.010790e-09
7.000000e-02,2.154435e+01,2.000183e-09
7.000000e-02,2.477076e+01,1.989632e-09
7.000000e-02,2.848036e+01,1.979137e-09
7.000000e-02,3.274549e+01,1.968697e-09
7.000000e-02,3.764936e+01,1.958312e-09
7.000000e-02,4.328761e+01,1.947982e-09
7.000000e-02,4.977024e+01,1.937706e-09
7.000000e-02,5.722368e+01,1.927485e-09
7.000000e-02,6.579332e+01,1.917317e-09
7.000000e-02,7.564633e+01,1.907203e-09
7.000000e-02,8.697490e+01,1.897143e-09
7.000000e-02,1.000000e+02,1.887135e-09
8.000000e-02,1.000000e-04,3.227328e-09
8.000000e-02,1.149757e-04,3.210124e-09
8.000000e-02,1.321941e-04,3.193013e-09
8.000000e-02,1.519911e-04,3.175992e-09
8.000000e-02,1.747528e-04,3.159062e-09
8.000000e-02,2.009233e-04,3.142223e-09
8.000000e-02,2.310130e-04,3.125473e-09
8.000000e-02,2.656088e-04,3.108813e-09
8.000000e-02,3.053856e-04,3.092241e-09
8.000000e-02,3.511192e-04,3.075758e-09
8.000000e-02,4.037017e-04,3.059362e-09
8.000000e-02,4.641589e-04,3.043054e-09
8.000000e-02,5.336699e-04,3.026833e-09
8.000000e-02,6.135907e-04,3.010699e-09
8.000000e-02,7.054802e-04,2.994650e-09
8.000000e-02,8.111308e-04,2.978687e-09
8.000000e-02,9.326033e-04,2.962809e-09
8.000000e-02,1.072267e-03,2.947016e-09
8.000000e-02,1.232847e-03,2.931307e-09
8.000000e-02,1.417474e-03,2.915681e-09
8.000000e-02,1.629751e-03,2.900139e-09
8.000000e-02,1.873817e-03,2.884680e-09
8.000000e-02,2.154435e-03,2.869303e-09
8.000000e-02,2.477076e-03,2.854008e-09
8.000000e-02,2.848036e-03,2.838795e-09
8.000000e-02,3.274549e-03,2.823662e-09
8.000000e-02,3.764936e-03,2.808611e-09
8.000000e-02,4.328761e-03,2.793639e-09
8.000000e-02,4.977024e-03,2.778748e-09
8.000000e-02,5.722368e-03,2.763935e-09
8.000000e-02,6.579332e-03,2.749202e-09
8.000000e-02,7.564633e-03,2.734548e-09
8.000000e-02,8.697490e-03,2.719971e-09
8.000000e-02,1.000000e-02,2.705472e-09
8.000000e-02,1.149757e-02,2.691050e-09
8.000000e-02,1.321941e-02,2.676706e-09
8.000000e-02,1.519911e-02,2.662437e-09
8.000000e-02,1.747528e-02,2.648245e-09
8.000000e-02,2.009233e-02,2.634129e-09
8.000000e-02,2.310130e-02,2.620087e-09
8.000000e-02,2.656088e-02,2.606121e-09
8.000000e-02,3.053856e-02,2.592229e-09
8.000000e-02,3.511192e-02,2.578411e-09
8.000000e-02,4.037017e-02,2.564667e-09
8.000000e-02,4.641589e-02,2.550996e-09
8.000000e-02,5.336699e-02,2.537397e-09
8.000000e-02,6.135907e-02,2.523872e-09
8.000000e-02,7.054802e-02,2.510418e-09
8.000000e-02,8.111308e-02,2.497036e-09
8.000000e-02,9.326033e-02,2.483726e-09
8.000000e-02,1.072267e-01,2.470486e-09
8.000000e-02,1.232847e-01,2.457317e-09
8.000000e-02,1.417474e-01,2.444218e-09
8.000000e-02,1.629751e-01,2.431189e-09
8.000000e-02,1.873817e-01,2.418230e-09
8.000000e-02,2.154435e-01,2.405340e-09
8.000000e-02,2.477076e-01,2.392518e-09
8.000000e-02,2.848036e-01,2.379764e-09
8.000000e-02,3.274549e-01,2.367079e-09
8.000000e-02,3.764936e-01,2.354461e-09
8.000000e-02,4.328761e-01,2.341911e-09
8.000000e-02,4.977024e-01,2.329427e-09
8.000000e-02,5.722368e-01,2.317010e-09
8.000000e-02,6.579332e-01,2.304659e-09
8.000000e-02,7.564633e-01,2.292374e-09
8.000000e-02,8.697490e-01,2.280154e-09
8.000000e-02,1.000000e+00,2.268000e-09
8.000000e-02,1.149757e+00,2.255910e-09
8.000000e-02,1.321941e+00,2.243885e-09
8.000000e-02,1.519911e+00,2.231924e-09
8.000000e-02,1.747528e+00,2.220027e-09
8.000000e-02,2.009233e+00,2.208193e-09
8.000000e-02,2.310130e+00,2.196422e-09
8.000000e-02,2.656088e+00,2.184714e-09
8.000000e-02,3.053856e+00,2.173068e-09
8.000000e-02,3.511192e+00,2.161485e-09
8.000000e-02,4.037017e+00,2.149963e-09
8.000000e-02,4.641589e+00,2.138502e-09
8.000000e-02,5.336699e+00,2.127103e-09
8.000000e-02,6.135907e+00,2.115764e-09
8.000000e-02,7.054802e+00,2.104486e-09
8.000000e-02,8.111308e+00,2.093268e-09
8.000000e-02,9.326033e+00,2.082110e-09
8.000000e-02,1.072267e+01,2.071011e-09
8.000000e-02,1.232847e+01,2.059972e-09
8.000000e-02,1.417474e+01,2.048991e-09
8.000000e-02,1.629751e+01,2.038069e-09
8.000000e-02,1.873817e+01,2.027205e-09
8.000000e-02,2.154435e+01,2.016399e-09
8.000000e-02,2.477076e+01,2.005650e-09
8.000000e-02,2.848036e+01,1.994959e-09
8.000000e-02,3.274549e+01,1.984325e-09
8.000000e-02,3.764936e+01,1.973747e-09
8.000000e-02,4.328761e+01,1.963226e-09
8.000000e-02,4.977024e+01,1.952761e-09
8.000000e-02,5.722368e+01,1.942352e-09
8.000000e-02,6.579332e+01,1.931998e-09
8.000000e-02,7.564633e+01,1.921699e-09
8.000000e-02,8.697490e+01,1.911456e-09
8.000000e-02,1.000000e+02,1.901267e-09
9.000000e-02,1.000000e-04,3.269232e-09
9.000000e-02,1.149757e-04,3.251624e-09
9.000000e-02,1.321941e-04,3.234111e-09
9.000000e-02,1.519911e-04,3.216692e-09
9.000000e-02,1.747528e-04,3.199366e-09
9.000000e-02,2.009233e-04,3.182134e-09
9.000000e-02,2.310130e-04,3.164995e-09
9.000000e-02,2.656088e-04,3.147948e-09
9.000000e-02,3.053856e-04,3.130993e-09
9.000000e-02,3.511192e-04,3.114130e-09
9.000000e-02,4.037017e-04,3.097357e-09
9.000000e-02,4.641589e-04,3.080674e-09
9.000000e-02,5.336699e-04,3.064082e-09
9.000000e-02,6.135907e-04,3.047578e-09
9.000000e-02,7.054802e-04,3.031164e-09
9.000000e-02,8.111308e-04,3.014838e-09
9.000000e-02,9.326033e-04,2.998600e-09
9.000000e-02,1.072267e-03,2.982449e-09
9.000000e-02,1.232847e-03,2.966386e-09
9.000000e-02,1.417474e-03,2.950409e-09
9.000000e-02,1.629751e-03,2.934517e-09
9.000000e-02,1.873817e-03,2.918712e-09
9.000000e-02,2.154435e-03,2.902992e-09
9.000000e-02,2.477076e-03,2.887356e-09
9.000000e-02,2.848036e-03,2.871805e-09
9.000000e-02,3.274549e-03,2.856337e-09
9.000000e-02,3.764936e-03,2.840953e-09
9.000000e-02,4.328761e-03,2.825651e-09
9.000000e-02,4.977024e-03,2.810432e-09
9.000000e-02,5.722368e-03,2.795295e-09
9.000000e-02,6.579332e-03,2.780239e-09
9.000000e-02,7.564633e-03,2.765265e-09
9.000000e-02,8.697490e-03,2.750371e-09
9.000000e-02,1.000000e-02,2.735557e-09
9.000000e-02,1.149757e-02,2.720823e-09
9.000000e-02,1.321941e-02,2.706169e-09
9.000000e-02,1.519911e-02,2.691593e-09
9.000000e-02,1.747528e-02,2.677096e-09
9.000000e-02,2.009233e-02,2.662677e-09
9.000000e-02,2.310130e-02,2.648336e-09
9.000000e-02,2.656088e-02,2.634072e-09
9.000000e-02,3.053856e-02,2.619885e-09
9.000000e-02,3.511192e-02,2.605774e-09
9.000000e-02,4.037017e-02,2.591739e-09
9.000000e-02,4.641589e-02,2.577780e-09
9.000000e-02,5.336699e-02,2.563896e-09
9.000000e-02,6.135907e-02,2.550086e-09
9.000000e-02,7.054802e-02,2.536351e-09
9.000000e-02,8.111308e-02,2.522691e-09
9.000000e-02,9.326033e-02,2.509103e-09
9.000000e-02,1.072267e-01,2.495589e-09
9.000000e-02,1.232847e-01,2.482148e-09
9.000000e-02,1.417474e-01,2.468779e-09
9.000000e-02,1.629751e-01,2.455482e-09
9.000000e-02,1.873817e-01,2.442256e-09
9.000000e-02,2.154435e-01,2.429102e-09
9.000000e-02,2.477076e-01,2.416019e-09
9.000000e-02,2.848036e-01,2.403006e-09
9.000000e-02,3.274549e-01,2.390063e-09
9.000000e-02,3.764936e-01,2.377190e-09
9.000000e-02,4.328761e-01,2.364387e-09
9.000000e-02,4.977024e-01,2.351652e-09
9.000000e-02,5.722368e-01,2.338986e-09
9.000000e-02,6.579332e-01,2.326388e-09
9.000000e-02,7.564633e-01,2.313858e-09
9.000000e-02,8.697490e-01,2.301395e-09
9.000000e-02,1.000000e+00,2.289000e-09
9.000000e-02,1.149757e+00,2.276671e-09
9.000000e-02,1.321941e+00,2.264409e-09
9.000000e-02,1.519911e+00,2.252213e-09
9.000000e-02,1.747528e+00,2.240082e-09
9.000000e-02,2.009233e+00,2.228017e-09
9.000000e-02,2.310130e+00,2.216017e-09
9.000000e-02,2.656088e+00,2.204081e-09
9.000000e-02,3.053856e+00,2.192210e-09
9.000000e-02,3.511192e+00,2.180403e-09
9.000000e-02,4.037017e+00,2.168659e-09
9.000000e-02,4.641589e+00,2.156978e-09
9.000000e-02,5.336699e+00,2.145361e-09
9.000000e-02,6.135907e+00,2.133806e-09
9.000000e-02,7.054802e+00,2.122313e-09
9.000000e-02,8.111308e+00,2.110882e-09
9.000000e-02,9.326033e+00,2.099513e-09
9.000000e-02,1.072267e+01,2.088205e-09
9.000000e-02,1.232847e+01,2.076958e-09
9.000000e-02,1.417474e+01,2.065771e-09
9.000000e-02,1.629751e+01,2.054645e-09
9.000000e-02,1.873817e+01,2.043578e-09
9.000000e-02,2.154435e+01,2.032571e-09
9.000000e-02,2.477076e+01,2.021624e-09
9.000000e-02,2.848036e+01,2.010735e-09
9.000000e-02,3.274549e+01,1.999905e-09
9.000000e-02,3.764936e+01,1.989134e-09
9.000000e-02,4.328761e+01,1.978420e-09
9.000000e-02,4.977024e+01,1.967764e-09
9.000000e-02,5.722368e+01,1.957166e-09
9.000000e-02,6.579332e+01,1.946624e-09
9.000000e-02,7.564633e+01,1.936140e-09
9.000000e-02,8.697490e+01,1.925712e-09
9.000000e-02,1.000000e+02,1.915340e-09
1.000000e-01,1.000000e-04,3.311403e-09
1.000000e-01,1.149757e-04,3.293383e-09
1.000000e-01,1.321941e-04,3.275462e-09
1.000000e-01,1.519911e-04,3.257638e-09
1.000000e-01,1.747528e-04,3.239912e-09
1.000000e-01,2.009233e-04,3.222282e-09
1.000000e-01,2.310130e-04,3.204747e-09
1.000000e-01,2.656088e-04,3.187309e-09
1.000000e-01,3.053856e-04,3.169965e-09
1.000000e-01,3.511192e-04,3.152715e-09
1.000000e-01,4.037017e-04,3.135559e-09
1.000000e-01,4.641589e-04,3.118497e-09
1.000000e-01,5.336699e-04,3.101527e-09
1.000000e-01,6.135907e-04,3.084650e-09
1.000000e-01,7.054802e-04,3.067865e-09
1.000000e-01,8.111308e-04,3.051171e-09
1.000000e-01,9.326033e-04,3.034568e-09
1.000000e-01,1.072267e-03,3.018055e-09
1.000000e-01,1.232847e-03,3.001632e-09
1.000000e-01,1.417474e-03,2.985298e-09
1.000000e-01,1.629751e-03,2.969054e-09
1.000000e-01,1.873817e-03,2.952897e-09
1.000000e-01,2.154435e-03,2.936829e-09
1.000000e-01,2.477076e-03,2.920848e-09
1.000000e-01,2.848036e-03,2.904954e-09
1.000000e-01,3.274549e-03,2.889146e-09
1.000000e-01,3.764936e-03,2.873425e-09
1.000000e-01,4.328761e-03,2.857789e-09
1.000000e-01,4.977024e-03,2.842238e-09
1.000000e-01,5.722368e-03,2.826772e-09
1.000000e-01,6.579332e-03,2.811390e-09
1.000000e-01,7.564633e-03,2.796091e-09
1.000000e-01,8.697490e-03,2.780876e-09
1.000000e-01,1.000000e-02,2.765744e-09
1.000000e-01,1.149757e-02,2.750694e-09
1.000000e-01,1.321941e-02,2.735726e-09
1.000000e-01,1.519911e-02,2.720839e-09
1.000000e-01,1.747528e-02,2.706034e-09
1.000000e-01,2.009233e-02,2.691309e-09
1.000000e-01,2.310130e-02,2.676664e-09
1.000000e-01,2.656088e-02,2.662098e-09
1.000000e-01,3.053856e-02,2.647612e-09
1.000000e-01,3.511192e-02,2.633205e-09
1.000000e-01,4.037017e-02,2.618876e-09
1.000000e-01,4.641589e-02,2.604626e-09
1.000000e-01,5.336699e-02,2.590452e-09
1.000000e-01,6.135907e-02,2.576356e-09
1.000000e-01,7.054802e-02,2.562337e-09
1.000000e-01,8.111308e-02,2.548394e-09
1.000000e-01,9.326033e-02,2.534526e-09
1.000000e-01,1.072267e-01,2.520735e-09
1.000000e-01,1.232847e-01,2.507018e-09
1.000000e-01,1.417474e-01,2.493376e-09
1.000000e-01,1.629751e-01,2.479808e-09
1.000000e-01,1.873817e-01,2.466314e-09
1.000000e-01,2.154435e-01,2.452893e-09
1.000000e-01,2.477076e-01,2.439546e-09
1.000000e-01,2.848036e-01,2.426271e-09
1.000000e-01,3.274549e-01,2.413068e-09
1.000000e-01,3.764936e-01,2.399937e-09
1.000000e-01,4.328761e-01,2.386878e-09
1.000000e-01,4.977024e-01,2.373889e-09
1.000000e-01,5.722368e-01,2.360972e-09
1.000000e-01,6.579332e-01,2.348124e-09
1.000000e-01,7.564633e-01,2.335347e-09
1.000000e-01,8.697490e-01,2.322639e-09
1.000000e-01,1.000000e+00,2.310000e-09
1.000000e-01,1.149757e+00,2.297430e-09
1.000000e-01,1.321941e+00,2.284928e-09
1.000000e-01,1.519911e+00,2.272495e-09
1.000000e-01,1.747528e+00,2.260129e-09
1.000000e-01,2.009233e+00,2.247830e-09
1.000000e-01,2.310130e+00,2.235598e-09
1.000000e-01,2.656088e+00,2.223433e-09
1.000000e-01,3.053856e+00,2.211334e-09
1.000000e-01,3.511192e+00,2.199301e-09
1.000000e-01,4.037017e+00,2.187334e-09
1.000000e-01,4.641589e+00,2.175431e-09
1.000000e-01,5.336699e+00,2.163593e-09
1.000000e-01,6.135907e+00,2.151820e-09
1.000000e-01,7.054802e+00,2.140111e-09
1.000000e-01,8.111308e+00,2.128465e-09
1.000000e-01,9.326033e+00,2.116883e-09
1.000000e-01,1.072267e+01,2.105364e-09
1.000000e-01,1.232847e+01,2.093907e-09
1.000000e-01,1.417474e+01,2.082513e-09
1.000000e-01,1.629751e+01,2.071181e-09
1.000000e-01,1.873817e+01,2.059910e-09
1.000000e-01,2.154435e+01,2.048701e-09
1.000000e-01,2.477076e+01,2.037553e-09
1.000000e-01,2.848036e+01,2.026466e-09
1.000000e-01,3.274549e+01,2.015439e-09
1.000000e-01,3.764936e+01,2.004471e-09
1.000000e-01,4.328761e+01,1.993564e-09
1.000000e-01,4.977024e+01,1.982716e-09
1.000000e-01,5.722368e+01,1.971927e-09
1.000000e-01,6.579332e+01,1.961196e-09
1.000000e-01,7.564633e+01,1.950524e-09
1.000000e-01,8.697490e+01,1.939910e-09
1.000000e-01,1.000000e+02,1.929354e-09
