ell,cl_lcdm,cl_mcgt,delta_cls,delta_cls_rel
670,2.4292460646603765e-10,2.4292460646603765e-10,0.0,0.0
671,2.4284361208079575e-10,2.428436120807958e-10,5.169878828456423e-26,2.1288922463961573e-16
672,2.427882864745795e-10,2.427882864745795e-10,0.0,0.0
673,2.42758616666438e-10,2.42758616666438e-10,0.0,0.0
674,2.427545901198648e-10,2.427545901198648e-10,0.0,0.0
675,2.427771947487006e-10,2.427771947487006e-10,0.0,0.0
676,2.4282541892414413e-10,2.4282541892414413e-10,0.0,0.0
677,2.4289925148286893e-10,2.4289925148286893e-10,0.0,0.0
678,2.429976817362269e-10,2.429976817362269e-10,0.0,0.0
679,2.431226994805112e-10,2.431226994805112e-10,0.0,0.0
680,2.432732950082383e-10,2.432732950082383e-10,0.0,0.0
681,2.434484591204005e-10,2.434484591204005e-10,0.0,0.0
682,2.436481831396278e-10,2.4364818313962775e-10,-5.169878828456423e-26,-2.1218622531216305e-16
683,2.438734589241891e-10,2.438734589241891e-10,0.0,0.0
684,2.44124278882754e-10,2.44124278882754e-10,0.0,0.0
685,2.443986359898273e-10,2.443986359898273e-10,0.0,0.0
686,2.446975238017619e-10,2.446975238017619e-10,0.0,0.0
687,2.450209364732461e-10,2.450209364732461e-10,0.0,0.0
688,2.45368868774159e-10,2.45368868774159e-10,0.0,0.0
689,2.4574131610667965e-10,2.4574131610667965e-10,0.0,0.0
690,2.4613727452253284e-10,2.4613727452253284e-10,0.0,0.0
691,2.4655674074024996e-10,2.4655674074024996e-10,0.0,0.0
692,2.469997121623229e-10,2.469997121623229e-10,0.0,0.0
693,2.4746618689212684e-10,2.4746618689212684e-10,0.0,0.0
694,2.479551637504869e-10,2.479551637504869e-10,0.0,0.0
695,2.4846764229176515e-10,2.4846764229176515e-10,0.0,0.0
696,2.4900062281934745e-10,2.4900062281934745e-10,0.0,0.0
697,2.495571064004101e-10,2.4955710640041015e-10,5.169878828456423e-26,2.071621563106859e-16
698,2.501340948798521e-10,2.501340948798521e-10,0.0,0.0
699,2.507335908932821e-10,2.507335908932821e-10,0.0,0.0
700,2.513535978789567e-10,2.513535978789567e-10,0.0,0.0
701,2.5199412018646065e-10,2.5199412018646065e-10,0.0,0.0
702,2.5265416337992897e-10,2.5265416337992897e-10,0.0,0.0
703,2.5333473395260803e-10,2.5333473395260803e-10,0.0,0.0
704,2.5403583923580114e-10,2.5403583923580114e-10,0.0,0.0
705,2.547544874042445e-10,2.547544874042445e-10,0.0,0.0
706,2.554936874799667e-10,2.554936874799667e-10,0.0,0.0
707,2.5625044933458863e-10,2.5625044933458863e-10,0.0,0.0
708,2.5702478369002785e-10,2.5702478369002785e-10,0.0,0.0
709,2.578177021175836e-10,2.578177021175836e-10,0.0,0.0
710,2.586272170353912e-10,2.586272170353912e-10,0.0,0.0
711,2.594533417042411e-10,2.594533417042411e-10,0.0,0.0
712,2.60297090221774e-10,2.60297090221774e-10,0.0,0.0
713,2.611554775150707e-10,2.611554775150707e-10,0.0,0.0
714,2.6202951933166733e-10,2.6202951933166733e-10,0.0,0.0
715,2.6291923222903724e-10,2.6291923222903724e-10,0.0,0.0
716,2.6382263356258987e-10,2.6382263356258987e-10,0.0,0.0
717,2.6473974147224737e-10,2.647397414722474e-10,5.169878828456423e-26,1.9528155462063034e-16
718,2.656705748676688e-10,2.656705748676688e-10,0.0,0.0
719,2.6661415341219897e-10,2.6661415341219897e-10,0.0,0.0
720,2.6757049750562915e-10,2.6757049750562915e-10,0.0,0.0
721,2.68538628265861e-10,2.68538628265861e-10,0.0,0.0
722,2.695185675095736e-10,2.695185675095736e-10,0.0,0.0
723,2.7051033773199866e-10,2.705103377319987e-10,5.169878828456423e-26,1.9111575815554786e-16
724,2.7151296208591286e-10,2.7151296208591286e-10,0.0,0.0
725,2.7252646435995965e-10,2.7252646435995965e-10,0.0,0.0
726,2.735498689564181e-10,2.735498689564182e-10,5.169878828456423e-26,1.8899218808545972e-16
727,2.745832008685351e-10,2.745832008685351e-10,0.0,0.0
728,2.756264856575394e-10,2.756264856575394e-10,0.0,0.0
729,2.766767494294586e-10,2.766767494294586e-10,0.0,0.0
730,2.777360188118539e-10,2.777360188118539e-10,0.0,0.0
731,2.788033209305896e-10,2.788033209305896e-10,0.0,0.0
732,2.798766833867511e-10,2.798766833867511e-10,0.0,0.0
733,2.8095713423381976e-10,2.8095713423381976e-10,0.0,0.0
734,2.820437019552097e-10,2.820437019552097e-10,0.0,0.0
735,2.831344154422661e-10,2.831344154422661e-10,0.0,0.0
736,2.8423130397281795e-10,2.842313039728179e-10,-5.169878828456423e-26,-1.8188984662121653e-16
737,2.8533139719037224e-10,2.8533139719037224e-10,0.0,0.0
738,2.864357250840285e-10,2.864357250840285e-10,0.0,0.0
739,2.8754331796918327e-10,2.8754331796918327e-10,0.0,0.0
740,2.886532064690897e-10,2.886532064690897e-10,0.0,0.0
741,2.897644214973226e-10,2.897644214973226e-10,0.0,0.0
742,2.9087699424119505e-10,2.9087699424119505e-10,0.0,0.0
743,2.9199095614615925e-10,2.919909561461592e-10,-5.169878828456423e-26,-1.7705612861066093e-16
744,2.9310433890121794e-10,2.931043389012179e-10,-5.169878828456423e-26,-1.7638356524632603e-16
745,2.9421717442535853e-10,2.9421717442535853e-10,0.0,0.0
746,2.9532849485501676e-10,2.9532849485501676e-10,0.0,0.0
747,2.964383325325617e-10,2.964383325325617e-10,0.0,0.0
748,2.9754571999578896e-10,2.9754571999578896e-10,0.0,0.0
749,2.986506899683959e-10,2.986506899683959e-10,0.0,0.0
750,2.997522753514038e-10,2.997522753514038e-10,0.0,0.0
751,3.008495090687872e-10,3.008495090687872e-10,0.0,0.0
752,3.0194142362055973e-10,3.019414236205597e-10,-5.169878828456423e-26,-1.7122125101169446e-16
753,3.030290515168368e-10,3.030290515168368e-10,0.0,0.0
754,3.041114254192282e-10,3.041114254192282e-10,0.0,0.0
755,3.051875781361813e-10,3.051875781361813e-10,0.0,0.0
756,3.062565426188938e-10,3.062565426188938e-10,0.0,0.0
757,3.073203519577086e-10,3.0732035195770856e-10,-5.169878828456423e-26,-1.6822442104868693e-16
758,3.083770393788998e-10,3.083770393788997e-10,-5.169878828456423e-26,-1.6764798179751134e-16
759,3.0942663824175534e-10,3.0942663824175534e-10,0.0,0.0
760,3.104681820358587e-10,3.104681820358587e-10,0.0,0.0
761,3.115017043784679e-10,3.1150170437846787e-10,-5.169878828456423e-26,-1.6596630951897235e-16
762,3.1252623901189244e-10,3.1252623901189244e-10,0.0,0.0
763,3.1354181980076474e-10,3.135418198007647e-10,-5.169878828456423e-26,-1.6488642031042437e-16
764,3.1454648072910496e-10,3.1454648072910496e-10,0.0,0.0
765,3.155402558970797e-10,3.155402558970797e-10,0.0,0.0
766,3.1652317951735563e-10,3.165231795173556e-10,-5.169878828456423e-26,-1.6333334058945114e-16
767,3.1749328591095324e-10,3.1749328591095324e-10,0.0,0.0
768,3.1845160950251105e-10,3.18451609502511e-10,-5.169878828456423e-26,-1.6234425181687322e-16
769,3.193951848148709e-10,3.1939518481487084e-10,-5.169878828456423e-26,-1.6186464524983396e-16
770,3.2032604646290627e-10,3.2032604646290627e-10,0.0,0.0
771,3.2124222914651673e-10,3.212422291465167e-10,-5.169878828456423e-26,-1.6093397316386043e-16
772,3.2214276764272015e-10,3.2214276764272015e-10,0.0,0.0
773,3.230286967967826e-10,3.2302869679678254e-10,-5.169878828456423e-26,-1.6004394902750062e-16
774,3.2389805151233223e-10,3.238980515123323e-10,5.169878828456423e-26,1.5961438496827706e-16
775,3.247508667404117e-10,3.247508667404117e-10,0.0,0.0
776,3.255881774674335e-10,3.255881774674335e-10,0.0,0.0
777,3.264090187020112e-10,3.2640901870201113e-10,-5.169878828456423e-26,-1.583865191291226e-16
778,3.272134254606477e-10,3.2721342546064764e-10,-5.169878828456423e-26,-1.5799714883881432e-16
779,3.2800143275227264e-10,3.2800143275227264e-10,0.0,0.0
780,3.287720755616309e-10,3.2877207556163085e-10,-5.169878828456423e-26,-1.5724811237769763e-16
781,3.2952638883152973e-10,3.295263888315297e-10,-5.169878828456423e-26,-1.568881583896312e-16
782,3.30262407443969e-10,3.30262407443969e-10,0.0,0.0
783,3.309811662001802e-10,3.3098116620018013e-10,-5.169878828456423e-26,-1.561985803545582e-16
784,3.3168069979961514e-10,3.3168069979961514e-10,0.0,0.0
785,3.3236104281793164e-10,3.323610428179316e-10,-5.169878828456423e-26,-1.5555008446909037e-16
786,3.330202296840306e-10,3.330202296840306e-10,0.0,0.0
787,3.3365929465621224e-10,3.336592946562122e-10,-5.169878828456423e-26,-1.5494484677201147e-16
788,3.342772717975197e-10,3.3427727179751966e-10,-5.169878828456423e-26,-1.5465840081367992e-16
789,3.3487219495035154e-10,3.348721949503515e-10,-5.169878828456423e-26,-1.5438363968148845e-16
790,3.3544609771042813e-10,3.354460977104281e-10,-5.169878828456423e-26,-1.5411951022066413e-16
791,3.35997013400203e-10,3.3599701340020293e-10,-5.169878828456423e-26,-1.538668089974546e-16
792,3.365259750418168e-10,3.3652597504181676e-10,-5.169878828456423e-26,-1.536249565227175e-16
793,3.370320153296938e-10,3.370320153296937e-10,-5.169878828456423e-26,-1.533942947051813e-16
794,3.375151666028871e-10,3.37515166602887e-10,-5.169878828456423e-26,-1.531747115393836e-16
795,3.3797446081727987e-10,3.379744608172798e-10,-5.169878828456423e-26,-1.529665530334681e-16
796,3.384109295177522e-10,3.3841092951775213e-10,-5.169878828456423e-26,-1.5276926297338231e-16
797,3.388246038104254e-10,3.3882460381042537e-10,-5.169878828456423e-26,-1.5258274547703756e-16
798,3.392145143350955e-10,3.3921451433509543e-10,-5.169878828456423e-26,-1.52407359059799e-16
799,3.3958169123796606e-10,3.39581691237966e-10,-5.169878828456423e-26,-1.5224256671816757e-16
800,3.39925164144793e-10,3.3992516414479296e-10,-5.169878828456423e-26,-1.52088735220976e-16
801,3.4024496254460565e-10,3.402449625446056e-10,-5.169878828456423e-26,-1.5194578605344256e-16
802,3.405421169941713e-10,3.4054211699417127e-10,-5.169878828456423e-26,-1.5181319932138996e-16
803,3.4081465786282923e-10,3.4081465786282923e-10,0.0,0.0
804,3.4106361489826695e-10,3.410636148982669e-10,-5.169878828456423e-26,-1.515810717598388e-16
805,3.4128701720326996e-10,3.412870172032699e-10,-5.169878828456423e-26,-1.5148184864521968e-16
806,3.414838932134755e-10,3.4148389321347545e-10,-5.169878828456423e-26,-1.513945146813856e-16
807,3.416542706762074e-10,3.4165427067620733e-10,-5.169878828456423e-26,-1.5131901668385761e-16
808,3.417981766304679e-10,3.4179817663046784e-10,-5.169878828456423e-26,-1.5125530742797941e-16
809,3.419146373881514e-10,3.4191463738815137e-10,-5.169878828456423e-26,-1.5120378782109368e-16
810,3.420036785165394e-10,3.420036785165394e-10,0.0,0.0
811,3.420653248221258e-10,3.4206532482212577e-10,-5.169878828456423e-26,-1.5113717916730564e-16
812,3.4210160033581484e-10,3.4210160033581484e-10,0.0,0.0
813,3.4211152829952404e-10,3.4211152829952404e-10,0.0,0.0
814,3.4209613115421687e-10,3.420961311542168e-10,-5.169878828456423e-26,-1.5112356901007578e-16
815,3.4205643052937804e-10,3.42056430529378e-10,-5.169878828456423e-26,-1.5114110909873393e-16
816,3.419924472339394e-10,3.4199244723393944e-10,5.169878828456423e-26,1.5116938605722997e-16
817,3.419032012486509e-10,3.4190320124865086e-10,-5.169878828456423e-26,-1.5120884535668916e-16
818,3.4178871171988516e-10,3.417887117198851e-10,-5.169878828456423e-26,-1.5125949603313482e-16
819,3.416479969548542e-10,3.4164799695485414e-10,-5.169878828456423e-26,-1.5132179537231642e-16
820,3.414800744182081e-10,3.4148007441820807e-10,-5.169878828456423e-26,-1.5139620773670415e-16
821,3.412839607299773e-10,3.4128396072997727e-10,-5.169878828456423e-26,-1.5148320528742378e-16
822,3.4105967166481254e-10,3.410596716648125e-10,-5.169878828456423e-26,-1.5158282429642662e-16
823,3.408062221524687e-10,3.4080622215246866e-10,-5.169878828456423e-26,-1.5169555285124872e-16
824,3.405246262794714e-10,3.4052462627947134e-10,-5.169878828456423e-26,-1.518209970580354e-16
825,3.4021589729189936e-10,3.402158972918993e-10,-5.169878828456423e-26,-1.5195876705375577e-16
826,3.398800475992092e-10,3.3988004759920917e-10,-5.169878828456423e-26,-1.5210892386812915e-16
827,3.3951808877902424e-10,3.3951808877902424e-10,0.0,0.0
828,3.391300315828033e-10,3.391300315828033e-10,0.0,0.0
829,3.387178859423036e-10,3.387178859423036e-10,0.0,0.0
830,3.3828166097674603e-10,3.38281660976746e-10,-5.169878828456423e-26,-1.528276411298515e-16
831,3.3782136500059025e-10,3.378213650005902e-10,-5.169878828456423e-26,-1.5303587529010754e-16
832,3.3733600553182557e-10,3.373360055318255e-10,-5.169878828456423e-26,-1.532560634998293e-16
833,3.3682458930068006e-10,3.3682458930068e-10,-5.169878828456423e-26,-1.5348875921411195e-16
834,3.362881222586539e-10,3.362881222586539e-10,0.0,0.0
835,3.3572460958777993e-10,3.3572460958777993e-10,0.0,0.0
836,3.351330557100178e-10,3.3513305571001774e-10,-5.169878828456423e-26,-1.5426347059389419e-16
837,3.345144642966892e-10,3.345144642966892e-10,0.0,0.0
838,3.3386983827786545e-10,3.3386983827786545e-10,0.0,0.0
839,3.331971798516192e-10,3.331971798516192e-10,0.0,0.0
840,3.325004904930609e-10,3.325004904930609e-10,0.0,0.0
841,3.3177877096308077e-10,3.3177877096308077e-10,0.0,0.0
842,3.3103302131672456e-10,3.3103302131672456e-10,0.0,0.0
843,3.302632409111365e-10,3.302632409111365e-10,0.0,0.0
844,3.294724284130107e-10,3.294724284130107e-10,0.0,0.0
845,3.2865758180549566e-10,3.2865758180549566e-10,0.0,0.0
846,3.278206983945071e-10,3.2782069839450703e-10,-5.169878828456423e-26,-1.577044663066049e-16
847,3.2695977481440937e-10,3.2695977481440937e-10,0.0,0.0
848,3.260758070330355e-10,3.260758070330355e-10,0.0,0.0
849,3.251677903560206e-10,3.251677903560206e-10,0.0,0.0
850,3.2423471943043513e-10,3.2423471943043513e-10,0.0,0.0
851,3.2327858783631945e-10,3.2327858783631945e-10,0.0,0.0
852,3.222983868547295e-10,3.222983868547295e-10,0.0,0.0
853,3.2129510670342754e-10,3.2129510670342754e-10,0.0,0.0
854,3.202687369491094e-10,3.202687369491094e-10,0.0,0.0
855,3.192222665075844e-10,3.192222665075844e-10,0.0,0.0
856,3.181536836433281e-10,3.181536836433281e-10,0.0,0.0
857,3.170659759684496e-10,3.170659759684496e-10,0.0,0.0
858,3.159591304411161e-10,3.159591304411161e-10,0.0,0.0
859,3.148331333634894e-10,3.148331333634894e-10,0.0,0.0
860,3.136879703792303e-10,3.136879703792303e-10,0.0,0.0
861,3.125246264706351e-10,3.1252462647063516e-10,5.169878828456423e-26,1.654230863929114e-16
862,3.113420859554726e-10,3.113420859554726e-10,0.0,0.0
863,3.1014233248359336e-10,3.1014233248359336e-10,0.0,0.0
864,3.08924349033387e-10,3.0892434903338703e-10,5.169878828456423e-26,1.6735096617125795e-16
865,3.076881179081688e-10,3.076881179081688e-10,0.0,0.0
866,3.06435620732574e-10,3.06435620732574e-10,0.0,0.0
867,3.0516483844904515e-10,3.0516483844904515e-10,0.0,0.0
868,3.0387675131449565e-10,3.0387675131449565e-10,0.0,0.0
869,3.0257233889723466e-10,3.0257233889723466e-10,0.0,0.0
870,3.012505800742367e-10,3.012505800742367e-10,0.0,0.0
871,2.999124530288392e-10,2.999124530288392e-10,0.0,0.0
872,2.9855893524894953e-10,2.9855893524894953e-10,0.0,0.0
873,2.9718900352584074e-10,2.9718900352584074e-10,0.0,0.0
874,2.9580463395361055e-10,2.9580463395361055e-10,0.0,0.0
875,2.944058019293776e-10,2.944058019293776e-10,0.0,0.0
876,2.929934821542818e-10,2.929934821542818e-10,0.0,0.0
877,2.915676486353533e-10,2.915676486353533e-10,0.0,0.0
878,2.901312746883063e-10,2.901312746883063e-10,0.0,0.0
879,2.886823329413131e-10,2.886823329413131e-10,0.0,0.0
880,2.872227953398017e-10,2.872227953398017e-10,0.0,0.0
881,2.8575163315231975e-10,2.8575163315231975e-10,0.0,0.0
882,2.842708169774952e-10,2.842708169774952e-10,0.0,0.0
883,2.827793167521224e-10,2.827793167521224e-10,0.0,0.0
884,2.812771017603917e-10,2.812771017603917e-10,0.0,0.0
885,2.797651406442735e-10,2.797651406442735e-10,0.0,0.0
886,2.7824340141506187e-10,2.782434014150619e-10,5.169878828456423e-26,1.8580418447172445e-16
887,2.767118514660752e-10,2.767118514660752e-10,0.0,0.0
888,2.751724575865016e-10,2.7517245758650167e-10,5.169878828456423e-26,1.878777721360885e-16
889,2.736231859763727e-10,2.7362318597637277e-10,5.169878828456423e-26,1.8894154784466402e-16
890,2.7206700226264017e-10,2.7206700226264017e-10,0.0,0.0
891,2.705028715163232e-10,2.705028715163232e-10,0.0,0.0
892,2.689317582706884e-10,2.689317582706884e-10,0.0,0.0
893,2.6735362654041645e-10,2.6735362654041645e-10,0.0,0.0
894,2.657704398417059e-10,2.657704398417059e-10,0.0,0.0
895,2.6418016121325527e-10,2.641801612132553e-10,5.169878828456423e-26,1.956951954572819e-16
896,2.6258575323806387e-10,2.6258575323806387e-10,0.0,0.0
897,2.60986178065983e-10,2.60986178065983e-10,0.0,0.0
898,2.5938239743694797e-10,2.5938239743694797e-10,0.0,0.0
899,2.5777537270481563e-10,2.5777537270481563e-10,0.0,0.0
900,2.561650648617306e-10,2.561650648617306e-10,0.0,0.0
901,2.5455143470151187e-10,2.5455143470151187e-10,0.0,0.0
902,2.529364432605501e-10,2.529364432605501e-10,0.0,0.0
903,2.5132005142755604e-10,2.5132005142755604e-10,0.0,0.0
904,2.497022198306519e-10,2.497022198306519e-10,0.0,0.0
905,2.48083908863152e-10,2.48083908863152e-10,0.0,0.0
906,2.464650787093739e-10,2.464650787093739e-10,0.0,0.0
907,2.448476893704014e-10,2.448476893704014e-10,0.0,0.0
908,2.4323070068971655e-10,2.432307006897165e-10,-5.169878828456423e-26,-2.125504228617715e-16
909,2.416150723786244e-10,2.416150723786244e-10,0.0,0.0
910,2.400007640413937e-10,2.400007640413937e-10,0.0,0.0
911,2.383887352000438e-10,2.383887352000438e-10,0.0,0.0
912,2.3677994531870803e-10,2.3677994531870803e-10,0.0,0.0
913,2.3517435382751195e-10,2.3517435382751195e-10,0.0,0.0
914,2.335719201459069e-10,2.335719201459069e-10,0.0,0.0
915,2.3197260370540516e-10,2.3197260370540516e-10,0.0,0.0
916,2.3037836397167035e-10,2.3037836397167035e-10,0.0,0.0
917,2.2878816046591885e-10,2.2878816046591883e-10,-2.5849394142282115e-26,-1.1298396774396348e-16
918,2.272019527855978e-10,2.272019527855978e-10,0.0,0.0
919,2.2562170062430947e-10,2.2562170062430944e-10,-2.5849394142282115e-26,-1.1456962725994536e-16
920,2.2404736379095788e-10,2.2404736379095786e-10,-2.5849394142282115e-26,-1.153746855347974e-16
921,2.2247790222810173e-10,2.224779022281017e-10,-2.5849394142282115e-26,-1.1618859169113925e-16
922,2.2091527602950187e-10,2.2091527602950187e-10,0.0,0.0
923,2.1936044545686054e-10,2.193604454568605e-10,-2.5849394142282115e-26,-1.1783981423107412e-16
924,2.1781137095575353e-10,2.178113709557535e-10,-2.5849394142282115e-26,-1.1867789100658659e-16
925,2.1627101317076477e-10,2.1627101317076477e-10,0.0,0.0
926,2.1473833295983742e-10,2.147383329598374e-10,-2.5849394142282115e-26,-1.2037624482777715e-16
927,2.132142914078626e-10,2.132142914078626e-10,0.0,0.0
928,2.1169984983953147e-10,2.1169984983953144e-10,-2.5849394142282115e-26,-1.2210397958182757e-16
929,2.1019496983148246e-10,2.1019496983148246e-10,0.0,0.0
930,2.0869961322378026e-10,2.0869961322378024e-10,-2.5849394142282115e-26,-1.2385932941123778e-16
931,2.072137421307671e-10,2.072137421307671e-10,0.0,0.0
932,2.0573931895133258e-10,2.0573931895133258e-10,0.0,0.0
933,2.042753063786494e-10,2.0427530637864938e-10,-2.5849394142282115e-26,-1.2654194283457386e-16
934,2.0282266740942876e-10,2.0282266740942873e-10,-2.5849394142282115e-26,-1.2744825059469874e-16
935,2.0138136535274912e-10,2.013813653527491e-10,-2.5849394142282115e-26,-1.2836040761270584e-16
936,1.9995136383851605e-10,1.9995136383851602e-10,-2.5849394142282115e-26,-1.2927840873922972e-16
937,1.9853362682561153e-10,1.9853362682561153e-10,0.0,0.0
938,1.971281186097925e-10,1.9712811860979246e-10,-2.5849394142282115e-26,-1.311299185756954e-16
939,1.9573580383139929e-10,1.9573580383139926e-10,-2.5849394142282115e-26,-1.3206267650729845e-16
940,1.943556474829346e-10,1.9435564748293458e-10,-2.5849394142282115e-26,-1.3300047864342001e-16
941,1.9298961491657177e-10,1.9298961491657174e-10,-2.5849394142282115e-26,-1.3394189191712026e-16
942,1.9163667185165244e-10,1.916366718516524e-10,-2.5849394142282115e-26,-1.348875133997962e-16
943,1.9029778438223043e-10,1.902977843822304e-10,-2.5849394142282115e-26,-1.358365481037932e-16
944,1.88972918984716e-10,1.8897291898471598e-10,-2.5849394142282115e-26,-1.367888810796895e-16
945,1.8766304252567458e-10,1.8766304252567456e-10,-2.5849394142282115e-26,-1.3774365903049666e-16
946,1.8636712226982764e-10,1.863671222698276e-10,-2.5849394142282115e-26,-1.3870147173736268e-16
947,1.8508712588830313e-10,1.850871258883031e-10,-2.5849394142282115e-26,-1.396606815207762e-16
948,1.838220214671761e-10,1.8382202146717606e-10,-2.5849394142282115e-26,-1.406218576858479e-16
949,1.8257177751633824e-10,1.8257177751633822e-10,-2.5849394142282115e-26,-1.4158483032772614e-16
950,1.813383629787286e-10,1.8133836297872857e-10,-2.5849394142282115e-26,-1.4254785207978473e-16
951,1.8012074695015972e-10,1.801207469501597e-10,-2.5849394142282115e-26,-1.4351147538509134e-16
952,1.7891889781996756e-10,1.7891889781996754e-10,-2.5849394142282115e-26,-1.4447548278713626e-16
953,1.7773378415085735e-10,1.7773378415085733e-10,-2.5849394142282115e-26,-1.454388329477169e-16
954,1.7656437497960287e-10,1.7656437497960284e-10,-2.5849394142282115e-26,-1.46402093543889e-16
955,1.7541263982839995e-10,1.7541263982839993e-10,-2.5849394142282115e-26,-1.4736334945742606e-16
956,1.7427754871666845e-10,1.7427754871666845e-10,0.0,0.0
957,1.7316007217329864e-10,1.731600721732986e-10,-5.169878828456423e-26,-2.985606764637062e-16
958,1.7205918124932988e-10,1.7205918124932985e-10,-2.5849394142282115e-26,-1.502354826670012e-16
959,1.7097584753104626e-10,1.7097584753104623e-10,-2.5849394142282115e-26,-1.511874017035553e-16
960,1.6991104315346633e-10,1.699110431534663e-10,-2.5849394142282115e-26,-1.5213486811998756e-16
961,1.6886374081419945e-10,1.6886374081419942e-10,-2.5849394142282115e-26,-1.530784170577162e-16
962,1.6783491378763716e-10,1.6783491378763716e-10,0.0,0.0
963,1.6682453593944095e-10,1.6682453593944092e-10,-2.5849394142282115e-26,-1.5494959417519803e-16
964,1.658325817412851e-10,1.658325817412851e-10,0.0,0.0
965,1.6485902628580815e-10,1.6485902628580812e-10,-2.5849394142282115e-26,-1.5679695995212458e-16
966,1.6390384530172234e-10,1.639038453017223e-10,-2.5849394142282115e-26,-1.5771072420355525e-16
967,1.629680151690284e-10,1.6296801516902837e-10,-2.5849394142282115e-26,-1.5861636478465696e-16
968,1.6205051293427735e-10,1.6205051293427732e-10,-2.5849394142282115e-26,-1.595144234610712e-16
969,1.6115231632582135e-10,1.6115231632582132e-10,-2.5849394142282115e-26,-1.6040349112959216e-16
970,1.6027340376899087e-10,1.6027340376899085e-10,-2.5849394142282115e-26,-1.612831170637643e-16
971,1.5941275440113575e-10,1.5941275440113573e-10,-2.5849394142282115e-26,-1.6215386428388536e-16
972,1.5857134808646532e-10,1.585713480864653e-10,-2.5849394142282115e-26,-1.630142800336605e-16
973,1.5774916543062245e-10,1.5774916543062242e-10,-2.5849394142282115e-26,-1.6386390426674297e-16
974,1.5694718779492648e-10,1.5694718779492646e-10,-2.5849394142282115e-26,-1.6470122533229441e-16
975,1.561633973102202e-10,1.5616339731022018e-10,-2.5849394142282115e-26,-1.655278675253973e-16
976,1.5539877689025662e-10,1.553987768902566e-10,-2.5849394142282115e-26,-1.6634232688032728e-16
977,1.5465431024456313e-10,1.546543102445631e-10,-2.5849394142282115e-26,-1.67143056675272e-16
978,1.539289818907224e-10,1.5392898189072238e-10,-2.5849394142282115e-26,-1.6793065103641868e-16
979,1.5322277716601138e-10,1.5322277716601136e-10,-2.5849394142282115e-26,-1.6870464444248536e-16
980,1.5253668223834292e-10,1.5253668223834292e-10,0.0,0.0
981,1.5186968411645794e-10,1.5186968411645792e-10,-2.5849394142282115e-26,-1.7020772969054227e-16
982,1.5122177065931878e-10,1.5122177065931875e-10,-2.5849394142282115e-26,-1.7093698896382543e-16
983,1.505929305846599e-10,1.505929305846599e-10,0.0,0.0
984,1.499841534766549e-10,1.4998415347665486e-10,-2.5849394142282115e-26,-1.7234750167327235e-16
985,1.4939442979266426e-10,1.4939442979266426e-10,0.0,0.0
986,1.4882375086903382e-10,1.488237508690338e-10,-2.5849394142282115e-26,-1.7369132273134147e-16
987,1.4827310892591732e-10,1.482731089259173e-10,-2.5849394142282115e-26,-1.7433636031195258e-16
988,1.4774149707110362e-10,1.4774149707110362e-10,0.0,0.0
989,1.472289093028336e-10,1.4722890930283356e-10,-2.5849394142282115e-26,-1.755728155882264e-16
990,1.467353405115974e-10,1.4673534051159738e-10,-2.5849394142282115e-26,-1.7616338403657487e-16
991,1.4626078648090934e-10,1.462607864809093e-10,-2.5849394142282115e-26,-1.7673495927533591e-16
992,1.4580624388706143e-10,1.4580624388706143e-10,0.0,0.0
993,1.453697102978647e-10,1.4536971029786467e-10,-2.5849394142282115e-26,-1.7781829577369536e-16
994,1.4495318417039052e-10,1.449531841703905e-10,-2.5849394142282115e-26,-1.7832926051418436e-16
995,1.4455466484773185e-10,1.4455466484773182e-10,-2.5849394142282115e-26,-1.788208922175624e-16
996,1.4417515255480754e-10,1.4417515255480754e-10,0.0,0.0
997,1.4381464839323938e-10,1.4381464839323935e-10,-2.5849394142282115e-26,-1.7974103772517568e-16
998,1.434731543353356e-10,1.4347315433533558e-10,-2.5849394142282115e-26,-1.8016885641104037e-16
999,1.4314967321721967e-10,1.4314967321721965e-10,-2.5849394142282115e-26,-1.8057599127772688e-16
1000,1.4284520873114632e-10,1.428452087311463e-10,-2.5849394142282115e-26,-1.8096087626525936e-16
1001,1.4255776573769494e-10,1.4255776573769491e-10,-2.5849394142282115e-26,-1.8132575246616012e-16
1002,1.4228935121853228e-10,1.4228935121853225e-10,-2.5849394142282115e-26,-1.8166780522164189e-16
1003,1.420379733046568e-10,1.4203797330465677e-10,-2.5849394142282115e-26,-1.819893197633694e-16
1004,1.4180464094532104e-10,1.41804640945321e-10,-2.5849394142282115e-26,-1.822887739777817e-16
1005,1.4158736389704835e-10,1.4158736389704833e-10,-2.5849394142282115e-26,-1.8256851057046195e-16
1006,1.4138815271215966e-10,1.413881527121596e-10,-5.169878828456423e-26,-3.656514870083456e-16
1007,1.4120501872687212e-10,1.4120501872687207e-10,-5.169878828456423e-26,-3.6612571387822532e-16
1008,1.410389740490312e-10,1.4103897404903118e-10,-2.5849394142282115e-26,-1.8327837618342114e-16
1009,1.4089003154553799e-10,1.4089003154553793e-10,-5.169878828456423e-26,-3.6694425941592845e-16
1010,1.4075620482953319e-10,1.4075620482953316e-10,-2.5849394142282115e-26,-1.8364656942539592e-16
1011,1.4063950824740015e-10,1.4063950824740012e-10,-2.5849394142282115e-26,-1.837989514070984e-16
1012,1.4053795686564497e-10,1.4053795686564495e-10,-2.5849394142282115e-26,-1.8393176276921596e-16
