ell,delta_Cl
2773,-2.3482109641991044e-15
2774,-2.3422798252569966e-15
2775,-2.336339874048015e-15
2776,-2.330391821952333e-15
2777,-2.324436381568277e-15
2778,-2.3184742672147735e-15
2779,-2.312506195387753e-15
2780,-2.3065328851915105e-15
2781,-2.3005550587539135e-15
2782,-2.294573441594754e-15
2783,-2.2885887629803707e-15
2784,-2.2826017561982988e-15
2785,-2.2766131588836182e-15
2786,-2.2706237132241336e-15
2787,-2.264634166204328e-15
2788,-2.258645269769344e-15
2789,-2.252657780986544e-15
2790,-2.246672462176372e-15
2791,-2.2406900810068647e-15
2792,-2.2347114105768554e-15
2793,-2.228737229437784e-15
2794,-2.2227683216615516e-15
2795,-2.216805476822749e-15
2796,-2.2108494899921943e-15
2797,-2.2049011617409724e-15
2798,-2.1989612980774264e-15
2799,-2.193030710407576e-15
2800,-2.187110215506845e-15
2801,-2.1812005469107607e-15
2802,-2.1753020892526538e-15
2803,-2.1694151438371012e-15
2804,-2.1635400171329044e-15
2805,-2.15767702071412e-15
2806,-2.151826471292372e-15
2807,-2.1459886906627286e-15
2808,-2.1401640057255143e-15
2809,-2.1343527485283137e-15
2810,-2.128555256316055e-15
2811,-2.122771871602097e-15
2812,-2.117002942271624e-15
2813,-2.1112488217310913e-15
2814,-2.1055098690746273e-15
2815,-2.0997864492633656e-15
2816,-2.0940789333871696e-15
2817,-2.0883876989069705e-15
2818,-2.0827131299875783e-15
2819,-2.077055617798181e-15
2820,-2.0714155609445143e-15
2821,-2.065793365821867e-15
2822,-2.0601894471134903e-15
2823,-2.0546042282575016e-15
2824,-2.0490381419444863e-15
2825,-2.043491630712841e-15
2826,-2.0379651474867637e-15
2827,-2.0324591562111808e-15
2828,-2.0269741324915185e-15
2829,-2.021510564243169e-15
2830,-2.016068952380539e-15
2831,-2.0106498115182138e-15
2832,-2.0052536706898937e-15
2833,-1.9998810740834867e-15
2834,-1.994532581752774e-15
2835,-1.989208770405817e-15
2836,-1.983910234085119e-15
2837,-1.978637584966533e-15
2838,-1.9733914540596203e-15
2839,-1.968172491922545e-15
2840,-1.9629813693769734e-15
2841,-1.957818778200353e-15
2842,-1.9526854317745692e-15
2843,-1.9475820657152188e-15
2844,-1.942509438481492e-15
2845,-1.9374683319497066e-15
2846,-1.9324595519109098e-15
2847,-1.9274839286024047e-15
2848,-1.9225423170825678e-15
2849,-1.917635597682405e-15
2850,-1.9127646763222065e-15
2851,-1.9079302327618748e-15
2852,-1.9031319647606e-15
2853,-1.8983693443396598e-15
2854,-1.893641869910948e-15
2855,-1.88894906634079e-15
2856,-1.8842904849273242e-15
2857,-1.879665703356074e-15
2858,-1.8750743255723154e-15
2859,-1.87051598157186e-15
2860,-1.8659903272055676e-15
2861,-1.8614970438239178e-15
2862,-1.85703583796197e-15
2863,-1.8526064408926535e-15
2864,-1.848208608218833e-15
2865,-1.8438421192981576e-15
2866,-1.8395067767373837e-15
2867,-1.835202405759064e-15
2868,-1.8309288536062036e-15
2869,-1.826685988837057e-15
2870,-1.8224737006344634e-15
2871,-1.8182918980828726e-15
2872,-1.814140509433252e-15
2873,-1.810019481323567e-15
2874,-1.8059287780008734e-15
2875,-1.80186838055634e-15
2876,-1.797838286140071e-15
2877,-1.7938385071727e-15
2878,-1.7898690705828335e-15
2879,-1.7859300170404544e-15
2880,-1.782021400239601e-15
2881,-1.7781432861495426e-15
2882,-1.7742957523548126e-15
2883,-1.7704788873798921e-15
2884,-1.7666927900857892e-15
2885,-1.7629375690536918e-15
2886,-1.7592133420760577e-15
2887,-1.7555202356541674e-15
2888,-1.7518583845360657e-15
2889,-1.7482279313304368e-15
2890,-1.7446290261713696e-15
2891,-1.7410618264097808e-15
2892,-1.737526496393695e-15
2893,-1.734023207275182e-15
2894,-1.7305521368948424e-15
2895,-1.7271134697147605e-15
2896,-1.7237073967829616e-15
2897,-1.7203341158141914e-15
2898,-1.7169938312222276e-15
2899,-1.7136867543121348e-15
2900,-1.7104131034240519e-15
2901,-1.7071729499338106e-15
2902,-1.7039657556861054e-15
2903,-1.7007908361211248e-15
2904,-1.6976475148789697e-15
2905,-1.6945351241421581e-15
2906,-1.6914530050427529e-15
2907,-1.6884005080597961e-15
2908,-1.685376993428053e-15
2909,-1.6823818315790668e-15
2910,-1.6794144035474793e-15
2911,-1.6764741014193559e-15
2912,-1.6735603287061942e-15
2913,-1.670672500772247e-15
2914,-1.6678100451956057e-15
2915,-1.664972402113936e-15
2916,-1.6621590245451723e-15
2917,-1.6593693786710527e-15
2918,-1.6566029440552235e-15
2919,-1.6538592138500346e-15
2920,-1.6511376949233628e-15
2921,-1.6484379079329288e-15
2922,-1.6457593873779962e-15
2923,-1.6431016815202075e-15
2924,-1.6404643522882644e-15
2925,-1.6378469751220243e-15
2926,-1.6352491387059274e-15
2927,-1.6326704446491112e-15
2928,-1.6301105071251344e-15
2929,-1.6275689523792226e-15
2930,-1.6250454182104729e-15
2931,-1.622539553372471e-15
2932,-1.6200510168834352e-15
2933,-1.6175794772951638e-15
2934,-1.6151246118876645e-15
2935,-1.6126861057870439e-15
2936,-1.6102636510494694e-15
2937,-1.6078569456845473e-15
2938,-1.6054656925987283e-15
2939,-1.6030895985508308e-15
2940,-1.6007283729944724e-15
2941,-1.5983817269843175e-15
2942,-1.5960493719441924e-15
2943,-1.5937310185135555e-15
2944,-1.591426375310766e-15
2945,-1.5891351477254321e-15
2946,-1.5868570367083363e-15
2947,-1.5845917375387426e-15
2948,-1.5823389386765215e-15
2949,-1.5800983205359198e-15
2950,-1.5778695543861532e-15
2951,-1.5756523479238883e-15
2952,-1.5734465842993623e-15
2953,-1.571252181013426e-15
2954,-1.5690690422916506e-15
2955,-1.5668970581804071e-15
2956,-1.5647361036994904e-15
2957,-1.5625860381514559e-15
2958,-1.5604467044026833e-15
2959,-1.5583179283146902e-15
2960,-1.5561995182675333e-15
2961,-1.5540912647147145e-15
2962,-1.5519929399053e-15
2963,-1.54990429764239e-15
2964,-1.5478250731740661e-15
2965,-1.5457549831473478e-15
2966,-1.5436937257253219e-15
2967,-1.5416409806945796e-15
2968,-1.5395964097673309e-15
2969,-1.537559656944104e-15
2970,-1.5355303489095645e-15
2971,-1.5335080956254352e-15
2972,-1.5314924908935289e-15
2973,-1.529483113078723e-15
2974,-1.5274795258432444e-15
2975,-1.5254812790077773e-15
2976,-1.5234879093956073e-15
2977,-1.521498941809244e-15
2978,-1.5195138899925029e-15
2979,-1.5175322576644815e-15
2980,-1.5155535395632283e-15
2981,-1.513577222503145e-15
2982,-1.511602786488933e-15
2983,-1.5096297057729962e-15
2984,-1.5076574499500006e-15
2985,-1.5056854850053905e-15
2986,-1.5037132743808684e-15
2987,-1.5017402799647495e-15
2988,-1.4997659630807017e-15
2989,-1.4977897853779333e-15
2990,-1.4958112097213821e-15
2991,-1.49382970099547e-15
2992,-1.4918447267850725e-15
2993,-1.4898557580928397e-15
2994,-1.4878622698311428e-15
2995,-1.485863741372989e-15
2996,-1.4838596568355567e-15
2997,-1.4818495054477428e-15
2998,-1.479832781679408e-15
2999,-1.4778089853068097e-15
3000,-1.4757776214012916e-15
