ell,delta_Cl
965,-1.7892077602015386e-14
966,-1.8014841339354175e-14
967,-1.8138113212063044e-14
968,-1.8261866833881785e-14
969,-1.838607596098035e-14
970,-1.8510714493845858e-14
971,-1.8635756479453948e-14
972,-1.8761176112457843e-14
973,-1.888694773684272e-14
974,-1.901304584690798e-14
975,-1.913944508817198e-14
976,-1.9266120257733928e-14
977,-1.939304630492011e-14
978,-1.952019833066351e-14
979,-1.9647551587684754e-14
980,-1.9775081479406437e-14
981,-1.990276355902254e-14
982,-2.003057352828352e-14
983,-2.0158487235816084e-14
984,-2.0286480674848452e-14
985,-2.0414529981504295e-14
986,-2.0542611431804205e-14
987,-2.067070143902906e-14
988,-2.0798776550669785e-14
989,-2.0926813445196194e-14
990,-2.105478892838636e-14
991,-2.118267992973356e-14
992,-2.1310463498801507e-14
993,-2.14381168008558e-14
994,-2.1565617113089916e-14
995,-2.169294182033421e-14
996,-2.182006841084246e-14
997,-2.1946974472026723e-14
998,-2.207363768629558e-14
999,-2.2200035826737282e-14
1000,-2.2326146753113103e-14
1001,-2.2451947660053555e-14
1002,-2.2577412831237177e-14
1003,-2.2702515877534477e-14
1004,-2.28272304807984e-14
1005,-2.2951530390374655e-14
1006,-2.307538941950866e-14
1007,-2.3198781442657196e-14
1008,-2.3321680392127985e-14
1009,-2.344406025570155e-14
1010,-2.3565895073839484e-14
1011,-2.3687158937823282e-14
1012,-2.3807825987402057e-14
1013,-2.392787040926742e-14
1014,-2.4047266435528373e-14
1015,-2.4165988342315426e-14
1016,-2.428401044877249e-14
1017,-2.440130711630723e-14
1018,-2.451785274781559e-14
1019,-2.4633621787345752e-14
1020,-2.4748588719865487e-14
1021,-2.486272807102951e-14
1022,-2.497601440717949e-14
1023,-2.508842233570592e-14
1024,-2.51999265049706e-14
1025,-2.531050160492699e-14
1026,-2.5420122367249484e-14
1027,-2.5528763565824527e-14
1028,-2.5636400017009125e-14
1029,-2.5743006580044426e-14
1030,-2.5848558157391766e-14
1031,-2.5953029694810216e-14
1032,-2.6056396181589227e-14
1033,-2.6158632650548628e-14
1034,-2.625971417770259e-14
1035,-2.6359615882078668e-14
1036,-2.6458312925330077e-14
1037,-2.655578051072755e-14
1038,-2.6651993882538964e-14
1039,-2.6746928324633463e-14
1040,-2.6840559159266545e-14
1041,-2.6932861745348146e-14
1042,-2.702381147658149e-14
1043,-2.7113383779265883e-14
1044,-2.7201554109944426e-14
1045,-2.7288297952586424e-14
1046,-2.7373590815847356e-14
1047,-2.74574082295792e-14
1048,-2.7539725741806066e-14
1049,-2.762051891448488e-14
1050,-2.7699763320248368e-14
1051,-2.777743901972692e-14
1052,-2.785354400421582e-14
1053,-2.7928080744451854e-14
1054,-2.8001051703882285e-14
1055,-2.8072459333986106e-14
1056,-2.814230606907831e-14
1057,-2.8210594321657006e-14
1058,-2.8277326477104283e-14
1059,-2.834250488856804e-14
1060,-2.8406131871792096e-14
1061,-2.846820970020482e-14
1062,-2.852874059933565e-14
1063,-2.85877267424207e-14
1064,-2.8645170244741743e-14
1065,-2.870107315910256e-14
1066,-2.875543747107267e-14
1067,-2.880826509433442e-14
1068,-2.8859557866055943e-14
1069,-2.890931754298792e-14
1070,-2.8957545797017466e-14
1071,-2.900424421173016e-14
1072,-2.9049414278480955e-14
1073,-2.9093057393240526e-14
1074,-2.913517485341582e-14
1075,-2.9175767855084144e-14
1076,-2.921483749040826e-14
1077,-2.925238474543915e-14
1078,-2.9288410497918846e-14
1079,-2.9322915515910394e-14
1080,-2.9355900456091804e-14
1081,-2.938736586267037e-14
1082,-2.941731216652964e-14
1083,-2.944573968463489e-14
1084,-2.9472648619567823e-14
1085,-2.949803905939732e-14
1086,-2.95219109778604e-14
1087,-2.9544264234620696e-14
1088,-2.956509857563037e-14
1089,-2.9584413634008967e-14
1090,-2.9602208930741365e-14
1091,-2.96184838756342e-14
1092,-2.9633237768504924e-14
1093,-2.964646980031921e-14
1094,-2.9658179054328285e-14
1095,-2.966836450772333e-14
1096,-2.9677025032540177e-14
1097,-2.9684159397598034e-14
1098,-2.9689766269352506e-14
1099,-2.969384421352411e-14
1100,-2.969639169657169e-14
1101,-2.969741174207303e-14
1102,-2.9696925898832717e-14
1103,-2.9694960275229973e-14
1104,-2.969154088493184e-14
1105,-2.968669364756527e-14
1106,-2.968044438957014e-14
1107,-2.967281884494889e-14
1108,-2.966384265565428e-14
1109,-2.9653541372028815e-14
1110,-2.9641940452882286e-14
1111,-2.962906526582783e-14
1112,-2.9614941086971725e-14
1113,-2.95995931007066e-14
1114,-2.958304639950464e-14
1115,-2.9565325983219644e-14
1116,-2.9546456758466655e-14
1117,-2.952646353805326e-14
1118,-2.950537103979052e-14
1119,-2.948320388579505e-14
1120,-2.945998660119652e-14
1121,-2.943574361307787e-14
1122,-2.9410499249337894e-14
1123,-2.938427773721786e-14
1124,-2.9357103202293356e-14
1125,-2.9328999666768256e-14
1126,-2.929999104864752e-14
1127,-2.927010115990189e-14
1128,-2.923935370566657e-14
1129,-2.920777228279364e-14
1130,-2.917538037876641e-14
1131,-2.914220137061371e-14
1132,-2.91082585239535e-14
1133,-2.907357499206226e-14
1134,-2.903817381540971e-14
1135,-2.900207792077996e-14
1136,-2.896531012090956e-14
1137,-2.892789311441e-14
1138,-2.8889849485405817e-14
1139,-2.885120170374135e-14
1140,-2.881197212526513e-14
1141,-2.8772182992191746e-14
1142,-2.873185643403242e-14
1143,-2.869101446795692e-14
1144,-2.864967900026695e-14
1145,-2.8607871827559394e-14
1146,-2.856561463796708e-14
1147,-2.8522929013097474e-14
1148,-2.847983642953196e-14
1149,-2.843635826112643e-14
1150,-2.8392515780898283e-14
1151,-2.8348330613313288e-14
1152,-2.8303826085330007e-14
1153,-2.82590258803443e-14
1154,-2.8213953591253295e-14
1155,-2.8168632723376377e-14
1156,-2.812308669740201e-14
1157,-2.8077338852515523e-14
1158,-2.8031412449475178e-14
1159,-2.7985330673843355e-14
1160,-2.7939116639346962e-14
1161,-2.7892793390927674e-14
1162,-2.784638390836084e-14
1163,-2.779991110925402e-14
1164,-2.7753397852562492e-14
1165,-2.770686694182044e-14
1166,-2.7660341128217022e-14
1167,-2.761384311408604e-14
1168,-2.7567395555723527e-14
1169,-2.7521021066593067e-14
1170,-2.7474742220298483e-14
1171,-2.742858155345311e-14
1172,-2.738256156841984e-14
1173,-2.733670473605115e-14
1174,-2.7291033498248195e-14
1175,-2.7245570270390658e-14
1176,-2.720033744371488e-14
1177,-2.7155357387588622e-14
1178,-2.7110652451423905e-14
1179,-2.706624496692592e-14
1180,-2.7022157249850782e-14
1181,-2.6978411601711586e-14
1182,-2.6935030311639572e-14
1183,-2.6892035657624887e-14
1184,-2.684944990832605e-14
1185,-2.680729532420732e-14
1186,-2.6765594158831167e-14
1187,-2.6724368660176595e-14
1188,-2.6683641071698962e-14
1189,-2.6643433633493205e-14
1190,-2.660376858312102e-14
1191,-2.6564668156851632e-14
1192,-2.6526154590437283e-14
1193,-2.6488250120173047e-14
1194,-2.6450976983749867e-14
1195,-2.6414357421107585e-14
1196,-2.6378413675443065e-14
1197,-2.6343167994114923e-14
1198,-2.6308642629677504e-14
1199,-2.6274859840656364e-14
1200,-2.624184189273734e-14
1201,-2.6209608180617458e-14
1202,-2.6178166592239342e-14
1203,-2.6147522146702303e-14
1204,-2.6117679874712033e-14
1205,-2.608864481984722e-14
1206,-2.6060422039541828e-14
1207,-2.6033016606868704e-14
1208,-2.6006433611651103e-14
1209,-2.59806781619878e-14
1210,-2.5955755385700663e-14
1211,-2.5931670431989003e-14
1212,-2.5908428472928846e-14
1213,-2.5886034705178993e-14
1214,-2.5864494351557833e-14
1215,-2.58438126628011e-14
1216,-2.582399491926793e-14
1217,-2.5805046432698627e-14
1218,-2.5786972547688076e-14
1219,-2.576977864388294e-14
1220,-2.5753470137377524e-14
1221,-2.5738052482393994e-14
1222,-2.5723531173169375e-14
1223,-2.570991174545482e-14
1224,-2.569719977827337e-14
1225,-2.5685400895160717e-14
1226,-2.5674520766233168e-14
1227,-2.5664565109118213e-14
1228,-2.565553969055719e-14
1229,-2.5647450327827004e-14
1230,-2.5640302889722402e-14
1231,-2.563410329808109e-14
1232,-2.5628857528404112e-14
1233,-2.562457161145852e-14
1234,-2.5621251633587562e-14
1235,-2.5618903738003154e-14
1236,-2.5617534125328716e-14
1237,-2.5617149054219557e-14
1238,-2.5617754842215906e-14
1239,-2.561935786600141e-14
1240,-2.5621964561997656e-14
1241,-2.5625581426700235e-14
1242,-2.5630215017014764e-14
1243,-2.563587195054124e-14
1244,-2.5642558905819605e-14
1245,-2.5650282622523622e-14
1246,-2.565904990160304e-14
1247,-2.5668867605464542e-14
1248,-2.5679742658139768e-14
1249,-2.5691682045401636e-14
1250,-2.570469281495821e-14
1251,-2.5718779109394625e-14
1252,-2.5733933264688633e-14
1253,-2.575014471218619e-14
1254,-2.5767402946163608e-14
1255,-2.5785697524215283e-14
1256,-2.580501806765437e-14
1257,-2.5825354262146095e-14
1258,-2.584669585825058e-14
1259,-2.586903267217249e-14
1260,-2.589235458660113e-14
1261,-2.5916651551563475e-14
1262,-2.594191358560032e-14
1263,-2.5968130776696857e-14
1264,-2.5995293283846566e-14
1265,-2.6023391338111035e-14
1266,-2.605241524439065e-14
1267,-2.608235538287215e-14
1268,-2.611320221077348e-14
1269,-2.6144946264204924e-14
1270,-2.6177578160120755e-14
1271,-2.62110885982967e-14
1272,-2.6245468363384974e-14
1273,-2.628070832729242e-14
1274,-2.6316799451209692e-14
1275,-2.6353732788131562e-14
1276,-2.6391499485028278e-14
1277,-2.643009078540465e-14
1278,-2.6469498031587722e-14
1279,-2.6509712667247085e-14
1280,-2.655072623974718e-14
1281,-2.6592530402564204e-14
1282,-2.6635116917638418e-14
1283,-2.667847765766181e-14
1284,-2.672260460835284e-14
1285,-2.6767489870601953e-14
1286,-2.681312566251366e-14
1287,-2.685950432138404e-14
1288,-2.6906618305587725e-14
1289,-2.6954460196128876e-14
1290,-2.7003022698386016e-14
1291,-2.705229864341742e-14
1292,-2.7102280989240662e-14
1293,-2.7152962821814894e-14
1294,-2.720433735610067e-14
1295,-2.7256397936628627e-14
1296,-2.730913803805526e-14
1297,-2.7362551265524798e-14
1298,-2.7416631354772615e-14
1299,-2.7471372172125222e-14
1300,-2.7526767714215925e-14
1301,-2.758280905665772e-14
1302,-2.7639475200746972e-14
1303,-2.7696742225441418e-14
1304,-2.7754586337239706e-14
1305,-2.7812983869173265e-14
1306,-2.7871911279552617e-14
1307,-2.7931345150636125e-14
1308,-2.7991262187053186e-14
1309,-2.805163921440836e-14
1310,-2.811245317742022e-14
1311,-2.8173681138370376e-14
1312,-2.8235300275203557e-14
1313,-2.8297287879743998e-14
1314,-2.835962135591183e-14
1315,-2.8422278217861925e-14
1316,-2.8485236088161517e-14
1317,-2.854847269607121e-14
1318,-2.861196587576138e-14
1319,-2.867569356485167e-14
1320,-2.8739633802627395e-14
1321,-2.880376472877292e-14
1322,-2.8868064582053335e-14
1323,-2.8932511699047834e-14
1324,-2.899708451318037e-14
1325,-2.90617615538537e-14
1326,-2.9126521445699734e-14
1327,-2.919134290814013e-14
1328,-2.925620475490805e-14
1329,-2.9321085893906e-14
1330,-2.9385965327347995e-14
1331,-2.9450822151837126e-14
1332,-2.951563555870158e-14
1333,-2.958038483474428e-14
1334,-2.96450493627728e-14
1335,-2.970960862258165e-14
1336,-2.977404219196038e-14
1337,-2.983832974785682e-14
1338,-2.9902451067695396e-14
1339,-2.996638603070838e-14
1340,-3.0030114619473906e-14
1341,-3.0093616921350643e-14
1342,-3.0156873130170906e-14
1343,-3.0219863547675306e-14
1344,-3.028256858518004e-14
1345,-3.034496876511492e-14
1346,-3.04070447223934e-14
1347,-3.0468777205847215e-14
1348,-3.05301470794413e-14
1349,-3.059113532339824e-14
1350,-3.06517230350513e-14
1351,-3.0711890432557075e-14
1352,-3.077161386432739e-14
1353,-3.0830868800153154e-14
1354,-3.0889630828293056e-14
1355,-3.094787565485317e-14
1356,-3.1005579103153654e-14
1357,-3.1062717112475036e-14
1358,-3.1119265736571895e-14
1359,-3.1175201141759995e-14
1360,-3.1230499604525217e-14
1361,-3.12851375086672e-14
1362,-3.13390913420294e-14
1363,-3.1392337692893093e-14
1364,-3.1444853245647594e-14
1365,-3.1496614776085684e-14
1366,-3.154759914640174e-14
1367,-3.15977832994661e-14
1368,-3.164714425275046e-14
1369,-3.169565909174918e-14
1370,-3.174330496305168e-14
1371,-3.1790059066820234e-14
1372,-3.183589864899641e-14
1373,-3.188080099301631e-14
1374,-3.192474341124151e-14
1375,-3.19677032359247e-14
1376,-3.200965780995559e-14
1377,-3.205058447727079e-14
1378,-3.209046057306982e-14
1379,-3.212926341370799e-14
1380,-3.216697028651174e-14
1381,-3.2203558439361326e-14
1382,-3.223900507036401e-14
1383,-3.2273287317100696e-14
1384,-3.230638224628616e-14
1385,-3.23382668431579e-14
1386,-3.2368918000981265e-14
1387,-3.2398312510903576e-14
1388,-3.242642705158851e-14
1389,-3.245323817930287e-14
1390,-3.2478722318235975e-14
1391,-3.250285575107756e-14
1392,-3.2525614609724915e-14
1393,-3.254697486673968e-14
1394,-3.256691232683043e-14
1395,-3.2585402619084985e-14
1396,-3.260242118930601e-14
1397,-3.261794329318682e-14
1398,-3.2631943989836075e-14
1399,-3.2644398135806586e-14
1400,-3.265528037986081e-14
1401,-3.266457090780483e-14
1402,-3.2672272687575604e-14
1403,-3.2678394216515224e-14
1404,-3.268294376853654e-14
1405,-3.268592939197767e-14
1406,-3.26873589077279e-14
1407,-3.2687239908193733e-14
1408,-3.2685579756613866e-14
1409,-3.268238558733061e-14
1410,-3.26776643062164e-14
1411,-3.2671422592056755e-14
1412,-3.2663666898114145e-14
1413,-3.26544034543769e-14
1414,-3.2643638270389726e-14
1415,-3.2631377138265134e-14
1416,-3.261762563636701e-14
1417,-3.260238913322677e-14
1418,-3.2585672791847305e-14
1419,-3.2567481574407566e-14
1420,-3.2547820247057615e-14
1421,-3.2526693385049745e-14
1422,-3.250410537814099e-14
1423,-3.248006043593104e-14
1424,-3.2454562593497396e-14
1425,-3.242761571700469e-14
1426,-3.239922350923646e-14
1427,-3.236938951539834e-14
1428,-3.2338117128468885e-14
1429,-3.2305409594783026e-14
1430,-3.227127001924074e-14
1431,-3.2235701370515706e-14
1432,-3.219870648590204e-14
1433,-3.216028807598014e-14
1434,-3.212044872911446e-14
1435,-3.2079190915473113e-14
1436,-3.2036516990750155e-14
1437,-3.1992429199758674e-14
1438,-3.194692967937761e-14
1439,-3.1900020461317645e-14
1440,-3.1851703474370096e-14
1441,-3.1801980546410247e-14
1442,-3.175085340587076e-14
1443,-3.169832368286613e-14
1444,-3.164439290992939e-14
1445,-3.1589062522257675e-14
1446,-3.1532333857906097e-14
1447,-3.147420815711566e-14
1448,-3.141468656161534e-14
1449,-3.1353770113601e-14
1450,-3.1291459754236154e-14
1451,-3.122776029423523e-14
1452,-3.1162692328896216e-14
1453,-3.1096280318893325e-14
1454,-3.102854861551906e-14
1455,-3.0959521458163906e-14
1456,-3.088922297149872e-14
1457,-3.081767716270888e-14
1458,-3.07449079184828e-14
1459,-3.067093900207805e-14
1460,-3.059579405045204e-14
1461,-3.051949657116013e-14
1462,-3.0442069939667275e-14
1463,-3.0363537396530435e-14
1464,-3.028392204476195e-14
1465,-3.0203246847438456e-14
1466,-3.012153462542616e-14
1467,-3.0038808055493806e-14
1468,-2.9955089668438625e-14
1469,-2.9870401847729215e-14
1470,-2.978476682840696e-14
1471,-2.969820669625883e-14
1472,-2.961074338737797e-14
1473,-2.95223986881249e-14
1474,-2.943319423551527e-14
1475,-2.9343151517879004e-14
1476,-2.925229187601062e-14
1477,-2.9160636504746034e-14
1478,-2.906820645490125e-14
1479,-2.897502263562468e-14
1480,-2.888110581724056e-14
1481,-2.878647663432502e-14
1482,-2.869115558937674e-14
1483,-2.859516305657798e-14
1484,-2.8498519286344114e-14
1485,-2.8401244409730935e-14
1486,-2.8303358443462365e-14
1487,-2.820488129526836e-14
1488,-2.8105832769184025e-14
1489,-2.800623257153376e-14
1490,-2.7906100316747368e-14
1491,-2.7805455533550984e-14
1492,-2.770431767127433e-14
1493,-2.7602706106261365e-14
1494,-2.750064014830678e-14
1495,-2.739813904731222e-14
1496,-2.7295221999696935e-14
1497,-2.7191908155092773e-14
1498,-2.7088216622677278e-14
1499,-2.6984166477648964e-14
1500,-2.6879776767547497e-14
1501,-2.677506663374584e-14
1502,-2.6670055664165243e-14
1503,-2.656476355234758e-14
1504,-2.645920998734985e-14
1505,-2.6353414659146714e-14
1506,-2.6247397263425543e-14
1507,-2.6141177506394414e-14
1508,-2.6034775108982632e-14
1509,-2.5928209810912013e-14
1510,-2.5821501374367497e-14
1511,-2.571466958722832e-14
1512,-2.5607734266027773e-14
1513,-2.5500715258473516e-14
1514,-2.539363244579987e-14
1515,-2.5286505744267094e-14
1516,-2.5179355106970822e-14
1517,-2.5072200524682188e-14
1518,-2.496506202673962e-14
1519,-2.4857959681346108e-14
1520,-2.4750913595840628e-14
1521,-2.4643943916245773e-14
1522,-2.4537070827022183e-14
1523,-2.4430314550112124e-14
1524,-2.4323695344073524e-14
1525,-2.421723350281336e-14
1526,-2.411094935419179e-14
1527,-2.4004863258497034e-14
1528,-2.3898995606739316e-14
1529,-2.379336681886726e-14
1530,-2.368799734193258e-14
1531,-2.358290764809967e-14
1532,-2.3478118232900784e-14
1533,-2.3373649613181e-14
1534,-2.3269522325392157e-14
1535,-2.3165756923731707e-14
1536,-2.3062373978565898e-14
1537,-2.2959394074891734e-14
1538,-2.2856837811018656e-14
1539,-2.2754725797301924e-14
1540,-2.2653078655367135e-14
1541,-2.255191701717964e-14
1542,-2.2451261524773134e-14
1543,-2.2351132829991152e-14
1544,-2.225155159440953e-14
1545,-2.2152538489956784e-14
1546,-2.2054114199495724e-14
1547,-2.195629941774111e-14
1548,-2.1859114852707208e-14
1549,-2.176258122737509e-14
1550,-2.1666719281450388e-14
1551,-2.1571547200744434e-14
1552,-2.1477072900083222e-14
1553,-2.1383301745852674e-14
1554,-2.1290239132226812e-14
1555,-2.1197890484825445e-14
1556,-2.110626126442356e-14
1557,-2.1015356970867497e-14
1558,-2.092518314752106e-14
1559,-2.083574538559528e-14
1560,-2.0747049328904695e-14
1561,-2.0659100678765832e-14
1562,-2.05719051988698e-14
1563,-2.0485468720529728e-14
1564,-2.0399797147850632e-14
1565,-2.0314896463028553e-14
1566,-2.0230772731701375e-14
1567,-2.0147432108338424e-14
1568,-2.006488084155252e-14
1569,-1.998312527942495e-14
1570,-1.9902171874701205e-14
1571,-1.9822027190051314e-14
1572,-1.974269790307172e-14
1573,-1.9664190811080332e-14
1574,-1.9586512835976215e-14
1575,-1.9509671028698608e-14
1576,-1.94336725736601e-14
1577,-1.9358524792727428e-14
1578,-1.928423514916352e-14
1579,-1.9210811251220556e-14
1580,-1.913826085540991e-14
1581,-1.906659186962994e-14
1582,-1.8995812355802614e-14
1583,-1.892593053238091e-14
1584,-1.8856954776494306e-14
1585,-1.8788893625629004e-14
1586,-1.872175577928228e-14
1587,-1.865555010002231e-14
1588,-1.859028561441876e-14
1589,-1.8525971513611455e-14
1590,-1.8462617153491336e-14
1591,-1.8400232054765083e-14
1592,-1.8338825902580295e-14
1593,-1.8278408545956807e-14
1594,-1.8218989996991817e-14
1595,-1.8160580429690205e-14
1596,-1.8103190178749608e-14
1597,-1.804682973800946e-14
1598,-1.799150975877724e-14
1599,-1.7937241047922084e-14
1600,-1.788403456587791e-14
1601,-1.7831897575212953e-14
1602,-1.7780822090441897e-14
1603,-1.77307964235867e-14
1604,-1.7681809031089882e-14
1605,-1.7633848511365297e-14
1606,-1.7586903602258433e-14
1607,-1.7540963178635953e-14
1608,-1.7496016249845993e-14
1609,-1.745205195728832e-14
1610,-1.7409059571990948e-14
1611,-1.736702849229016e-14
1612,-1.732594824156222e-14
1613,-1.7285808465993862e-14
1614,-1.724659893259189e-14
1615,-1.7208309527160457e-14
1616,-1.7170930252452845e-14
1617,-1.7134451226504166e-14
1618,-1.7098862680989933e-14
1619,-1.7064154959849575e-14
1620,-1.70303185179552e-14
1621,-1.699734391990313e-14
1622,-1.6965221839096247e-14
1623,-1.693394305675526e-14
1624,-1.690349846125954e-14
1625,-1.6873879047475035e-14
1626,-1.6845075916282523e-14
1627,-1.6817080274144632e-14
1628,-1.678988343291197e-14
1629,-1.6763476809545244e-14
1630,-1.6737851926082946e-14
1631,-1.671300040953796e-14
1632,-1.6688913991994497e-14
1633,-1.6665584510582237e-14
1634,-1.664300390760559e-14
1635,-1.6621164230692314e-14
1636,-1.6600057632780606e-14
1637,-1.6579676372300038e-14
1638,-1.6560012813184483e-14
1639,-1.6541059424839807e-14
1640,-1.6522808782124476e-14
1641,-1.6505253565188004e-14
1642,-1.648838655923184e-14
1643,-1.6472200654192718e-14
1644,-1.645668884429029e-14
1645,-1.6441844227445512e-14
1646,-1.6427660004550406e-14
1647,-1.6414129478647335e-14
1648,-1.6401246053856255e-14
1649,-1.638900323428904e-14
1650,-1.637739462256961e-14
1651,-1.6366412281434698e-14
1652,-1.6356041820726915e-14
1653,-1.6346267306808628e-14
1654,-1.6337072897510282e-14
1655,-1.6328442839959056e-14
1656,-1.6320361468136092e-14
1657,-1.631281320038203e-14
1658,-1.6305782536695746e-14
1659,-1.6299254055729362e-14
1660,-1.6293212411944807e-14
1661,-1.62876423323051e-14
1662,-1.6282528613081952e-14
1663,-1.62778561163467e-14
1664,-1.6273609766532346e-14
1665,-1.6269774546737095e-14
1666,-1.62663354950602e-14
1667,-1.6263277700808562e-14
1668,-1.626058630063871e-14
1669,-1.6258246474711702e-14
1670,-1.6256243442712324e-14
1671,-1.625456246001691e-14
1672,-1.6253188813634988e-14
1673,-1.6252107818402963e-14
1674,-1.6251304812983917e-14
1675,-1.6250765156080675e-14
1676,-1.625047422257132e-14
1677,-1.6250417399786882e-14
1678,-1.625058008381487e-14
1679,-1.625094767589329e-14
1680,-1.6251505578946818e-14
1681,-1.6252239194161755e-14
1682,-1.6253133917651464e-14
1683,-1.6254175137354435e-14
1684,-1.6255348229925896e-14
1685,-1.625663855780391e-14
1686,-1.625803146644995e-14
1687,-1.625951228162179e-14
1688,-1.6261066306866105e-14
1689,-1.626267882110157e-14
1690,-1.6264335076337635e-14
1691,-1.6266020295522567e-14
1692,-1.626771967051428e-14
1693,-1.6269418360193315e-14
1694,-1.6271101488640476e-14
1695,-1.6272754143488913e-14
1696,-1.627436137430855e-14
1697,-1.6275908191139116e-14
1698,-1.6277379563113684e-14
1699,-1.627876041706925e-14
1700,-1.628003563637059e-14
1701,-1.6281191478303635e-14
1702,-1.6282219828924505e-14
1703,-1.6283113945929267e-14
1704,-1.628386703901812e-14
1705,-1.6284472268745104e-14
1706,-1.6284922745509974e-14
1707,-1.6285211528485445e-14
1708,-1.6285331624557373e-14
1709,-1.6285275987213225e-14
1710,-1.6285037515437023e-14
1711,-1.628460905261074e-14
1712,-1.6283983385241224e-14
1713,-1.628315324175819e-14
1714,-1.6282111291215298e-14
1715,-1.6280850141926597e-14
1716,-1.6279362340057725e-14
1717,-1.627764036812019e-14
1718,-1.627567664343979e-14
1719,-1.627346351655395e-14
1720,-1.6270993269428116e-14
1721,-1.6268258113794928e-14
1722,-1.626525018932538e-14
1723,-1.6261961561651337e-14
1724,-1.6258384220517306e-14
1725,-1.6254510077725407e-14
1726,-1.625033096508035e-14
1727,-1.6245838632340866e-14
1728,-1.6241024745028973e-14
1729,-1.6235880882310326e-14
1730,-1.6230398534822868e-14
1731,-1.622456910242793e-14
1732,-1.621838389209705e-14
1733,-1.6211834115669525e-14
1734,-1.6204910887694003e-14
1735,-1.6197605223302357e-14
1736,-1.618990803608358e-14
1737,-1.6181810136009367e-14
1738,-1.6173302227450177e-14
1739,-1.6164374907262375e-14
1740,-1.6155018662823682e-14
1741,-1.614522387033357e-14
1742,-1.613498079310075e-14
1743,-1.6124279579895266e-14
1744,-1.6113110263500926e-14
1745,-1.6101462759300057e-14
1746,-1.6089326864026266e-14
1747,-1.6076692254601218e-14
1748,-1.6063548487087734e-14
1749,-1.604988499584969e-14
1750,-1.603569109269252e-14
1751,-1.6020958839131573e-14
1752,-1.600569166443795e-14
1753,-1.598989574666855e-14
1754,-1.5973577139512374e-14
1755,-1.5956741772245288e-14
1756,-1.593939544954908e-14
1757,-1.5921543851750566e-14
1758,-1.590319253486036e-14
1759,-1.588434693101232e-14
1760,-1.5865012348728498e-14
1761,-1.5845193973416748e-14
1762,-1.582489686794587e-14
1763,-1.5804125973214292e-14
1764,-1.5782886108815708e-14
1765,-1.5761181973736993e-14
1766,-1.5739018147159545e-14
1767,-1.5716399089144292e-14
1768,-1.5693329141484722e-14
1769,-1.5669812528456513e-14
1770,-1.5645853357618868e-14
1771,-1.5621455620615842e-14
1772,-1.5596623193854893e-14
1773,-1.55713598392759e-14
1774,-1.554566920499093e-14
1775,-1.55195548259628e-14
1776,-1.5493020124476802e-14
1777,-1.5466068410715884e-14
1778,-1.543870288318714e-14
1779,-1.541092662908371e-14
1780,-1.538274262454974e-14
1781,-1.5354153734906564e-14
1782,-1.5325162714820714e-14
1783,-1.5295772208278085e-14
1784,-1.5265984748674398e-14
1785,-1.523580275863426e-14
1786,-1.5205228549862525e-14
1787,-1.517426432292458e-14
1788,-1.514291216699431e-14
1789,-1.5111174059427582e-14
1790,-1.507905186549729e-14
1791,-1.5046547337844052e-14
1792,-1.5013662116133718e-14
1793,-1.49803977265856e-14
1794,-1.49467555815072e-14
1795,-1.491273697886768e-14
1796,-1.487834310189075e-14
1797,-1.4843575018679832e-14
1798,-1.4808433681953125e-14
1799,-1.477291992871401e-14
1800,-1.4737034480231672e-14
1801,-1.470077997250454e-14
1802,-1.466416704803837e-14
1803,-1.4627208264417145e-14
1804,-1.45899160639947e-14
1805,-1.4552302774456962e-14
1806,-1.4514380609590964e-14
1807,-1.4476161670047404e-14
1808,-1.4437657944562028e-14
1809,-1.4398881311228712e-14
1810,-1.4359843539024578e-14
1811,-1.4320556289664685e-14
1812,-1.4281031119579513e-14
1813,-1.4241279482222014e-14
1814,-1.420131273060086e-14
1815,-1.4161142120149722e-14
1816,-1.4120778811699949e-14
1817,-1.4080233874970239e-14
1818,-1.4039518292049845e-14
1819,-1.3998642961353529e-14
1820,-1.3957618701763932e-14
1821,-1.3916456257032428e-14
1822,-1.3875166300386784e-14
1823,-1.3833759439507165e-14
1824,-1.379224622157969e-14
1825,-1.3750637138660186e-14
1826,-1.3708942633238263e-14
1827,-1.3667173103969423e-14
1828,-1.3625338911575181e-14
1829,-1.358345038490475e-14
1830,-1.3541517827164744e-14
1831,-1.3499551522187654e-14
1832,-1.3457561740926515e-14
1833,-1.3415558747833233e-14
1834,-1.3373552807482505e-14
1835,-1.3331554191066468e-14
1836,-1.3289573182973378e-14
1837,-1.3247620087392125e-14
1838,-1.3205705234645337e-14
1839,-1.3163838987761587e-14
1840,-1.3122031748698639e-14
1841,-1.3080293964566681e-14
1842,-1.3038636133670631e-14
1843,-1.2997068811410254e-14
1844,-1.2955602615934718e-14
1845,-1.2914248233642056e-14
1846,-1.2873016424407204e-14
1847,-1.2831918026577395e-14
1848,-1.2790963961663826e-14
1849,-1.2750165238787752e-14
1850,-1.2709532958822855e-14
1851,-1.2669076875585648e-14
1852,-1.262880107174883e-14
1853,-1.2588708289610003e-14
1854,-1.2548801376331297e-14
1855,-1.2509083286420914e-14
1856,-1.2469557083788155e-14
1857,-1.2430225943430091e-14
1858,-1.2391093152814509e-14
1859,-1.23521621127911e-14
1860,-1.2313436338250619e-14
1861,-1.2274919458415692e-14
1862,-1.2236615216679256e-14
1863,-1.219852747027498e-14
