z,w_z,F_zw,E2,H_km_s_Mpc,I_H
6.500803689066509e-08,-0.24330019490058272,1.0000001475747315,1.0000001618673509,67.36000545169216,0.0
6.581358053402588e-08,-0.2433001973156828,1.0000001494033959,1.0000001638731217,67.36000551924651,0.0
6.66291060287453e-08,-0.24330019976070946,1.00000015125472,1.0000001659037465,67.36000558763794,0.0
6.745473706440552e-08,-0.24330020223603355,1.0000001531289846,1.0000001679595338,67.36000565687687,0.0
6.829059886328115e-08,-0.24330020474203046,1.0000001550264743,1.0000001700407957,67.36000572697375,0.0
6.913681819933247e-08,-0.2433002072790803,1.0000001569474763,1.000000172147847,67.36000579793924,0.0
6.999352341743237e-08,-0.24330020984756787,1.0000001588922824,1.0000001742810078,67.36000586978409,0.0
7.086084445283258e-08,-0.2433002124478827,1.0000001608611877,1.0000001764406017,67.3600059425192,0.0
7.173891285087021e-08,-0.24330021508041919,1.0000001628544903,1.000000178626956,67.36000601615561,0.0
7.262786178691985e-08,-0.24330021774557659,1.000000164872493,1.0000001808404022,67.36000609070447,0.0
7.35278260865917e-08,-0.24330022044375918,1.0000001669155014,1.0000001830812764,67.3600061661771,0.0
7.443894224617992e-08,-0.2433002231753761,1.0000001689838258,1.0000001853499185,67.36000624258497,0.0
7.536134845336569e-08,-0.24330022594084175,1.0000001710777797,1.000000187646672,67.36000631993961,0.0
7.62951846081754e-08,-0.2433002287405755,1.0000001731976809,1.0000001899718858,67.3600063982528,0.0
7.724059234419934e-08,-0.243300231575002,1.0000001753438506,1.0000001923259123,67.36000647753642,0.0
7.819771505007245e-08,-0.24330023444455115,1.0000001775166143,1.0000001947091084,67.36000655780245,0.0
7.916669789122281e-08,-0.24330023734965814,1.0000001797163018,1.000000197121836,67.3600066390631,0.0
8.014768783188825e-08,-0.2433002402907636,1.0000001819432465,1.0000001995644605,67.36000672133069,0.0
8.11408336574056e-08,-0.24330024326831365,1.0000001841977864,1.0000002020373528,67.3600068046177,0.0
8.214628599677789e-08,-0.2433002462827598,1.0000001864802632,1.0000002045408878,67.36000688893675,0.0
8.316419734551938e-08,-0.24330024933455932,1.0000001887910233,1.0000002070754452,67.36000697430063,0.0
8.419472208878393e-08,-0.24330025242417502,1.000000191130417,1.0000002096414098,67.36000706072231,0.0
8.52380165247814e-08,-0.24330025555207554,1.0000001934987992,1.00000021223917,67.36000714821488,0.0
8.629423888848257e-08,-0.24330025871873528,1.000000195896529,1.0000002148691203,67.36000723679159,0.0
8.7363549375618e-08,-0.2433002619246345,1.0000001983239701,1.0000002175316594,67.36000732646589,0.0
8.844611016697564e-08,-0.24330026517025943,1.0000002007814908,1.0000002202271914,67.3600074172514,0.0
8.954208545299796e-08,-0.24330026845610234,1.0000002032694637,1.000000222956125,67.36000750916186,0.0
9.065164145868472e-08,-0.24330027178266161,1.0000002057882662,1.0000002257188738,67.36000760221124,0.0
9.177494646880341e-08,-0.24330027515044175,1.0000002083382802,1.0000002285158571,67.36000769641362,0.0
9.291217085341388e-08,-0.24330027855995354,1.0000002109198927,1.0000002313474992,67.36000779178332,0.0
9.406348709370755e-08,-0.2433002820117141,1.000000213533495,1.0000002342142293,67.36000788833478,0.0
9.522906980816676e-08,-0.243300285506247,1.0000002161794836,1.0000002371164822,67.36000798608265,0.0
